嗷嗷待哺	aadb
鲜花	xmhx
先后	xmhz
现成	xmig
线程	xmig
现场	xmih
先进	xmjb
先机	xmji
陷阱	xmjk
衔接	xmjp
先决	xmjt
现价	xmjx
显卡	xmka
先例	xmli
限量	xmll
闲聊	xmln
线路	xmlu
鲜明	xmmk
羡慕	xmmu
现年	xmnm
仙女	xmnv
先前	xmqm
先驱	xmqu
显然	xmrj
陷入	xmru
闲散	xmsj
线索	xmso
线条	xmt
闲谈	xmtj
先天	xmtm
线条	xmtn
相貌堂堂	xmtt
现身	xmuf
先生	xmug
献上	xmuh
显示	xmui
现实	xmui
娴熟	xmuu
县长	xmvh
限制	xmvi
现状	xmvl
显著	xmvu
纤维	xmww
现行	xmxk
现象	xmxl
显现	xmxm
鲜血	xmxt
险要	xmyc
咸阳	xmyh
嫌疑	xmyi
鲜艳	xmyj
限于	xmyu
现有	xmyz
闲杂	xmza
现在	xmzd
喜怒哀乐	xnal
晓得	xnde
小弟	xndi
消毒	xndu
小额	xnee
小儿	xner
消费	xnf
效法	xnfa
消防	xnfh
消费	xnfw
效果	xngo
笑话	xnh
消耗	xnhc
小孩	xnhd
销毁	xnhv
笑话	xnhx
消化	xnhx
消除	xni
小车	xnie
小吃	xnii
哮喘	xnir
消除	xniu
消极	xnji
小姐	xnjp
小家	xnjx
小康	xnkh
效劳	xnlc
笑了	xnle
效力	xnli
销量	xnll
笑脸	xnlm
效率	xnlv
小麦	xnmd
校门	xnmf
消磨	xnmo
消灭	xnmp
效能	xnng
校内	xnnw
小品	xnpb
小气	xnq
小气	xnqi
校庆	xnqk
小巧	xnqn
小区	xnqu
笑容	xnr
笑容	xnrs
潇洒	xnsa
萧瑟	xnse
萧条	xnt
萧条	xntn
小偷	xntz
校舍	xnue
笑声	xnug
消失	xnui
小说	xnuo
销售	xnuz
笑着	xnve
小镇	xnvf
校长	xnvh
嚣张	xnvh
小指	xnvi
小站	xnvj
校外	xnwd
小屋	xnwu
小心	xnxb
消息	xnxi
小型	xnxk
肖像	xnxl
小学	xnxt
逍遥	xnyc
小样	xnyh
效益	xnyi
消炎	xnyj
效应	xnyk
校园	xnyr
小于	xnyu
校友	xnyz
小子	xnzi
小组	xnzu
协办	xpbj
写道	xpdc
携带	xpdd
协定	xpdk
邪恶	xpe
邪恶	xpee
写给	xpgw
邂逅	xpgz
协和	xphe
协会	xphv
邂逅	xphz
写出	xpiu
邪教	xpjn
谢绝	xpjt
泄露	xplu
泄漏	xplz
鞋帽	xpmc
泄密	xpmi
心平气和	xpqh
泄气	xpqi
卸任	xprf
写入	xpru
协调	xpt
协调	xptn
协同	xpts
协商	xpuh
携手	xpuz
写照	xpvc
写着	xpve
写真	xpvf
协助	xpvu
写信	xpxb
嬉皮笑脸	xpxl
谢谢	xpxp
协议	xpyi
卸载	xpzd
写字	xpzi
写作	xpzo
修补	xqbu
修订	xqdk
修复	xqf
修复	xqfu
修改	xqgd
修建	xqjm
休假	xqjx
虚情假意	xqjy
休克	xqke
羞愧	xqkv
修理	xqli
修炼	xqlm
秀美	xqmw
修配	xqpw
星期天	xqt
修饰	xqui
修缮	xquj
袖珍	xqvf
修正	xqvg
休止	xqvi
休息	xqx
休息	xqxi
休闲	xqxm
休学	xqxt
修养	xqyh
闲情逸致	xqyv
选拔	xrba
宣布	xrbu
轩然大波	xrdb
选定	xrdk
宣读	xrdu
旋风	xrfg
悬浮	xrfu
选购	xrg
宣告	xrgc
悬挂	xrgx
选购	xrgz
先人后己	xrhj
喧哗	xrhx
宣称	xrig
宣传	xrir
选出	xriu
宣讲	xrjl
选举	xrju
笑容可掬	xrkj
悬空	xrks
旋律	xrl
绚丽	xrli
旋律	xrlv
悬念	xrnm
选派	xrpd
宣判	xrpj
选票	xrpn
选取	xrqu
渲染	xrrj
选题	xrt
选题	xrti
悬赏	xruh
宣誓	xrui
悬殊	xruu
选手	xruz
旋转	xrv
旋转	xrvr
选中	xrvs
漩涡	xrwo
选型	xrxk
选项	xrxl
悬崖	xrya
炫耀	xryc
宣扬	xryh
宣言	xryj
相濡以沫	xrym
轩辕	xryr
选用	xrys
选择	xrz
选择	xrze
雄辩	xsbm
胸部	xsbu
兄弟	xsdi
歇斯底里	xsdl
凶恶	xsee
雄风	xsfg
雄厚	xsh
凶狠	xshf
胸怀	xshk
雄厚	xshz
胸襟	xsj
胸襟	xsjb
熊猫	xsm
熊猫	xsmc
凶猛	xsmg
凶器	xsqi
凶杀	xsua
凶手	xsuz
兄长	xsv
雄壮	xsvl
雄伟	xsww
雄心	xsxb
汹涌	xsy
汹涌	xsys
学报	xtbc
雪白	xtbd
相提并论	xtbl
雪白	xtbm
学到	xtd
学到	xtdc
学点	xtdm
学分	xtff
学风	xtfg
学费	xtfw
血管	xtgr
学会	xth
血汗	xthj
学会	xthv
雪花	xthx
削减	xtj
削减	xtjm
学科	xtke
学历	xtl
学历	xtli
雪亮	xtll
学年	xtn
学年	xtnm
学期	xtqi
血清	xtqk
学前	xtqm
血肉	xtr
削弱	xtro
血肉	xtrz
血统	xtts
学徒	xttu
学生	xtug
雪山	xtuj
学说	xtuo
学术	xtuu
学者	xtve
学位	xtw
学问	xtwf
学完	xtwj
学位	xtww
学习	xtxi
血型	xtxk
血腥	xtxk
小偷小摸	xtxm
学校	xtxn
形同虚设	xtxu
血压	xtya
血液	xtye
学院	xtyr
虚报	xub
虚报	xubc
心神不定	xubd
许多	xudo
先声夺人	xudr
兴师动众	xudv
续费	xufw
虚构	xugz
序号	xuhc
虚幻	xuhr
许昌	xuih
畜产	xuij
续传	xuir
续集	xuji
许久	xujq
雪上加霜	xuju
虚假	xujx
许可	xuke
销售量	xul
序列	xulp
序幕	xumu
虚拟	xuni
销声匿迹	xunj
许诺	xuno
息事宁人	xunr
袖手旁观	xupg
显示器	xuq
畜禽	xuqb
需求	xuqq
旭日	xuri
虚弱	xuro
虚荣	xurs
虚岁	xusv
虚实	xuui
叙述	xuuu
蓄水	xuuv
须知	xuvi
徐州	xuvz
虚伪	xuww
虚心	xuxb
需要	xuyc
蓄意	xuyi
序言	xuyj
许愿	xuyr
续约	xuyt
须臾	xuyu
心照不宣	xvbx
先斩后奏	xvhz
雪中送炭	xvst
虚张声势	xvuu
笑逐颜开	xvyk
胸无点墨	xwdm
胸无城府	xwif
喜闻乐见	xwlj
学无止境	xwvj
狭隘	xxai
下班	xxb
下班	xxbj
下次	xxci
下跌	xxd
下达	xxda
吓得	xxde
下跌	xxdp
下发	xxfa
下方	xxfh
下岗	xxgh
峡谷	xxgu
下海	xxhd
吓唬	xxhu
下车	xxie
下场	xxih
下降	xxj
夏季	xxji
循序渐进	xxjj
下降	xxjl
下贱	xxjm
下课	xxke
下来	xxld
心血来潮	xxli
下令	xxlk
下落	xxlo
下列	xxlp
下马	xxma
厦门	xxmf
下面	xxmm
谢谢你	xxn
夏普	xxp
下去	xxqu
夏日	xxri
欣喜若狂	xxrk
熙熙攘攘	xxrr
栩栩如生	xxru
形形色色	xxss
夏天	xxt
下台	xxtd
夏天	xxtm
下调	xxtn
下设	xxue
下属	xxuu
下水	xxuv
循循善诱	xxuy
下手	xxuz
下周	xxv
狭窄	xxvd
下周	xxvz
下午	xxwu
息息相关	xxxg
下行	xxxk
下线	xxxm
狭小	xxxn
欣欣向荣	xxxr
下旬	xxxy
心心相印	xxxy
下页	xxye
狭义	xxyi
喜新厌旧	xxyj
喜笑颜开	xxyk
下月	xxyt
下雨	xxyu
下游	xxyz
下载	xxzd
形影不离	xybl
驯服	xyfu
下一个	xyg
循环	xyh
循环	xyhr
寻呼	xyhu
巡回	xyhv
心悦诚服	xyif
寻常	xyih
胸有成竹	xyiv
洗衣机	xyj
吸引力	xyl
巡礼	xyli
训练	xylm
巡逻	xylo
行云流水	xylu
迅猛	xymg
寻觅	xymi
寻求	xyqq
寻人	xyr
寻人	xyrf
寻思	xysi
迅速	xysu
闲言碎语	xysy
熏陶	xytc
巡视	xyui
寻找	xyv
寻找	xyvc
勋章	xyvh
学以致用	xyvy
询问	xywf
相依为命	xywm
血雨腥风	xyxf
讯息	xyxi
循序	xyxu
心有余悸	xyyj
心猿意马	xyym
心脏病	xzb
写字楼	xzl
削足适履	xzul
雅典	yadm
牙膏	yag
牙膏	yagc
雅观	yagr
雅虎	yah
雅虎	yahu
牙齿	yaii
押金	yajb
亚军	yajy
压力	yal
压力	yali
压迫	yap
压迫	yapo
压缩	yas
压缩	yaso
押送	yass
亚太	yatd
丫头	yatz
牙刷	yaux
亚洲	yav
亚洲	yavz
压抑	yayi
押韵	yayy
阴暗	yba
阴暗	yban
引爆	ybbc
隐蔽	ybbi
隐藏	ybch
因此	ybci
引导	ybdc
淫荡	ybdh
一步登天	ybdt
印度	ybdu
因而	yber
一部分	ybf
引发	ybfa
音符	ybfu
因果	ybgo
因故	ybgu
银行	ybh
引号	ybhc
银河	ybhe
银行	ybhh
隐含	ybhj
烟波浩渺	ybhm
隐患	ybhr
淫秽	ybhv
阴沉	ybif
银川	ybir
引出	ybiu
引进	ybjb
印记	ybji
引荐	ybjm
饮酒	ybjq
隐居	ybju
引来	ybld
阴历	ybli
引领	yblk
音量	ybll
饮料	ybln
淫乱	yblr
隐瞒	ybm
隐瞒	ybmj
银幕	ybmu
阴谋	ybmz
印尼	ybni
音频	ybpb
银牌	ybpd
殷勤	ybqb
引起	ybqi
引擎	ybqk
殷切	ybqp
义不容辞	ybrc
印染	ybrj
引入	ybru
银色	ybse
隐私	ybsi
因素	ybsu
隐身	ybuf
饮食	ybui
引述	ybuu
饮水	ybuv
印刷	ybux
印证	ybvg
印章	ybvh
印制	ybvi
因为	ybw
有备无患	ybwh
一本万利	ybwl
因为	ybww
隐形	ybxk
印象	ybxl
阴险	ybxm
音效	ybxn
鹬蚌相争	ybxv
阴阳	ybyh
引言	ybyj
阴影	ybyk
亦步亦趋	ybyq
姻缘	ybyr
引用	ybys
音乐	ybyt
言不由衷	ybyv
引诱	ybyz
一辈子	ybz
银子	ybzi
腰包	ycbc
摇摆	ycbd
药材	yccd
遥测	ycce
要点	ycdm
药方	ycfh
摇滚	ycgy
要好	ych
要好	ychc
要害	ychd
摇晃	ychl
要紧	ycjb
药剂	ycji
要价	ycjx
要看	yckj
遥控	ycks
原材料	ycl
要来	ycld
摇篮	yclj
要领	yclk
要买	ycmd
要么	ycme
药品	ycpb
邀请	ycq
邀请	ycqk
要强	ycql
要求	ycqq
妖娆	ycrc
要让	ycrh
要素	ycsu
摇头	yct
窈窕	yctn
摇头	yctz
要是	ycu
钥匙	ycui
夭折	ycve
要闻	ycwf
药物	ycwu
摇摇	ycyc
药业	ycye
谣言	ycyj
遥远	ycyr
要用	ycys
要有	ycyz
一点点	ydd
运动服	ydf
有的放矢	ydfu
以毒攻毒	ydgd
运动会	ydh
一等奖	ydj
意大利	ydl
因地制宜	ydvy
也罢	yeba
也不	yebu
也曾	yecg
页次	yeci
掩耳盗铃	yedl
也都	yedz
也好	yehc
也很	yehf
也会	yehv
冶金	yejb
业绩	yeji
液晶	yejk
也将	yejl
夜间	yejm
业界	yejp
也就	yejq
也可	yeke
也来	yeld
夜里	yeli
冶炼	yelm
也门	yemf
野蛮	yemj
页面	yemm
也能	yeng
业内	yenw
叶片	yepm
夜色	yese
液体	yeti
也是	yeu
野生	yeug
也是	yeui
页数	yeuu
野兽	yeuz
业者	yeve
业主	yevu
野外	yewd
夜晚	yewj
业务	yewu
也许	yex
野心	yexb
也想	yexl
也许	yexu
液压	yeya
也要	yeyc
爷爷	yeye
业已	yeyi
业余	yeyu
也有	yeyz
叶子	yez
叶子	yezi
一方面	yfm
一分钟	yfv
移风易俗	yfys
阳奉阴违	yfyw
一干二净	ygej
一个个	ygg
叶公好龙	yghl
英格兰	ygl
一个人	ygr
应该说	ygu
眼高手低	ygud
愚公移山	ygyu
一个字	ygz
样本	yhbf
样板	yhbj
养病	yhbk
一呼百应	yhby
引吭高歌	yhgg
阳光	yhgl
央行	yhhh
氧化	yhhx
养成	yhig
雨后春笋	yhis
移花接木	yhjm
养老	yhlc
眼花缭乱	yhll
羊毛	yhmc
样品	yhp
样品	yhpb
氧气	yhqi
央求	yhqq
羊肉	yhrz
阳台	yhtd
养生	yhug
样式	yhui
养殖	yhvi
扬州	yhvz
阳痿	yhww
阳性	yhxk
洋溢	yhyi
养育	yhyu
样子	yhz
样子	yhzi
一把	yiba
宜宾	yibb
扬长避短	yibd
一本	yibf
一笔	yibi
一般	yibj
一并	yibk
以便	yibm
仪表	yibn
一尘不染	yibr
一步	yibu
一倍	yibw
阳春白雪	yibx
一层	yicg
一次	yici
一道	yidc
一等	yidg
异地	yidi
一旦	yidj
一定	yidk
一点	yidm
一朵	yido
一段	yidr
移动	yids
一度	yidu
一堆	yidv
依法	yifa
一份	yiff
一番	yifj
衣服	yifu
一个	yig
一概	yigd
一个	yige
一根	yigf
乙肝	yigj
异国	yigo
一贯	yigr
一共	yigs
一号	yihc
一行	yihh
遗憾	yihj
疑惑	yiho
医护	yihu
议会	yihv
已婚	yihy
以后	yihz
议程	yiig
异常	yiih
遗产	yiij
遗传	yiir
以及	yiji
已经	yijk
已将	yijl
意见	yijm
移交	yijn
依旧	yijq
依据	yiju
一家	yijx
依靠	yikc
一颗	yike
一口	yikz
依赖	yild
伊朗	yilh
毅力	yili
一览	yilj
一辆	yill
依恋	yilm
意料	yiln
医疗	yiln
遗留	yilq
一路	yilu
疑虑	yilv
一类	yilw
议论	yily
移民	yimb
一门	yimf
以免	yimm
疫苗	yimn
一幕	yimu
一枚	yimw
旖旎	yini
疑难	yinj
意念	yinm
以内	yinw
一旁	yiph
一批	yipi
一片	yipm
一起	yiqi
疫情	yiqk
以前	yiqm
一切	yiqp
以求	yiqq
一圈	yiqr
一群	yiqy
艺人	yirf
一日	yiri
依然	yirj
意思	yisi
一所	yiso
移送	yiss
一套	yitc
一趟	yith
一天	yitm
一条	yitn
依托	yito
意图	yitu
一头	yitz
一身	yiuf
医生	yiug
以上	yiuh
意识	yiui
一说	yiuo
艺术	yiuu
一瞬	yiuy
一首	yiuz
依照	yivc
一阵	yivf
一张	yivh
一致	yivi
驿站	yivj
衣着	yivo
一种	yivs
遗嘱	yivu
一周	yivz
意外	yiwd
疑问	yiwf
遗忘	yiwh
一万	yiwj
义务	yiwu
以为	yiww
依稀	yixi
一线	yixm
一些	yixp
医学	yixt
依序	yixu
以下	yixx
医药	yiyc
一页	yiye
一样	yiyh
意义	yiyi
医院	yiyr
易用	yiys
一月	yiyt
抑郁	yiyu
已有	yiyz
一则	yize
椅子	yizi
延安	yja
延安	yjan
演变	yjbm
应接不暇	yjbx
烟草	yjcc
言辞	yjci
严打	yjda
厌恶	yjee
研发	yjfa
严防	yjfh
严格	yjg
掩盖	yjgd
严格	yjge
眼光	yjgl
沿海	yjhd
炎黄	yjhl
延缓	yjhr
掩护	yjhu
宴会	yjhv
眼花	yjhx
咽喉	yjhz
严惩	yjig
演唱	yjih
延长	yjih
延迟	yjii
演出	yjiu
严禁	yjjb
严谨	yjjb
演技	yjji
眼睛	yjjk
演讲	yjjl
眼界	yjjp
研究	yjjq
厌倦	yjjr
严峻	yjjy
眼科	yjke
有机可乘	yjki
眼看	yjkj
眼眶	yjkl
严厉	yjl
一举两得	yjld
眼里	yjli
严厉	yjli
演练	yjlm
颜料	yjln
眼泪	yjlw
言论	yjly
严密	yjmi
严明	yjmk
淹没	yjmo
眼前	yjq
延期	yjqi
言情	yjqk
眼前	yjqm
眼球	yjqq
炎热	yjre
颜色	yjse
严肃	yjsu
研讨	yjtc
烟台	yjtd
沿途	yjtu
一箭双雕	yjud
眼神	yjuf
延伸	yjuf
衍生	yjug
掩饰	yjui
演说	yjuo
验收	yjuz
沿着	yjve
验证	yjvg
研制	yjvi
严重	yjvs
阎王	yjwh
厌恶	yjwu
言行	yjxk
沿线	yjxm
研修	yjxq
延续	yjxu
眼下	yjxx
演绎	yjyi
演员	yjyr
沿用	yjys
言语	yjyu
燕子	yjzi
演奏	yjzz
英镑	ykbh
硬币	ykbi
应变	ykbm
英才	ykcd
英寸	ykcy
应答	ykda
赢得	ykde
应当	ykdh
影碟	ykdp
硬度	ykdu
应对	ykdv
婴儿	yke
婴儿	yker
应付	ykfu
应该	ykgd
荧光	ykgl
英国	ykgo
迎合	ykh
英豪	ykhc
婴孩	ykhd
迎合	ykhe
英汉	ykhj
英皇	ykhl
樱花	ykhx
英超	ykic
应承	ykig
英尺	ykii
迎春	ykiy
应酬	ykiz
迎接	ykj
应急	ykji
硬件	ykjm
迎接	ykjp
营救	ykjq
赢家	ykjx
英俊	ykjy
应考	ykkc
盈亏	ykkv
盈利	ykl
迎来	ykld
盈利	ykli
影迷	ykmi
英明	ykmk
硬盘	ykp
应聘	ykpb
硬盘	ykpj
荧屏	ykpk
影片	ykpm
一口气	ykq
赢球	ykqq
樱桃	ykt
樱桃	yktc
异口同声	yktu
影视	ykui
迎战	ykv
应征	ykvg
迎战	ykvj
英文	ykwf
鹦鹉	ykwu
有口无心	ykwx
影响	ykx
迎新	ykxb
影星	ykxk
影响	ykxl
营销	ykxn
英雄	ykxs
应用	yky
影音	ykyb
应邀	ykyc
营业	ykye
营养	ykyh
影院	ykyr
应用	ykys
英语	ykyu
营运	ykyy
营造	ykzc
影子	ykzi
硬座	ykzo
叶落归根	ylgg
因陋就简	yljj
伊拉克	ylk
一落千丈	ylqv
一览无余	ylwy
越来越	yly
一毛不拔	ymbb
有目共睹	ymgd
鱼目混珠	ymhv
羽毛球	ymq
以貌取人	ymqr
缘木求鱼	ymqy
一目十行	ymuh
有没有	ymy
一模一样	ymyy
要紧	ynjb
一贫如洗	yprx
意气风发	yqff
油腔滑调	yqhd
怨气冲天	yqit
元器件	yqj
摇旗呐喊	yqnh
异曲同工	yqtg
有气无力	yqwl
鸦雀无声	yqwu
冤案	yran
原本	yrbf
原版	yrbj
渊博	yrbo
远大	yrda
原地	yrdi
元旦	yrdj
原定	yrdk
远东	yrds
怨怼	yrdv
迎刃而解	yrej
缘分	yrff
原封	yrfg
远方	yrfh
易如反掌	yrfv
缘故	yrg
原告	yrgc
员工	yrgs
缘故	yrgu
圆规	yrgv
缘何	yrhe
雍容华贵	yrhg
远航	yrhh
远程	yrig
圆场	yrih
原创	yril
远处	yriu
远近	yrjb
原籍	yrji
远景	yrjk
原件	yrjm
援救	yrjq
原价	yrjx
原来	yrl
园林	yrlb
原来	yrld
原理	yrli
原谅	yrll
原料	yrln
源码	yrma
圆满	yrmj
原名	yrmk
原判	yrpj
元气	yrqi
一日千里	yrql
源泉	yrqr
冤屈	yrqu
一日三秋	yrsq
元素	yrsu
源头	yrtz
原始	yru
原声	yrug
原始	yrui
元帅	yruk
元首	yruz
远征	yrvg
院长	yrvh
原装	yrvl
圆桌	yrvo
援助	yrvu
原文	yrwf
愿望	yrwh
圆形	yrxk
原先	yrxm
元宵	yrxn
原因	yryb
鸳鸯	yryh
愿意	yryi
怨言	yryj
渊源	yryr
元月	yryt
源于	yryu
游刃有余	yryy
缘由	yryz
远在	yrzd
原则	yrze
源自	yrzi
原作	yrzo
拥抱	ysbc
一丝不苟	ysbg
永不	ysbu
用餐	ysc
用餐	yscj
用到	ysdc
用地	ysdi
用电	ysdm
涌动	ysds
用法	ysfa
勇敢	ysgj
用过	ysgo
用功	ysgs
用户	ysh
永恒	yshg
用户	yshu
用车	ysie
用餐	ysij
用处	ysiu
佣金	ysjb
拥挤	ysji
永久	ysjq
用具	ysju
以色列	ysl
用来	ysld
用力	ysli
用量	ysll
勇猛	ysm
勇猛	ysmg
用品	ysp
用品	yspb
勇气	ysq
勇气	ysqi
涌入	ysru
庸俗	yssu
用途	ystu
勇士	ysu
勇士	ysui
用手	ysuz
泳装	ysvl
臃肿	ysvs
用心	ysxb
涌现	ysxm
用于	ysy
用药	ysyc
一丝一毫	ysyh
用以	ysyi
永远	ysyr
踊跃	ysyt
用于	ysyu
拥有	ysyz
用在	yszd
月报	ytb
月报	ytbc
月饼	ytbk
有条不紊	ytbw
月底	ytdi
约旦	ytdj
约定	ytdk
阅读	ytdu
乐队	ytdv
英特尔	yte
悦耳	yter
月份	ytf
越发	ytfa
月份	ytff
岳父	ytfu
月光	ytg
月光	ytgl
越过	ytgo
约会	yth
约翰	ythj
约会	ythv
月初	yti
月初	ytiu
言听计从	ytjc
月季	ytji
月经	ytjk
月刊	ytkj
一条龙	ytl
阅历	ytli
阅览	ytlj
月亮	ytll
月末	ytmo
岳母	ytmu
月内	ytn
越南	ytnj
月内	ytnw
月票	ytpn
乐器	ytqi
月前	ytqm
月球	ytqq
越权	ytqr
乐曲	ytqu
乐坛	yttj
乐团	yttr
一统天下	yttx
约束	ytu
约束	ytuu
约占	ytvj
约为	ytww
月薪	ytxb
越野	ytye
岳阳	ytyh
粤语	ytyu
预案	yuan
预报	yubc
愚笨	yubf
预备	yubw
预测	yuce
遇到	yudc
余地	yudi
预定	yudk
遗世独立	yudl
语调	yudn
余额	yuee
语法	yufa
预防	yufh
预付	yufu
迂腐	yufu
与否	yufz
预告	yugc
预感	yugj
宇航	yuhh
迂回	yuhv
游手好闲	yuhx
愚蠢	yuiy
预计	yuji
预警	yujk
遇见	yujm
语句	yuju
愉快	yukk
因势利导	yuld
娱乐	yule
预览	yulj
预料	yuln
预留	yulq
优胜劣汰	yult
语录	yulu
鱼类	yulw
舆论	yuly
预留	yulz
羽毛	yumc
郁闷	yumf
玉米	yumi
域名	yumk
愚昧	yumw
遇难	yunj
饮食男女	yunn
愚弄	yuns
预期	yuqi
育人	yurf
羽绒	yurs
雨伞	yusj
预算	yusr
一视同仁	yutr
一身是胆	yuud
预设	yuue
遇上	yuuh
于是	yuui
一试身手	yuuu
雨水	yuuv
预售	yuuz
预兆	yuvc
预装	yuvl
语种	yuvs
一手遮天	yuvt
宇宙	yuvz
语文	yuwf
欲望	yuwh
誉为	yuww
预习	yuxi
预先	yuxm
预选	yuxr
语音	yuyb
渔业	yuye
予以	yuyi
语言	yuyj
预约	yuyt
怨声载道	yuzd
一掷千金	yvqj
一柱擎天	yvqt
银装素裹	yvsg
有助于	yvy
严阵以待	yvyd
一文不值	ywbv
意味着	ywv
一五一十	ywyu
贻笑大方	yxdf
有限公司	yxgs
忧心忡忡	yxii
游戏机	yxj
一系列	yxl
有效期	yxq
忧心如焚	yxrf
异想天开	yxtk
一小时	yxu
因小失大	yxud
云消雾散	yxws
烟消云散	yxys
一心一意	yxyy
一下子	yxz
原原本本	yybb
郁郁葱葱	yycc
云彩	yycd
蕴藏	yych
晕倒	yydc
抑扬顿挫	yydc
以逸待劳	yydl
运动	yyds
应运而生	yyeu
运费	yyf
孕妇	yyfu
运费	yyfw
郁郁寡欢	yygh
运河	yyh
运河	yyhe
蕴含	yyhj
影影绰绰	yyii
一言九鼎	yyjd
一应俱全	yyjq
应有尽有	yyjy
源远流长	yyli
云南	yynj
酝酿	yynl
运气	yyqi
一夜情	yyqk
运算	yysr
运送	yyss
运输	yyuu
运转	yyvr
芸芸众生	yyvu
运往	yywh
云雾	yywu
运行	yyxk
允许	yyxu
运营	yyyk
运用	yyys
孕育	yyyu
摇摇欲坠	yyyv
奄奄一息	yyyx
隐隐约约	yyyy
运载	yyzd
运作	yyzo
友爱	yzai
有病	yzbk
右边	yzbm
有别	yzbp
又不	yzbu
油菜	yzcd
右侧	yzce
由此	yzci
诱导	yzdc
有待	yzdd
邮递	yzdi
优点	yzdm
有毒	yzdu
幼儿	yzer
邮费	yzf
诱发	yzfa
邮费	yzfw
有关	yzg
有个	yzge
远走高飞	yzgf
有感	yzgj
有关	yzgr
有功	yzgs
邮购	yzgz
友好	yzhc
有害	yzhd
有何	yzhe
诱惑	yzho
忧患	yzhr
优惠	yzhv
优化	yzhx
有车	yzie
又称	yzig
有偿	yzih
养尊处优	yziy
忧愁	yziz
邮寄	yzji
幽静	yzjk
有奖	yzjl
邮件	yzjm
悠久	yzjq
邮局	yzju
油价	yzjx
游客	yzke
有空	yzks
由来	yzld
有利	yzli
游览	yzlj
幽灵	yzlk
优良	yzll
油料	yzln
优劣	yzlp
忧虑	yzlv
有名	yzmk
幽默	yzmo
优美	yzmw
油腻	yzni
幼年	yznm
诱骗	yzpm
邮票	yzpn
尤其	yzqi
一字千金	yzqj
友情	yzqk
有钱	yzqm
有权	yzqr
有趣	yzqu
诱人	yzrf
犹如	yzru
优柔	yzrz
有所	yzs
有色	yzse
有所	yzso
犹太	yzt
犹太	yztd
油田	yztm
油条	yztn
忧伤	yzuh
优势	yzui
有数	yzuu
游说	yzuv
有谁	yzuw
右手	yzuz
有着	yzve
邮政	yzvg
优质	yzvi
幼稚	yzvi
由衷	yzvs
有助	yzvu
有望	yzwh
游玩	yzwj
有我	yzwo
有无	yzwu
尤为	yzww
有心	yzxb
游戏	yzxi
游行	yzxk
邮箱	yzxl
优先	yzxm
有效	yzxn
有些	yzxp
优秀	yzxq
有序	yzxu
优雅	yzya
又要	yzyc
悠扬	yzyh
友谊	yzyi
有缘	yzyr
游泳	yzys
优越	yzyt
由于	yzyu
犹豫	yzyu
悠悠	yzyz
又在	yzz
又在	yzzd
杂技	zaji
杂交	zajn
杂乱	zalr
杂谈	zat
杂沓	zata
杂谈	zatj
杂志	zavi
杂文	zaw
杂文	zawf
凿壁偷光	zbtg
自暴自弃	zbzq
早报	zcbc
早餐	zccj
遭到	zcdc
早点	zcdm
造福	zcfu
糟糕	zcg
糟糕	zcgc
早晨	zcif
造成	zcig
早就	zcj
早就	zcjq
造价	zcjx
糟糠	zckh
造林	zclb
早恋	zclm
早年	zcn
早年	zcnm
早期	zcq
早期	zcqi
早日	zcr
早日	zcri
糟蹋	zct
糟蹋	zcta
早退	zctv
早上	zcu
噪声	zcug
早上	zcuh
造势	zcui
早熟	zcuu
遭受	zcuz
早知	zcv
造纸	zcvi
早晚	zcw
早晚	zcwj
造型	zcx
自惭形秽	zcxh
造型	zcxk
早先	zcxm
早些	zcxp
噪音	zcyb
早已	zcyi
遭遇	zcyu
早早	zczc
早在	zczd
再版	zdbj
在编	zdbm
再次	zdc
再次	zdci
再度	zdd
再度	zddu
罪大恶极	zdej
在乎	zdh
灾害	zdhd
在行	zdhh
灾荒	zdhl
灾祸	zdho
在乎	zdhu
再会	zdhv
再婚	zdhy
在场	zdi
在朝	zdic
在场	zdih
再见	zdj
在即	zdji
再见	zdjm
在家	zdjx
再来	zdl
再来	zdld
在理	zdli
灾民	zdmb
灾难	zdn
在哪	zdna
灾难	zdnj
灾年	zdnm
在内	zdnw
栽培	zdp
栽培	zdpw
在前	zdq
在前	zdqm
灾区	zdqu
在任	zdrf
载入	zdru
再三	zds
再三	zdsj
载体	zdti
再生	zdug
在上	zduh
在世	zdui
再说	zduo
在职	zdvi
载重	zdvs
在这	zdvw
在外	zdw
在外	zdwd
再现	zdx
宰相	zdxl
在线	zdxm
在校	zdxn
在学	zdxt
在下	zdxx
自定义	zdy
再也	zdye
在意	zdyi
在于	zdyu
再造	zdz
再造	zdzc
栽赃	zdzh
在座	zdzo
责备	zebw
责成	zeig
责令	zel
责令	zelk
责难	zen
责难	zenj
责任	zer
责任	zerf
罪恶滔天	zett
择优	zey
择业	zeye
总而言之	zeyv
择优	zeyz
怎么	zfm
怎么	zfme
怎能	zfn
怎能	zfng
怎样	zfyh
增兵	zgbk
增补	zgbu
自顾不暇	zgbx
增多	zgd
增大	zgda
增多	zgdo
增幅	zgfu
增高	zgg
增高	zggc
增光	zggl
憎恨	zgh
憎恨	zghf
增持	zgii
增产	zgij
增进	zgjb
增减	zgjm
增加	zgjx
增量	zgl
增量	zgll
增派	zgpd
增强	zgq
增强	zgql
赠送	zgss
增添	zgtm
增收	zgu
增设	zgue
增生	zgug
增收	zguz
增长	zgv
增长	zgvh
