阿	$ddcmd(阿,阿[aa])	aaek#序5000
苘	$ddcmd(苘,苘[qkc])	qkck#序14234
圊	$ddcmd(圊,圊[qkk])	qkko#序14233
檠	$ddcmd(檠,檠[qkm])	qkmc#序14232
綮	$ddcmd(綮,綮[qish])	qksh#序14231
箐	$ddcmd(箐,箐[jkvo])	qkvo#序14230
勍	$ddcmd(勍,勍[qkw])	qkwl#序14229
蜣	$ddcmd(蜣,蜣[qli])	qliv#序14228
嫱	$ddcmd(嫱,嫱[qln])	qlnk#序14227
襁	$ddcmd(襁,襁[qlp])	qlpi#序14226
戗	$ddcmd(戗,戗[qlr])	qlrg#序14225
戕	$ddcmd(戕,戕[qlv])	qlvg#序14224
孅	$ddcmd(孅,孅[qmi])	qmig#序14223
椠	$ddcmd(椠,椠[qmm])	qmmi#序14222
犍	$ddcmd(犍,犍[jmnz])	qmnz#序14221
肷	$ddcmd(肷,肷[qmo])	qmoq#序14220
劁	$ddcmd(劁,劁[qnd])	qndr#序14219
郄	$ddcmd(郄,郄[qpe])	qpex#序14218
妾	$ddcmd(妾,妾[qpl])	qpln#序14217
挈	$ddcmd(挈,挈[qpu])	qpuf#序14216
箧	$ddcmd(箧,箧[qpv])	qpvn#序14215
趄	$ddcmd(趄,趄[juzq])	qpzq#序14214
赇	$ddcmd(赇,赇[qqb])	qqbd#序14213
蚯	$ddcmd(蚯,蚯[qqi])	qqia#序14212
鹙	$ddcmd(鹙,鹙[qqn])	qqnh#序14211
巯	$ddcmd(巯,巯[qqv])	qqvv#序14210
逑	$ddcmd(逑,逑[qqz])	qqza#序14209
鬈	$ddcmd(鬈,鬈[qra])	qrav#序14208
辁	$ddcmd(辁,辁[qri])	qriw#序14207
婘	$ddcmd(婘,婘[jrnv])	qrnv#序14206
绻	$ddcmd(绻,绻[qrs])	qrsv#序14205
畎	$ddcmd(畎,畎[qrt])	qrtq#序14204
筌	$ddcmd(筌,筌[qrv])	qrvw#序14203
邛	$ddcmd(邛,邛[qse])	qseg#序14202
蛩	$ddcmd(蛩,蛩[qsi])	qsig#序14201
銎	$ddcmd(銎,銎[qsj])	qsjg#序14200
嬛	$ddcmd(嬛,嬛[hrny])	qsny#序14199
筇	$ddcmd(筇,筇[qsv])	qsve#序14198
傕	$ddcmd(傕,傕[jtrf])	qtrf#序14197
癯	$ddcmd(癯,癯[qub])	qubf#序14196
苣	$ddcmd(苣,苣[juca])	quca#序14195
麹	$ddcmd(麹,麹[quf])	qufm#序14194
劬	$ddcmd(劬,劬[qug])	qugl#序14193
觑	$ddcmd(觑,觑[quh])	quhj#序14192
瞿	$ddcmd(瞿,瞿[juo])	quof#序14191
祛	$ddcmd(祛,祛[qup])	qups#序14190
坥	$ddcmd(坥,坥[qut])	qutq#序14189
璩	$ddcmd(璩,璩[quw])	quwn#序14188
诎	$ddcmd(诎,诎[quy])	quyk#序14187
葜	$ddcmd(葜,葜[qxc])	qxcd#序14186
髂	$ddcmd(髂,髂[qxg])	qxgk#序14185
匼	$ddcmd(匼,匼[kekk])	qxkk#序14184
袷	$ddcmd(袷,袷[qxp])	qxpk#序14183
囷	$ddcmd(囷,囷[qyk])	qykh#序14182
麇	$ddcmd(麇,麇[jylh])	qylh#序14181
逡	$ddcmd(逡,逡[qyz])	qyzw#序14180
荛	$ddcmd(荛,荛[rcc])	rcce#序14179
喏	$ddcmd(喏,喏[nok])	rekk#序14178
荏	$ddcmd(荏,荏[rfc])	rfcu#序14177
蘘	$ddcmd(蘘,蘘[rhc])	rhcy#序14176
禳	$ddcmd(禳,禳[rhp])	rhpy#序14175
儴	$ddcmd(儴,儴[rhr])	rhry#序14174
驲	$ddcmd(驲,驲[rim])	rimo#序14173
苒	$ddcmd(苒,苒[rjc])	rjca#序14172
蚺	$ddcmd(蚺,蚺[rji])	rjia#序14171
蒻	$ddcmd(蒻,蒻[roc])	rocd#序14170
偌	$ddcmd(偌,偌[ror])	rork#序14169
箬	$ddcmd(箬,箬[rov])	rovk#序14168
媆	$ddcmd(媆,媆[nfn])	rrnd#序14167
堧	$ddcmd(堧,堧[rrt])	rrtd#序14166
蝾	$ddcmd(蝾,蝾[rsi])	rsim#序14165
榕	$ddcmd(榕,榕[rsm])	rsmk#序14164
狨	$ddcmd(狨,狨[rsq])	rsqu#序14163
铷	$ddcmd(铷,铷[ruj])	rujk#序14162
嚅	$ddcmd(嚅,嚅[ruk])	ruka#序14161
嬬	$ddcmd(嬬,嬬[run])	runa#序14160
缛	$ddcmd(缛,缛[rus])	rusc#序14159
颥	$ddcmd(颥,颥[ruy])	ruya#序14158
睿	$ddcmd(睿,睿[rva])	rvao#序14157
汭	$ddcmd(汭,汭[rvd])	rvdd#序14156
蚋	$ddcmd(蚋,蚋[rvi])	rvid#序14155
枘	$ddcmd(枘,枘[rvm])	rvmd#序14154
鞣	$ddcmd(鞣,鞣[rzg])	rzgm#序14153
糅	$ddcmd(糅,糅[rzm])	rzmm#序14152
蹂	$ddcmd(蹂,蹂[rzz])	rzzm#序14151
脎	$ddcmd(脎,脎[sao])	saom#序14150
仨	$ddcmd(仨,仨[sar])	sars#序14149
瘙	$ddcmd(瘙,瘙[scb])	scbi#序14148
臊	$ddcmd(臊,臊[sco])	scom#序14147
埽	$ddcmd(埽,埽[sct])	sctj#序14146
铯	$ddcmd(铯,铯[sej])	sejv#序14145
槭	$ddcmd(槭,槭[qimx])	semx#序14144
啬	$ddcmd(啬,啬[seu])	seuk#序14143
搡	$ddcmd(搡,搡[shf])	shfm#序14142
颡	$ddcmd(颡,颡[shy])	shya#序14141
澌	$ddcmd(澌,澌[sid])	sidj#序14140
㟃	$ddcmd(㟃,㟃[sie])	siek#序14139
锶	$ddcmd(锶,锶[sij])	sijx#序14138
耜	$ddcmd(耜,耜[sil])	silk#序14137
虒	$ddcmd(虒,虒[sip])	sipj#序14136
缌	$ddcmd(缌,缌[sis])	sisx#序14135
馓	$ddcmd(馓,馓[sju])	sjuw#序14134
娑	$ddcmd(娑,娑[son])	sond#序14133
睃	$ddcmd(睃,睃[soo])	soow#序14132
羧	$ddcmd(羧,羧[soy])	soyw#序14131
狻	$ddcmd(狻,狻[srq])	srqw#序14130
菘	$ddcmd(菘,菘[ssc])	sscs#序14129
㧐	$ddcmd(㧐,㧐[ssf])	ssfy#序14128
竦	$ddcmd(竦,竦[ssl])	ssln#序14127
娀	$ddcmd(娀,娀[ssn])	ssng#序14126
夙	$ddcmd(夙,夙[suj])	sujd#序14125
荽	$ddcmd(荽,荽[svc])	svcn#序14124
濉	$ddcmd(濉,濉[svd])	svdf#序14123
旞	$ddcmd(旞,旞[svf])	svfz#序14122
睢	$ddcmd(睢,睢[svo])	svof#序14121
榫	$ddcmd(榫,榫[sym])	symu#序14120
飧	$ddcmd(飧,飧[syp])	sypu#序14119
溲	$ddcmd(溲,溲[szd])	szdy#序14118
廋	$ddcmd(廋,廋[szg])	szgy#序14117
螋	$ddcmd(螋,螋[szi])	sziy#序14116
锼	$ddcmd(锼,锼[szj])	szjy#序14115
瞍	$ddcmd(瞍,瞍[szo])	szoy#序14114
叟	$ddcmd(叟,叟[szp])	szpy#序14113
鳎	$ddcmd(鳎,鳎[taa])	taay#序14112
铊	$ddcmd(铊,铊[taj])	tajv#序14111
闼	$ddcmd(闼,闼[tam])	tamz#序14110
饕	$ddcmd(饕,饕[tcu])	tcuk#序14109
慆	$ddcmd(慆,慆[tcx])	tcxa#序14108
鲐	$ddcmd(鲐,鲐[tda])	tdak#序14107
邰	$ddcmd(邰,邰[tde])	tdes#序14106
钛	$ddcmd(钛,钛[tdj])	tdjd#序14105
骀	$ddcmd(骀,骀[tdm])	tdmk#序14104
跆	$ddcmd(跆,跆[tdz])	tdzk#序14103
铽	$ddcmd(铽,铽[tej])	tejx#序14102
忒	$ddcmd(忒,忒[teq])	teqd#序14101
忑	$ddcmd(忑,忑[tex])	texa#序14100
䣘	$ddcmd(䣘,䣘[the])	thex#序14099
螗	$ddcmd(螗,螗[thi])	thik#序14098
嘡	$ddcmd(嘡,嘡[thk])	thkt#序14097
耥	$ddcmd(耥,耥[thl])	thlk#序14096
瑭	$ddcmd(瑭,瑭[thw])	thwk#序14095
羰	$ddcmd(羰,羰[thy])	thyh#序14094
鳀	$ddcmd(鳀,鳀[tia])	tiar#序14093
荑	$ddcmd(荑,荑[tic])	ticn#序14092
裼	$ddcmd(裼,裼[tip])	tipp#序14091
钽	$ddcmd(钽,钽[tjj])	tjja#序14090
倓	$ddcmd(倓,倓[tjr])	tjrh#序14089
忐	$ddcmd(忐,忐[tjx])	tjxa#序14088
葶	$ddcmd(葶,葶[tkc])	tkcd#序14087
铤	$ddcmd(铤,铤[dkjz])	tkjz#序14086
桯	$ddcmd(桯,桯[tkm])	tkmw#序14085
霆	$ddcmd(霆,霆[tky])	tkyz#序14084
忝	$ddcmd(忝,忝[tma])	tmax#序14083
掭	$ddcmd(掭,掭[tmf])	tmfx#序14082
鲦	$ddcmd(鲦,鲦[tna])	tnam#序14081
窕	$ddcmd(窕,窕[tnb])	tnbd#序14080
苕	$ddcmd(苕,苕[tnc])	tnck#序14079
蜩	$ddcmd(蜩,蜩[tni])	tnik#序14078
铫	$ddcmd(铫,铫[dnjd])	tnjd#序14077
啁	$ddcmd(啁,啁[tnk])	tnkk#序14076
嬥	$ddcmd(嬥,嬥[tnn])	tnnf#序14075
祧	$ddcmd(祧,祧[tnp])	tnpd#序14074
佻	$ddcmd(佻,佻[tnr])	tnrd#序14073
笤	$ddcmd(笤,笤[tnv])	tnvk#序14072
橐	$ddcmd(橐,橐[toa])	toam#序14071
萚	$ddcmd(萚,萚[toc])	toca#序14070
沱	$ddcmd(沱,沱[tod])	todv#序14069
庹	$ddcmd(庹,庹[tog])	togn#序14068
铊	$ddcmd(铊,铊[taj])	tojv#序14067
侂	$ddcmd(侂,侂[tor])	torq#序14066
坨	$ddcmd(坨,坨[tot])	totv#序14065
砣	$ddcmd(砣,砣[tou])	touv#序14064
萜	$ddcmd(萜,萜[tpc])	tpck#序14063
餮	$ddcmd(餮,餮[tpu])	tpud#序14062
猯	$ddcmd(猯,猯[trq])	trqa#序14061
疃	$ddcmd(疃,疃[trt])	trta#序14060
彖	$ddcmd(彖,彖[trv])	trvn#序14059
茼	$ddcmd(茼,茼[tsc])	tsck#序14058
潼	$ddcmd(潼,潼[tsd])	tsda#序14057
峂	$ddcmd(峂,峂[tse])	tsed#序14056
㛚	$ddcmd(㛚,㛚[tsn])	tsna#序14055
垌	$ddcmd(垌,垌[dst])	tstk#序14054
砼	$ddcmd(砼,砼[tsu])	tsug#序14053
菟	$ddcmd(菟,菟[tuc])	tucd#序14052
钍	$ddcmd(钍,钍[tuj])	tujt#序14051
梌	$ddcmd(梌,梌[iamh])	tumh#序14050
㻬	$ddcmd(㻬,㻬[tuw])	tuwv#序14049
酴	$ddcmd(酴,酴[tuy])	tuyh#序14048
忒	$ddcmd(忒,忒[teq])	tvqd#序14047
坉	$ddcmd(坉,坉[dytv])	tytv#序14046
忳	$ddcmd(忳,忳[dyxv])	tyxv#序14045
骰	$ddcmd(骰,骰[tzg])	tzgy#序14044
痧	$ddcmd(痧,痧[uab])	uabp#序14043
铩	$ddcmd(铩,铩[uaj])	uajm#序14042
歃	$ddcmd(歃,歃[uap])	uapq#序14041
艄	$ddcmd(艄,艄[ucv])	ucvo#序14040
酾	$ddcmd(酾,酾[udy])	udyd#序14039
麝	$ddcmd(麝,麝[uel])	uelc#序14038
猞	$ddcmd(猞,猞[ueq])	ueqk#序14037
屾	$ddcmd(屾,屾[ufe])	ufee#序14036
燊	$ddcmd(燊,燊[ufh])	ufhm#序14035
蜃	$ddcmd(蜃,蜃[ufi])	ufii#序14034
珅	$ddcmd(珅,珅[ufw])	ufwa#序14033
嵊	$ddcmd(嵊,嵊[uge])	ugen#序14032
熵	$ddcmd(熵,熵[uhh])	uhhk#序14031
绱	$ddcmd(绱,绱[uhs])	uhsk#序14030
炻	$ddcmd(炻,炻[uih])	uihu#序14029
铈	$ddcmd(铈,铈[uij])	uijj#序14028
蟮	$ddcmd(蟮,蟮[uji])	ujik#序14027
钐	$ddcmd(钐,钐[ujj])	ujjp#序14026
墡	$ddcmd(墡,墡[ujt])	ujtl#序14025
舢	$ddcmd(舢,舢[ujv])	ujve#序14024
蟀	$ddcmd(蟀,蟀[uki])	ukiu#序14023
礵	$ddcmd(礵,礵[uli])	ulio#序14022
孀	$ddcmd(孀,孀[uln])	ulno#序14021
蒴	$ddcmd(蒴,蒴[uoc])	uoco#序14020
搠	$ddcmd(搠,搠[uof])	uofo#序14019
槊	$ddcmd(槊,槊[uom])	uomq#序14018
妁	$ddcmd(妁,妁[uon])	uond#序14017
涮	$ddcmd(涮,涮[urd])	urdd#序14016
腨	$ddcmd(腨,腨[uro])	uroa#序14015
殳	$ddcmd(殳,殳[uuj])	uujy#序14014
姝	$ddcmd(姝,姝[uun])	uunn#序14013
帨	$ddcmd(帨,帨[uvj])	uvje#序14012
唰	$ddcmd(唰,唰[uxk])	uxkd#序14011
痄	$ddcmd(痄,痄[vab])	vaba#序14010
猹	$ddcmd(猹,猹[iaq])	vaqa#序14009
砟	$ddcmd(砟,砟[vau])	vaua#序14008
怍	$ddcmd(怍,怍[vax])	vaxa#序14007
笊	$ddcmd(笊,笊[vcv])	vcvv#序14006
欸	$ddcmd(欸,欸[ais])	vdsq#序14005
堨	$ddcmd(堨,堨[aitr])	vdtr#序14004
䗪	$ddcmd(䗪,䗪[veg])	vegi#序14003
晢	$ddcmd(晢,晢[veo])	veof#序14002
褶	$ddcmd(褶,褶[vep])	vepb#序14001
葴	$ddcmd(葴,葴[vfc])	vfcg#序14000
浈	$ddcmd(浈,浈[vfd])	vfdb#序13999
稹	$ddcmd(稹,稹[vfh])	vfhb#序13998
轸	$ddcmd(轸,轸[vfi])	vfip#序13997
圳	$ddcmd(圳,圳[vft])	vfta#序13996
箴	$ddcmd(箴,箴[vfv])	vfvk#序13995
烝	$ddcmd(烝,烝[vgh])	vghv#序13994
蟑	$ddcmd(蟑,蟑[vhi])	vhiu#序13993
嫜	$ddcmd(嫜,嫜[vhn])	vhnu#序13992
獐	$ddcmd(獐,獐[vhq])	vhqu#序13991
璋	$ddcmd(璋,璋[vhw])	vhwu#序13990
庤	$ddcmd(庤,庤[vig])	vigc#序13989
豸	$ddcmd(豸,豸[viv])	vivp#序13988
搌	$ddcmd(搌,搌[vjf])	vjfn#序13987
僮	$ddcmd(僮,僮[tsra])	vlra#序13986
呣	$ddcmd(呣,呣[mzk])	vmkd#序13985
棁	$ddcmd(棁,棁[vom])	vome#序13984
晫	$ddcmd(晫,晫[voo])	voou#序13983
禚	$ddcmd(禚,禚[vop])	voph#序13982
倬	$ddcmd(倬,倬[vor])	voru#序13981
斫	$ddcmd(斫,斫[vou])	vouj#序13980
冢	$ddcmd(冢,冢[vsb])	vsbn#序13979
茽	$ddcmd(茽,茽[vsc])	vsca#序13978
舯	$ddcmd(舯,舯[vsv])	vsva#序13977
踵	$ddcmd(踵,踵[vsz])	vsza#序13976
邾	$ddcmd(邾,邾[vue])	vuep#序13975
纻	$ddcmd(纻,纻[vus])	vusa#序13974
翥	$ddcmd(翥,翥[vut])	vuty#序13973
隹	$ddcmd(隹,隹[vvr])	vvrf#序13972
惴	$ddcmd(惴,惴[vvx])	vvxa#序13971
窀	$ddcmd(窀,窀[vyb])	vybv#序13970
肫	$ddcmd(肫,肫[iyov])	vyov#序13969
衠	$ddcmd(衠,衠[vyr])	vyrd#序13968
圫	$ddcmd(圫,圫[vyt])	vytq#序13967
忳	$ddcmd(忳,忳[dyxv])	vyxv#序13966
荮	$ddcmd(荮,荮[vzc])	vzcc#序13965
妯	$ddcmd(妯,妯[vzn])	vzna#序13964
㑇	$ddcmd(㑇,㑇[vzr])	vzre#序13963
㤘	$ddcmd(㤘,㤘[vzx])	vzxe#序13962
腽	$ddcmd(腽,腽[wao])	waom#序13961
佤	$ddcmd(佤,佤[war])	warw#序13960
崴	$ddcmd(崴,崴[wde])	wden#序13959
韫	$ddcmd(韫,韫[wfa])	wfam#序13958
芠	$ddcmd(芠,芠[wfc])	wfcw#序13957
璺	$ddcmd(璺,璺[wfp])	wfpw#序13956
雯	$ddcmd(雯,雯[wfy])	wfyw#序13955
蕹	$ddcmd(蕹,蕹[wgc])	wgcf#序13954
魍	$ddcmd(魍,魍[whg])	whgv#序13953
尪	$ddcmd(尪,尪[whu])	whuw#序13952
蜿	$ddcmd(蜿,蜿[wji])	wjiv#序13951
毌	$ddcmd(毌,毌[grvu])	wjvu#序13950
幄	$ddcmd(幄,幄[woj])	wojt#序13949
肟	$ddcmd(肟,肟[woo])	woog#序13948
寤	$ddcmd(寤,寤[wub])	wubk#序13947
屼	$ddcmd(屼,屼[wue])	wuee#序13946
焐	$ddcmd(焐,焐[wuh])	wuhk#序13945
蜈	$ddcmd(蜈,蜈[wui])	wuid#序13944
迕	$ddcmd(迕,迕[wuz])	wuzr#序13943
痿	$ddcmd(痿,痿[wwb])	wwbn#序13942
㧑	$ddcmd(㧑,㧑[wwf])	wwfd#序13941
娓	$ddcmd(娓,娓[wwn])	wwnm#序13940
韪	$ddcmd(韪,韪[wwo])	wwoa#序13939
猥	$ddcmd(猥,猥[wwq])	wwqn#序13938
艉	$ddcmd(艉,艉[wwv])	wwvm#序13937
玮	$ddcmd(玮,玮[www])	wwwa#序13936
昕	$ddcmd(昕,昕[xbo])	xboj#序13935
屃	$ddcmd(屃,屃[xib])	xibu#序13934
奚	$ddcmd(奚,奚[xiv])	xivd#序13933
蹊	$ddcmd(蹊,蹊[qizd])	xizd#序13932
荥	$ddcmd(荥,荥[xkc])	xkcd#序13931
擤	$ddcmd(擤,擤[xkf])	xkfa#序13930
饧	$ddcmd(饧,饧[xku])	xkup#序13929
鲞	$ddcmd(鲞,鲞[xlb])	xlba#序13928
㬎	$ddcmd(㬎,㬎[xmh])	xmho#序13927
祆	$ddcmd(祆,祆[xmp])	xmpd#序13926
忺	$ddcmd(忺,忺[xmx])	xmxq#序13925
跹	$ddcmd(跹,跹[xmz])	xmzz#序13924
崤	$ddcmd(崤,崤[xne])	xneo#序13923
魈	$ddcmd(魈,魈[xng])	xngo#序13922
蟏	$ddcmd(蟏,蟏[xni])	xnia#序13921
绡	$ddcmd(绡,绡[xns])	xnso#序13920
逍	$ddcmd(逍,逍[xnz])	xnzx#序13919
獬	$ddcmd(獬,獬[xpq])	xpqn#序13918
邂	$ddcmd(邂,邂[xpz])	xpzj#序13917
髹	$ddcmd(髹,髹[xqa])	xqam#序13916
溴	$ddcmd(溴,溴[xqd])	xqdq#序13915
岫	$ddcmd(岫,岫[xqe])	xqea#序13914
庥	$ddcmd(庥,庥[xqg])	xqgm#序13913
䗛	$ddcmd(䗛,䗛[xqi])	xqij#序13912
馐	$ddcmd(馐,馐[xqu])	xqua#序13911
貅	$ddcmd(貅,貅[xqv])	xqvm#序13910
琇	$ddcmd(琇,琇[xqw])	xqwp#序13909
渲	$ddcmd(渲,渲[xrd])	xrda#序13908
楦	$ddcmd(楦,楦[xrm])	xrma#序13907
嬛	$ddcmd(嬛,嬛[hrny])	xrny#序13906
碹	$ddcmd(碹,碹[xru])	xrua#序13905
芎	$ddcmd(芎,芎[xsc])	xscg#序13904
鳕	$ddcmd(鳕,鳕[xta])	xtae#序13903
噱	$ddcmd(噱,噱[jtkn])	xtkn#序13902
踅	$ddcmd(踅,踅[xtz])	xtzf#序13901
浒	$ddcmd(浒,浒[hudu])	xudu#序13900
砉	$ddcmd(砉,砉[hxf])	xufu#序13899
糈	$ddcmd(糈,糈[xum])	xumo#序13898
罅	$ddcmd(罅,罅[xxf])	xxfu#序13897
硖	$ddcmd(硖,硖[xxu])	xxun#序13896
叚	$ddcmd(叚,叚[jxvy])	xxvy#序13895
瑕	$ddcmd(瑕,瑕[xxw])	xxwy#序13894
遐	$ddcmd(遐,遐[xxz])	xxzv#序13893
鲟	$ddcmd(鲟,鲟[xya])	xyac#序13892
窨	$ddcmd(窨,窨[xyb])	xybo#序13891
蟫	$ddcmd(蟫,蟫[xyi])	xyiu#序13890
獯	$ddcmd(獯,獯[xyq])	xyqh#序13889
珣	$ddcmd(珣,珣[xyw])	xywo#序13888
恂	$ddcmd(恂,恂[xyx])	xyxo#序13887
桠	$ddcmd(桠,桠[yam])	yama#序13886
睚	$ddcmd(睚,睚[yao])	yaot#序13885
垭	$ddcmd(垭,垭[yat])	yata#序13884
砑	$ddcmd(砑,砑[yau])	yaup#序13883
琊	$ddcmd(琊,琊[yaw])	yawe#序13882
迓	$ddcmd(迓,迓[yaz])	yaza#序13881
䲟	$ddcmd(䲟,䲟[yba])	ybae#序13880
氤	$ddcmd(氤,氤[ybq])	ybqd#序13879
圻	$ddcmd(圻,圻[qitj])	ybtj#序13878
珢	$ddcmd(珢,珢[kfw])	ybwy#序13877
霪	$ddcmd(霪,霪[yby])	ybyu#序13876
峣	$ddcmd(峣,峣[yce])	ycee#序13875
轺	$ddcmd(轺,轺[yci])	ycik#序13874
铘	$ddcmd(铘,铘[yej])	yeje#序13873
倻	$ddcmd(倻,倻[yer])	yere#序13872
堨	$ddcmd(堨,堨[aitr])	yetr#序13871
鞅	$ddcmd(鞅,鞅[yhg])	yhgn#序13870
蛘	$ddcmd(蛘,蛘[yhi])	yhiy#序13869
钖	$ddcmd(钖,钖[yhj])	yhjp#序13868
咉	$ddcmd(咉,咉[yhk])	yhkn#序13867
垟	$ddcmd(垟,垟[yht])	yhty#序13866
怏	$ddcmd(怏,怏[yhx])	yhxn#序13865
弋	$ddcmd(弋,弋[yiq])	yiqd#序13864
嫣	$ddcmd(嫣,嫣[yjn])	yjnh#序13863
罨	$ddcmd(罨,罨[yjs])	yjsv#序13862
瘿	$ddcmd(瘿,瘿[ykb])	ykbn#序13861
潆	$ddcmd(潆,潆[ykd])	ykds#序13860
郢	$ddcmd(郢,郢[yke])	ykek#序13859
橼	$ddcmd(橼,橼[yrm])	yrmn#序13858
眢	$ddcmd(眢,眢[yro])	yrop#序13857
箢	$ddcmd(箢,箢[yrv])	yrvv#序13856
瑗	$ddcmd(瑗,瑗[yrw])	yrwy#序13855
鳙	$ddcmd(鳙,鳙[ysa])	ysaa#序13854
㶲	$ddcmd(㶲,㶲[ysh])	ysha#序13853
镛	$ddcmd(镛,镛[ysj])	ysja#序13852
栐	$ddcmd(栐,栐[ysm])	ysmn#序13851
墉	$ddcmd(墉,墉[yst])	ysta#序13850
邕	$ddcmd(邕,邕[ysv])	ysvv#序13849
瀹	$ddcmd(瀹,瀹[ytd])	ytdc#序13848
龠	$ddcmd(龠,龠[ytr])	ytrc#序13847
玥	$ddcmd(玥,玥[ytw])	ytwo#序13846
钰	$ddcmd(钰,钰[yuj])	yujw#序13845
昱	$ddcmd(昱,昱[yuo])	yuol#序13844
聿	$ddcmd(聿,聿[yuv])	yuva#序13843
韫	$ddcmd(韫,韫[wfa])	yyam#序13842
殒	$ddcmd(殒,殒[yyd])	yydb#序13841
熨	$ddcmd(熨,熨[yuhu])	yyhu#序13840
妘	$ddcmd(妘,妘[yyn])	yyns#序13839
莸	$ddcmd(莸,莸[yzc])	yzcd#序13838
黝	$ddcmd(黝,黝[yzh])	yzhl#序13837
蚰	$ddcmd(蚰,蚰[yzi])	yzia#序13836
慥	$ddcmd(慥,慥[zcx])	zcxz#序13835
崽	$ddcmd(崽,崽[zdx])	zdxe#序13834
仄	$ddcmd(仄,仄[zei])	zeir#序13833
帻	$ddcmd(帻,帻[zej])	zejb#序13832
昃	$ddcmd(昃,昃[zeo])	zeor#序13831
笮	$ddcmd(笮,笮[zev])	zeva#序13830
迮	$ddcmd(迮,迮[zez])	zezr#序13829
谮	$ddcmd(谮,谮[zfy])	zfyo#序13828
锃	$ddcmd(锃,锃[zgj])	zgjw#序13827
臧	$ddcmd(臧,臧[zhg])	zhga#序13826
驵	$ddcmd(驵,驵[zhm])	zhmq#序13825
鲻	$ddcmd(鲻,鲻[zia])	ziat#序13824
嵫	$ddcmd(嵫,嵫[zie])	zies#序13823
秭	$ddcmd(秭,秭[zih])	zihp#序13822
耔	$ddcmd(耔,耔[zil])	zilz#序13821
眦	$ddcmd(眦,眦[zio])	ziov#序13820
笫	$ddcmd(笫,笫[ziv])	zivp#序13819
糌	$ddcmd(糌,糌[zjm])	zjmo#序13818
簪	$ddcmd(簪,簪[zjv])	zjvo#序13817
趱	$ddcmd(趱,趱[zjz])	zjzb#序13816
阼	$ddcmd(阼,阼[zoe])	zoea#序13815
祚	$ddcmd(祚,祚[zop])	zopa#序13814
笮	$ddcmd(笮,笮[zev])	zova#序13813
攥	$ddcmd(攥,攥[zrf])	zrfs#序13812
缵	$ddcmd(缵,缵[zrs])	zrsb#序13811
躜	$ddcmd(躜,躜[zrz])	zrzb#序13810
腙	$ddcmd(腙,腙[zso])	zsox#序13809
菹	$ddcmd(菹,菹[zuc])	zucq#序13808
俎	$ddcmd(俎,俎[zur])	zurq#序13807
蕞	$ddcmd(蕞,蕞[zvc])	zvcy#序13806
觜	$ddcmd(觜,觜[zijv])	zvjv#序13805
槜	$ddcmd(槜,槜[zvm])	zvmg#序13804
嶟	$ddcmd(嶟,嶟[zye])	zyec#序13803
撙	$ddcmd(撙,撙[zyf])	zyfc#序13802
僔	$ddcmd(僔,僔[zyr])	zyrc#序13801
鲰	$ddcmd(鲰,鲰[zza])	zzay#序13800
驺	$ddcmd(驺,驺[zzm])	zzme#序13799
飚	$ddcmd(飚,飚[bnf])	bnfh#序13798
礤	$ddcmd(礤,礤[cau])	caux#序13797
诶	$ddcmd(诶,诶[eiy])	eiyu#序13796
砩	$ddcmd(砩,砩[fuu])	fuua#序13795
缹	$ddcmd(缹,缹[fzh])	fzhf#序13794
舡	$ddcmd(舡,舡[ghv])	ghvg#序13793
耲	$ddcmd(耲,耲[hkl])	hkly#序13792
塃	$ddcmd(塃,塃[hlt])	hltv#序13791
屮	$ddcmd(屮,屮[iev])	ieva#序13790
膪	$ddcmd(膪,膪[iko])	ikol#序13789
弪	$ddcmd(弪,弪[jkg])	jkgg#序13788
烱	$ddcmd(烱,烱[jlh])	jlhk#序13787
朘	$ddcmd(朘,朘[jro])	jrow#序13786
佧	$ddcmd(佧,佧[kar])	kard#序13785
匚	$ddcmd(匚,匚[kla])	klav#序13784
〇	$ddcmd(〇,〇[lko])	lkoo#序13783
熳	$ddcmd(熳,熳[mjh])	mjhy#序13782
蠛	$ddcmd(蠛,蠛[mpi])	mpic#序13781
嫑	$ddcmd(嫑,嫑[bcan])	mqan#序13780
坶	$ddcmd(坶,坶[mut])	mutd#序13779
猸	$ddcmd(猸,猸[mwq])	mwqo#序13778
榀	$ddcmd(榀,榀[pbm])	pbmk#序13777
庀	$ddcmd(庀,庀[pig])	pigv#序13776
呯	$ddcmd(呯,呯[pkk])	pkku#序13775
螓	$ddcmd(螓,螓[qbi])	qbih#序13774
跫	$ddcmd(跫,跫[qsz])	qszg#序13773
朊	$ddcmd(朊,朊[rro])	rroe#序13772
肜	$ddcmd(肜,肜[rso])	rsop#序13771
鳋	$ddcmd(鳋,鳋[sca])	scai#序13770
吅	$ddcmd(吅,吅[ssk])	sskk#序13769
兲	$ddcmd(兲,兲[tmw])	tmwb#序13768
乇	$ddcmd(乇,乇[top])	topv#序13767
氽	$ddcmd(氽,氽[tyr])	tyrd#序13766
揗	$ddcmd(揗,揗[uyf])	uyfo#序13765
齄	$ddcmd(齄,齄[vap])	vaph#序13764
膪	$ddcmd(膪,膪[iko])	vdol#序13763
巛	$ddcmd(巛,巛[vev])	vevv#序13762
塮	$ddcmd(塮,塮[xpt])	xptc#序13761
骯	$ddcmd(骯,骯[ahk])	ahkj#序13760
