---config@码表分类=主码-1
---config@码表别名=系统词库
---config@允许编辑=是

一个	yqt go
真否定句	jqn fqu dir gxi
波美拉尼亚	bo mei lai nei a
心猿意马	sqm yvn yi ma
有勇无谋	yqu yur mou mqu
锡拉库萨	sek lai fu sat
喐身喐势	yuk sqn yuk sqi
帕提亚人	pak tqi a yqn
旺波日山	wor bo yqt san
白额圆尾鹱	bak rak yvn mei wok
亚历山大里亚	a lik san dai lei a
牝鸡牡鸣	pqn gqi mau mir
死口咬实	sei hqu rau sqt
德沃夏克	dqk yuk ha hqk
夹七夹八	gap cqt gap bat
有同情心	yqu tur cir sqm
蓝枕八色鸫	lam jqm bat sik dur
棕胸岩鹨	jur hur ram lqu
哥尔夫球	go yi fu kqu
一木难支	yqt muk nan ji
黑龙江省	hqk lur gor sar
寄人篱下	gei yqn lei ha
埃利斯岛	ai lei si dou
金屋藏娇	gqm uk cor giu
一招半式	yqt jiu bun sik
明十三陵	mir sqp sam lir
湿𣲷𣲷	sqp nqp nqp
金眼鹛雀	gqm ran jzk mei
前𠮶轮	cin go lxn
屠格涅夫	tou gak nip fu
饱人不知饿人饥	bau yqn bqt ji ro yqn gei
斯洛文尼亚	si lok mqn nei a
以一驭万	yi yqt yv man
可擦写可编程祇读存储器	ho cat se ho pin cir ji duk cvn cv hei
翻山越岭	fan san yvt ler
黄额鸦雀	wor rak a jzk
见牙不见眼	gin ra bqt gin ran
诛心之论	jv sqm ji lxn
雨过天青	yv xo tin cir
趾高气扬	ji gou hei yzr
有一搭没一搭	yqu yqt dap mut yqt dap
一波三折	yqt bo sam jit
亚美利加洲	a mei lei ga jqu
灰不溜丢	fui bqt lqu diu
医者父母心	yi je fu mou sqm
无牵无挂	mou hin mou xa
妒能害贤	dou nqr hoi yin
馄	wqn
哀莫大于心死	oi mok dai yv sqm sei
片甲不存	pin gap bqt cvn
洋腔洋调	yzr hor yzr diu
公而忘私	gur yi mor si
不俭则匮	bqt gim jqk xqi
黄苇𫛚	wor wqi gin
星流霆击	sir lqu tir gik
普加乔夫	pou ga kiu fu
安提瓜岛	on tqi xa dou
有口难言	yqu hqu nan yin
貂裘换酒	diu kqu wun jqu
人各有所好	yqn gok yqu so hou
身经百战	sqn gir bak jin
众目睽睽	jur muk zqi zqi
囚首垢面	cqu squ gqu min
利什曼病	lei sqm man ber
苯丙酮尿症	bun bir tur niu jir
陈陈相因	cqn cqn szr yqn
奈及利亚	noi kqp lei a
荣宗耀祖	wir jur yiu jou
有妇之夫	yqu fu ji fu
弱不禁风	yzk bqt gqm fur
杞梓之林	gei ji ji lqm
黄腿渔鸮	wor txi yv hiu
如蝇逐臭	yv yir juk cqu
佛罗伦萨	fqt lo lxn sat
哭得死去活来	huk dqk sei hxi wut loi
兵不厌诈	bir bqt yim ja
开开心心	hoi hoi sqm sqm
棕腹仙鹟	jur fuk sin yur
勾心斗角	rqu sqm dqu gok
黑腰滨鹬	hqk yiu bqn wqt
起死回生	hei sei wui sqr
说一不二	svt yqt bqt yi
跳一只脚	tiu yqt jek gzk
烘云托月	hur wqn tok yvt
回嗔作喜	wui cqn jok hei
四氢大麻酚	sei hir dai ma fqn
吉亚卡摩	gqt a ka mo
如数家珍	yv sou ga jqn
一朵鲜花插在牛粪上	yqt do sin fa cap joi rqu fqn szr
昭披耶帕康	ciu pei ye pak hor
价廉物美	ga lim mqt mei
胸大无脑	hur dai mou nou
黑领噪鹛	hqk lir cou mei
吞米桑布札	tqn mqi sor bou jat
后会有期	hqu wui yqu kei
伊利近街	yi lei gqn gai
布干维尔	bou gon wqi yi
白驹过隙	bak kxi xo zik
白尾蓝仙鹟	bak mei lam sin yur
斯维尔德洛夫	si wqi yi dqk lok fu
破铜烂铁	po tur lan tit
民脂民膏	mqn ji mqn gou
弄岗穗鹛	lur gor sxi mei
肥头大耳	fei tqu dai yi
堕云雾中	do wqn mou jur
率由旧章	sxt yqu gqu jzr
无功而返	mou gur yi fan
蒙彼利埃	mur bei lei oi
痛改前非	tur goi cin fei
喜喜欢欢	hei hei fun fun
马尔马拉海	ma yi ma lai hoi
推三阻四	txi sam jo sei
无的放矢	mou dik for ci
知冷知热	ji lar ji yit
嫌肥挑瘦	yim fei tiu squ
白腹幽鹛	bak fuk yqu mei
骄奢淫佚	giu ce yqm yqt
置之死地	ji ji sei dei
列支敦士登	lit ji dxn si dqr
烂ｇａｇ	lan gek
一呼百应	yqt fu bak yir
功亏一篑	gur zqi yqt xqi
三聚氰胺	sam jxi cir on
姗姗来迟	san san loi ci
违强陵弱	wqi kzr lir yzk
相体裁衣	szr tqi coi yi
汉溪长隆站	hon kqi czr lur jam
灰腹噪鹛	fui fuk cou mei
乏善足陈	fqt sin juk cqn
冒冒失失	mou mou sqt sqt
有头有尾	yqu tqu yqu mei
斯洛伐克语	si lok fqt hqk yv
循循善诱	cxn cxn sin yqu
人非生而知之者熟能无惑	yqn fei sqr yi ji ji je suk nqr mou wak
栗背奇鹛	lxt bui kei mei
无中生有	mou jur sqr yqu
福斯塔夫	fuk si tap fu
听墙根儿	tir czr gqn yi
漫山遍野	man san pin ye
割股疗亲	got gu liu cqn
二氧化锰	yi yzr fa mar
棋差一着	kei ca yqt jzk
空无一人	hur mou yqt yqn
鸟苷酸二钠	niu gqm svn yi nap
言而有信	yin yi yqu sxn
蓬门筚户	pur mun bqt wu
寡廉鲜耻	xa lim sin ci
念念有词	nim nim yqu ci
触景生情	juk gir sqr cir
为仁不富	wqi yqn bqt fu
风和日暄	fur wo yqt hvn
千挑万选	cin tiu man svn
笨嘴笨舌	bqn jxi bqn sit
势不可当	sqi bqt ho dor
真刀真枪	jqn dou jqn czr
越帮越忙	yvt bor yvt mor
褐胁雀鹛	hot hip jzk mei
粉身碎骨	fqn sqn sxi xqt
昌迪加尔	czr dik ga yi
贾南德拉	ga nam dqk lai
先睹为快	sin dou wqi fai
越描越黑	yvt miu yvt hqk
以虚带实	yi hxi dai sqt
埃斯库多	ai si fu do
察布查尔	cat bou ca yi
鸾翔凤集	lvn czr fur jap
巴心巴肝	ba sqm ba gon
红葡萄酒	hur pou tou jqu
水到渠成	sxi dou kxi sir
东拉西扯	dur lai sqi ce
红尾水鸲	hur mei sxi kxi
切骨之仇	cit xqt ji squ
下逐客令	ha juk hak lir
直布罗陀	jik bou lo to
马无夜草不肥人无外快不富	ma mou ye cou bqt fei yqn mou roi fai bqt fu
与日俱辉	yv yqt kxi fqi
船到江心补漏迟	svn dou gor sqm bou lqu ci
当佢冇到	dor kxi mou dou
听其言观其行	tir kei yin gun kei hqr
三朋四友	sam pqr sei yqu
等腰三角形	dqr yiu sam gok yir
无所不至	mou so bqt ji
等边三角形	dqr bin sam gok yir
何乐而不为	ho lok yi bqt wqi
祖祖辈辈	jou jou bui bui
担惊受怕	dam ger squ pa
借头借路	je tqu je lou
锦心绣口	gqm sqm squ hqu
虚位以待	hxi wqi yi doi
指手划脚	ji squ wak gzk
自言自语	ji yin ji yv
锄强扶弱	co kzr fu yzk
传宗接代	cvn jur jip doi
始作俑者	ci jok yur je
船到码头车到站	svn dou ma tqu ce dou jam
牙机巧制	ra gei kiu jqi
无懈可击	mou hai ho gik
双氯芬酸钠	szr luk fqn svn nap
由细到大	yqu sqi dou dai
一梯两伙	yqt tqi lzr fo
宋四大书	sur sei dai sv
死得眼闭	sei dqk ran bqi
三寸金莲	sam cvn gqm lin
无话可说	mou wa ho svt
乌兹冲锋枪	wu ji cur fur czr
科尼赛克	fo nei coi hqk
永贞内禅	wir jir noi sin
不自由毋宁死	bqt ji yqu mou nir sei
克里米亚	hqk lei mqi a
污七八糟	wu cqt bat jou
可想然之	ho szr yin ji
丰衣足食	fur yi juk sik
皮开肉绽	pei hoi yuk jan
点红点绿	dim hur dim luk
一氧化碳	yqt yzr fa tan
加格达奇区	ga gak dat kei kxi
舍我其谁	se ro kei sxi
死乞白赖	sei hqt bak lai
形影不离	yir yir bqt lei
妈拉个巴子	ma lai go ba ji
门庭如市	mun tir yv si
讲就易做就难	gor jqu yi jou jqu nan
成则为王败则为寇	sir jqk wqi wor bai jqk wqi kqu
稍安勿躁	sau on mqt cou
亚的斯亚贝巴	a dik si a bui ba
喜大普奔	hei dai pou bqn
屈得就屈	wqt dqk jqu wqt
朝过夕改	jiu xo jik goi
悔之莫及	fui ji mok kqp
卢瓦尔河	lou ra yi ho
克什米尔	hqk sqp mqi yi
分我杯羹	fqn ro bui gqr
好借好还再借不难	hou je hou wan joi je bqt nan
施粥舍饭	si juk se fan
敌众我寡	dik jur ro xa
香轮宝骑	hzr lxn bou ke
利纳克斯	lei nap hqk si
接二连三	jip yi lin sam
阿亚图拉	a a tou lai
糖油粑粑	tor yqu ba ba
伤天害理	szr tin hoi lei
佛洛伊德	fqt lok yi dqk
至始至终	ji ci ji jur
可再生原	ho joi sqr yvn
言不及义	yin bqt kqp yi
羟自由基	kzr ji yqu gei
七嘴八舌	cqt jxi bat sit
适可而止	sik ho yi ji
耳提面命	yi tqi min mir
阿尔汉格尔斯克州	a yi hon gak yi si hqk jqu
西澳大利亚州	sqi ou dai lei a jqu
伊金霍洛旗	yi gqm fok lok kei
蓝枕花蜜鸟	lam jqm fa mqt niu
牵肠挂肚	hin czr xa tou
努瓜娄发	nou xa lqu fat
腹笥甚宽	fuk ji sqm fun
笑不可仰	siu bqt ho yzr
驳咀驳舌	bok jxi bok sit
塔拉哈西	tap lai ha sqi
斑胸短翅莺	ban hur dvn ci qr
莫三比克	mok sam bei hqk
七拼八凑	cqt pir bat cqu
死牛一边颈	sei rqu yqt bin ger
思前想后	si cin szr hqu
背井离乡	bui jer lei hzr
讲咁易咩	gor gqm yi me
红腹滨鹬	hur fuk bqn wqt
名正言顺	mir jir yin sxn
忽隐忽现	fqt yqn fqt yin
可有可无	ho yqu ho mou
艾赛克斯	rai coi hqk si
趋之若鹜	cxi ji yzk mou
斑翅山鹑	ban ci san sxn
人讲你又讲	yqn gor nei yqu gor
前俯后仰	cin fu hqu yzr
眉飞色舞	mei fei sik mou
澜沧拉祜族自治县	lan cor lai wu juk ji ji yvn
𥇢吓眼	jam hak ran
心清理静	sqm cir lei jir
舜日尧年	sxn yqt yiu nin
手无寸铁	squ mou cvn tit
相敬如宾	szr gir yv bqn
好梦难成	hou mur nan sir
不翼而飞	bqt yik yi fei
布里奇顿	bou lei kei dxn
以心为心	yi sqm wqi sqm
蓝须夜蜂虎	lam sou ye fur fu
化鸱为凤	fa ci wqi fur
基里巴斯共和国	gei lei ba si gur wo xok
黄大仙区	wor dai sin kxi
乘人之危	sir yqn ji rqi
屡教不改	lxi gau bqt goi
一跃而起	yqt yzk yi hei
香娇玉嫩	hzr giu yuk nvn
何出此言	ho cxt ci yin
双氯醇胺	szr luk sxn on
神高神大	sqn gou sqn dai
男才女貌	nam coi nxi mau
能文能武	nqr mqn nqr mou
同归于尽	tur xqi yv jxn
骨关节炎	xqt xan jit yim
从心所欲	cur sqm so yuk
红脚苦恶鸟	hur gzk fu ok niu
不三不四	bqt sam bqt sei
骨瘦如柴	xqt squ yv cai
猪屎𩿞	jv si ca
食莲子羹	sik lin ji gqr
克雅氏症	hqk ra si jir
病从口入祸从口出	ber cur hqu yqp wo cur hqu cxt
撩是生非	liu si sqr fei
冇眼屎干净盲	mou ran si gon jer mar
有好奇心	yqu hou kei sqm
拔凉拔凉	bqt lzr bqt lzr
又吵又闹	yqu cau yqu nau
摸酒杯底	mo jqu bui dqi
内忧外困	noi yqu roi zqn
暗冕鹪莺	qm min jiu qr
铜墙铁壁	tur czr tit bik
布鲁塞尔	bou lou coi yi
南腔北调	nam hor bqk diu
望洋兴叹	mor yzr hir tan
流光溢彩	lqu xor yqt coi
阿塞拜疆	a coi bai gzr
吹皱一池春水	cxi jqu yqt ci cxn sxi
步罡踏斗	bou gor dap dqu
一马当先	yqt ma dor sin
地大物博	dei dai mqt bok
人怕出名猪怕肥	yqn pa cxt mer jv pa fei
繁征博引	fan jir bok yqn
有眼无珠	yqu ran mou jv
丢眉弄色	diu mei lur sik
堤拉米苏	tqi lai mqi sou
安非他命	on fei ta mir
穷家薄业	kur ga bok yip
卡萨布兰卡	ka sat bou lan ka
三个臭皮匠合成一个诸葛亮	sam go cqu pei jzr hqp sir yqt go jv got lzr
过了火位	xo liu fo wqi
札格拉布	jat gak lai bou
红翅䴗鹛	hur ci xik mei
黄钟毁弃	wor jur wqi hei
敢怒而不敢言	gqm nou yi bqt gqm yin
内分泌腺	noi fqn bei sin
请将不如激将	cir jzr bqt yv gik jzr
有沉有浮	yqu cqm yqu fqu
害相思病	hoi szr si ber
出人意表	cxt yqn yi biu
赫福特郡	hak fuk dqk xqn
高桥留美子	gou kiu lqu mei ji
三氟化硼	sam fqt fa pqr
和布克赛尔县	wo bou hqk coi yi yvn
纯蓝仙鹟	sxn lam sin yur
黑额树鹊	hqk rak sv jzk
李希霍芬	lei hei fok fqn
能说会道	nqr svt wui dou
寅食卯粮	yqn sik mau lzr
望女成凤	mor nxi sir fur
宁缺毋滥	nir kvt mou lam
惊世骇俗	gir sqi hai juk
扻头埋墙	hqm tqu mai czr
忍辱负重	yqn yuk fu jur
黑灯瞎火	hqk dqr hqt fo
柯那克里	o na hqk lei
一筹莫展	yqt cqu mok jin
库里提巴	fu lei tqi ba
大鳞大麻哈鱼	dai lxn dai ma ha yv
布氏非鲫	bou si fei jik
巧夺天工	hau dvt tin gur
商飙徐起	szr biu cxi hei
吉电子伏	gqt din ji fuk
白斑军舰鸟	bak ban xqn lam niu
千变万化	cin bin man fa
换汤不换药	wun tor bqt wun yzk
少安毋躁	siu on mou cou
内塔尼亚胡	noi tap nei a wu
列王纪上	lit wor gei szr
及锋而试	kqp fur yi si
传三过四	cvn sam xo sei
分粉训坟愤份忽发佛	fqn fqn fqn fqn fqn fqn fqt fat fqt
胡萝卜素	wu lo bak sou
红胁绣眼鸟	hur hip squ ran niu
讲起又讲	gor hei yqu gor
抱残守缺	pou can squ kvt
戙起床板	dur hei cor ban
付之一炬	fu ji yqt gxi
聚酰亚胺	jxi sin a on
声东击西	sir dur gik sqi
黄腹角雉	wor fuk gok ji
必和必拓	bit wo bit tok
梳士巴利道	so si ba lei dou
红腹灰雀	hur fuk fui jzk
哀的美敦书	oi dik mei dxn sv
棕腹隼雕	jur fuk jxn diu
琐罗亚斯特	so lo a si dqk
鲁德维格	lou dqk wqi gak
黑眉苇莺	hqk mei wqi qr
横头横脑	war tqu war nou
义正词严	yi jir ci yim
声情并茂	sir cir bir mqu
好嘅唔灵丑嘅灵	hou koi m lir cqu koi lir
柴米油盐	cai mqi yqu yim
斑背噪鹛	ban bui cou mei
新产品推介会	sqn can bqn txi gai wui
行万里路胜读万卷书	hqr man lei lou sir duk man gvn sv
帖撒罗尼迦	tip sat lo nei ga
纳斯达克	nap si dat hqk
不打自招	bqt da ji jiu
痛定思痛	tur dir si tur
巴高望上	ba gou mor szr
事出有因	si cxt yqu yqn
愿闻其详	yvn mqn kei czr
逃之夭夭	tou ji yiu yiu
斯特拉特福	si dqk lai dqk fuk
万目睽睽	man muk zqi zqi
利比里亚	lei bei lei a
耕者有其田	gar je yqu kei tin
棕翅𫛭鹰	jur ci zor yir
黄嘴朱顶雀	wor jxi jv der jzk
以邻为壑	yi lxn wqi kok
投其所好	tqu kei so hou
老吾老以及人之老	lou r lou yi kqp yqn ji lou
佛雷泽尔	fqt lxi jak yi
抠字眼儿	kqu ji ran yi
妄自尊大	mor ji jvn dai
日不暇给	yqt bqt ha kqp
顾左右而言他	gu jo yqu yi yin ta
相辅相成	szr fu szr sir
信誓旦旦	sxn sqi dan dan
温得和克	wqn dqk wo hqk
蛇绿混杂岩	se luk wqn jap ram
闻风而动	mqn fur yi dur
戳心灌髓	czk sqm gun sxi
肃南裕固族自治县	suk nam yv gu juk ji ji yvn
赤𫚭角	cek lap gok
拉文克劳	lai mqn hqk lou
勇往直前	yur wor jik cin
肝脑涂地	gon nou tou dei
黄嘴蓝鹊	wor jxi lam jzk
仙八色鸫	sin bat sik dur
暗无天日	qm mou tin yqt
正儿八经	jir yi bat gir
蒙得维的亚	mur dqk wqi dik a
如堕五里雾中	yv do r lei mou jur
精雕细刻	jir diu sqi hqk
卓乎不群	czk fu bqt zqn
西格蒙德	sqi gak mur dqk
勃拉姆斯	but lai mou si
标奇立异	biu kei lap yi
落落寡交	lok lok xa gau
形影相吊	yir yir szr diu
异戊二烯	yi mou yi hei
弗拉明戈	fqt lai mir xo
车尔尼雪夫斯基	ce yi nei svt fu si gei
喜马拉雅	hei ma lai ra
奥里萨邦	ou lei sat bor
赤红山椒鸟	cek hur san jiu niu
因加得减	yqn ga dqk gam
有辣有唔辣	yqu lat yqu m lat
少不更事	siu bqt gqr si
杜伊斯堡	dou yi si bou
风阻尼器	fur jo nei hei
因时制宜	yqn si jqi yi
碳氢化合物	tan hir fa hqp mqt
汉末魏初	hon mut rqi co
有备无患	yqu bei mou wan
深闭固拒	sqm bqi gu kxi
希波克拉底	hei bo hqk lai dqi
圣文森特和格林纳丁斯	sir mqn sqm dqk wo gak lqm nap dir si
救死扶伤	gqu sei fu szr
揸ｆｉｔ人	ja ｆｉｔ yqn
幽闭恐惧症	yqu bqi hur gxi jir
英联邦运动会	yir lvn bor wqn dur wui
季莫申科	xqi mok sqn fo
尊贤爱物	jvn yin oi mqt
安土重迁	on tou cur cin
伍德豪斯	r dqk hou si
加拿大元	ga na dai yvn
灰冠鹟莺	fui gun yur qr
立竿见影	lap gon gin yir
擦肩而过	cat gin yi xo
引而不发	yqn yi bqt fat
庆尙北道	hir szr bqk dou
斩而不奏	jam yi bqt jqu
堆案盈几	dxi on yir gei
兴风作浪	hir fur jok lor
震天动地	jqn tin dur dei
死唔眼闭	sei m ran bqi
红胸秋沙鸭	hur hur cqu sa ap
棕头雀鹛	jur tqu jzk mei
凄风苦雨	cqi fur fu yv
缩埋一二角	suk mai yqt yi gok
耀武扬威	yiu mou yzr wqi
奇货可居	kei fo ho gxi
无恶不作	mou ok bqt jok
渴不可耐	hot bqt ho noi
降血钙素	gor hvt koi sou
群起而攻之	zqn hei yi gur ji
破涕为笑	po tqi wqi siu
言犹在耳	yin yqu joi yi
支气管炎	ji hei gun yim
南普陀寺	nam pou to ji
风中之烛	fur jur ji juk
日挨夜挨	yqt rai ye rai
多米尼加共和国	do mqi nei ga gur wo xok
避其锐气击其惰归	bei kei yxi hei gik kei do xqi
圣克鲁斯	sir hqk lou si
额菲尔士	rak fei yi si
供大于求	gur dai yv kqu
妙在不言中	miu joi bqt yin jur
织田信长	jik tin sxn jzr
萨格勒布	sat gak lqk bou
马革裹尸	ma gak xo si
破竹建瓴	po juk gin lir
人给家足	yqn kqp ga juk
食皇家饭	sik wor ga fan
克里奥尔语	hqk lei ou yi yv
塔什库尔干乡	tap sqp fu yi gon hzr
萨卡什维利	sat ka sqp wqi lei
新宾满族自治县	sqn bqn mun juk ji ji yvn
新泽西州	sqn jak sqi jqu
承你贵言	sir nei xqi yin
西地那非	sqi dei na fei
扷心扷肺	yiu sqm yiu fqi
自暴自弃	ji bou ji hei
死有余辜	sei yqu yv gu
吱吱斟斟	ji ji jqm jqm
马斯垂克	ma si sxi hqk
圣马力诺	sir ma lik nok
一曝十寒	yqt buk sqp hon
摩加迪休	mo ga dik yqu
保加利亚	bou ga lei a
屙羊咩屎	o yzr me si
苦尽甘来	fu jxn gqm loi
苏门答腊	sou mun dap lap
迪吉里杜管	dik gqt lei dou gun
微生物学	mei sqr mqt hok
话都冇咁快	wa dou mou gqm fai
哈贝马斯	ha bui ma si
普林斯吨	pou lqm si dxn
食古不化	sik gu bqt fa
兜口兜面	dqu hqu dqu min
软磨硬泡	yvn mo rar pou
屡建奇功	lxi gin kei gur
嘟嘟哝哝	dou dou nur nur
因势利导	yqn sqi lei dou
搓圆㩒扁	co yvn gqm bin
花团锦簇	fa tvn gqm cuk
向巴平措	hzr ba pir cou
转氨基酶	jvn on gei mui
喘不过气来	cvn bqt xo hei loi
飞鸿雪爪	fei hur svt jau
西乌珠穆沁旗	sqi wu jv muk sqm kei
一氧化二氮	yqt yzr fa yi dam
贪小失大	tam siu sqt dai
食衣住行	sik yi jv hqr
步斗踏罡	bou dqu dap gor
千虑一失	cin lxi yqt sqt
惨绿愁红	cam luk squ hur
萨哈诺夫人权奖	sat ha nok fu yqn kvn jzr
里瓦尔多	lei ra yi do
魂牵梦绕	wqn hin mur yiu
阿普吐龙	a pou tou lur
斯科普里	si fo pou lei
不劳无获	bqt lou mou wok
硬脂酸钙	rar ji svn koi
出人头地	cxt yqn tqu dei
皮诺切特	pei nok cit dqk
红男绿女	hur nam luk nxi
芝焚蕙叹	ji fqn wqi tan
七零八落	cqt lir bat lok
红嘴钩嘴鹛	hur jxi rqu jxi mei
钻木取火	jvn muk cxi fo
望尘莫及	mor cqn mok kqp
温切斯特	wqn cit si dqk
惹草沾花	ye cou jim fa
朗拿甸奴	lor na din nou
神差鬼使	sqn cai xqi si
剃发留辫	tqi fat lqu bin
白项凤鹛	bak hor fur mei
坎特伯雷故事集	hqm dqk bak lxi gu si jap
磨杵成针	mo cv sir jqm
广开才路	xor hoi coi lou
喐嚟喐去	yuk lqi (lei) yuk hxi
阿加迪尔	a ga dik yi
有爷生冇乸教	yqu ye sar mou na gau
一技之长	yqt gei ji czr
嫁鸡随鸡	ga gqi cxi gqi
掳人勒赎	lou yqn lqk suk
少安无躁	siu on mou cou
坎塔布里亚	hqm tap bou lei a
五花大绑	r fa dai bor
食荼卧棘	sik tou ro gik
偏邪不正	pin ce bqt jir
一东一西	yqt dur yqt sqi
法利赛人	fat lei coi yqn
总装备部	jur jor bei bou
听其言而观其行	tir kei yin yi gun kei hqr
嬲到弹起	nqu dou dan hei
有征无战	yqu jir mou jin
腾云驾雾	tqr wqn ga mou
偷梁换柱	tqu lzr wun cv
封妻荫子	fur cqi yqm ji
陀思妥也夫斯基	to si to ya fu si gei
天雨路滑	tin yv lou wat
网开三面	mor hoi sam min
旱涝保收	hon lou bou squ
买椟还珠	mai duk wan jv
榛狉未改	jxn pei mei goi
刻鹄类鹜	hqk huk lxi mou
白眉秧鸡	bak mei yzr gqi
阿狗阿猫	a gqu a mau
一只狗噉	yqt jek gqu gqm
加利福尼亚州	ga lei fuk nei a jqu
野鼬瓣花	ye yqu ban fa
隐栖动物学	yqn cqi dur mqt hok
乍青乍白	ja cer ja bak
三趾滨鹬	sam ji bqn wqt
蓝胸秧鸡	lam hur yzr gqi
不辨菽麦	bqt bin suk mqk
大江健三郎	dai gor gin sam lor
蓝大翅鸲	lam dai ci kxi
牙牙学语	ra ra hok yv
凤头雀嘴鹎	fur tqu jzk jxi bei
布拉迪斯拉发	bou lai dik si lai fat
白眶斑翅鹛	bak zar ban ci mei
抹不下脸	mut bqt ha lim
沃罗湼日	yuk lo nip yqt
炒虾拆蟹	cau ha cak hai
过意唔去	xo yi m hxi
找不着北	jau bqt jzk bqk
丧家之犬	sor ga ji hvn
无党派投票人	mou dor pai tqu piu yqn
喜出望外	hei cxt mor roi
好整以暇	hou jir yi ha
暮鼓晨钟	mou gu sqn jur
莱温斯基	loi wqn si gei
双周期性	szr jqu kei sir
三个臭皮匠胜过一个诸葛亮	sam go cqu pei jzr sir xo yqt go jv got lzr
安克雷奇	on hqk lxi kei
矮脚苦蒿	qi gzk fu hou
叙功行赏	jxi gur hqr szr
灰头麦鸡	fui tqu mqk gqi
源远流长	yvn yvn lqu czr
布尔乔亚	bou yi kiu a
沙塘口山	sa tor hqu san
多一事长一智	do yqt si jzr yqt ji
貌合神离	mau hqp sqn lei
隆林各族自治县	lur lqm gok juk ji ji yvn
发冠卷尾	fat gun gvn mei
可遇不可求	ho yv bqt ho kqu
长驱直入	czr kxi jik yqp
竭泽而渔	kit jak yi yv
撒都该人	sat dou goi yqn
硕学通儒	sek hok tur yv
阿塞拜疆人	a coi bai gzr yqn
拉脱维亚	lai tvt wqi a
虾兵蟹将	ha bir hai jzr
目不暇接	muk bqt ha jip
赛德克族	coi dqk hqk juk
阿尔坎塔拉	a yi hqm tap lai
怀氏虎鸫	wai si fu dur
算哪根葱	svn na gqn cur
普天同庆	pou tin tur hir
乱臣贼子	lvn sqn cak ji
水至清则无鱼	sxi ji cir jqk mou yv
人是铁饭是钢	yqn si tit fan si gor
拉布拉多	lai bou lai do
兢兢业业	gir gir yip yip
继往开来	gqi wor hoi loi
心肺复苏法	sqm fqi fuk sou fat
卡波耶拉	ka bo ye lai
三九两丁七	sam gqu lzr dir cqt
闻所未闻	mqn so mei mqn
南达科他	nam dat fo ta
