的	dik
筋骨	gan gwat
筍乾	seon gon
筍價	seon gaa
筍嘢	seon je
筍盤	seon pun
筏子	fat zi
筐篋	hong haap
筐篋中物	hong haap zung mat
筑波	zuk bo
筒倉	tung cong
筒子	tung zi
筒燈	tung dang
筒裙	tung kwan
筒閥	tung fat
答允	daap wan
答卷	daap gyun
答問	daap man
答嘴	daap zeoi
答對	daap deoi
答復	daap fuk
答應	daap jing
答拜	daap baai
答數	daap sou
答案	daap on
答理	daap lei
答疑	daap ji
答白	daap baak
答禮	daap lai
答腔	daap hong
答覆	daap fuk
答訕	daap saan
答訪	daap fong
答詞	daap ci
答話	daap waa
答謝	daap ze
答辨	daap bin
答辯	daap bin
答錄機	daap luk gei
答非所問	daap fei so man
筕篖	hang tang
策劃	caak waak
策劃人	caak waak jan
策劃者	caak waak ze
策勒	caak lak
策勒縣	caak lak jyun
策動	caak dung
策勵	caak lai
策反	caak faan
策問	caak man
策士	caak si
策應	caak jing
策源地	caak jyun dei
策略	caak loek
策畫	caak waak
策試	caak si
策論	caak leon
策謀	caak mau
策馬	caak maa
策騎	caak ke
筠連	gwan lin
筠連縣	gwan lin jyun
筲箍	saau ku
筲箕	saau gei
筲箕灣	saau gei waan
筵上	jin soeng
筵席	jin zik
筵席捐	jin zik gyun
筵讌	jin jin
筷子	faai zi
筷子基	faai zi gei
筷子架	faai zi gaa
筷子筒	faai zi tung
筷子芥	faai zi gaai
箋注	zin zyu
箍嘴	ku zeoi
箍子	ku zi
箍帶	ku daai
箍桶	ku tung
箍桶匠	ku tung zoeng
箍桶店	ku tung dim
箍煲	ku bou
箍牙	ku ngaa
箍節兒	ku zit ji
箍緊	ku gan
箍臣	ku san
箍頸	ku geng
箍頸黨	ku geng dong
箍麻	ku maa
箕子	gei zi
箕斗	gei dau
算不了	syun bat liu
算不得	syun bat dak
算了	syun liu
算你夠運	syun nei gau wan
算你狠	syun nei han
算係	syun hai
算出	syun ceot
算力	syun lik
算卦	syun gwaa
算吧啦	syun baa laa
算命	syun meng
算命先生	syun meng sin saang
算命家	syun meng gaa
算命者	syun meng ze
算哪根蔥	syun naa gan cung
算好	syun hou
算子	syun zi
算帳	syun zoeng
算式	syun sik
算數	syun sou
算是	syun si
算死草	syun sei cou
算法	syun faat
算盤	syun pun
算盤子	syun pun zi
算罷啦	syun baa laa
算老幾	syun lou gei
算術	syun seot
算術平均	syun seot ping gwan
算術平均數	syun seot ping gwan sou
算術式	syun seot sik
算術級數	syun seot kap sou
算計	syun gai
算話	syun waa
算賬	syun zoeng
箜篌	hung hau
箜簧	hung wong
管不著	gun bat zoek
管中窺豹	gun zung kwai paau
管事	gun si
管井	gun zeng
管他三七二十一	gun taa saam cat ji sap jat
管他呢	gun taa ne
管他的	gun taa dik
管仲	gun zung
管保	gun bou
管制	gun zai
管取	gun ceoi
管圓線蟲	gun jyun sin cung
管城區	gun sing keoi
管城回族區	gun sing wui zuk keoi
管套	gun tou
管委會	gun wai wui
管子	gun zi
管子工	gun zi gung
管子鉗	gun zi kim
管家	gun gaa
管家職務	gun gaa zik mou
管工	gun gung
管座	gun zo
管弦樂	gun jin ngok
管弦樂團	gun jin ngok tyun
管弦樂隊	gun jin ngok deoi
管待	gun doi
管情	gun cing
管手管腳	gun sau gun goek
管扳手	gun baan sau
管控	gun hung
管教	gun gaau
管教無方	gun gaau mou fong
管束	gun cuk
管樂器	gun ngok hei
管治	gun zi
管燈	gun dang
管理	gun lei
管理人	gun lei jan
管理信息庫	gun lei seon sik fu
管理功能	gun lei gung nang
管理員	gun lei jyun
管理委員會	gun lei wai jyun wui
管理學	gun lei hok
管理學院	gun lei hok jyun
管理局	gun lei guk
管理層收購	gun lei cang sau kau
管理接口	gun lei zip hau
管理站	gun lei zaam
管理處	gun lei cyu
管理費	gun lei fai
管用	gun jung
管窺	gun kwai
管窺所及	gun kwai so kap
管紗	gun saa
管線	gun sin
管胞	gun baau
管見	gun gin
管見所及	gun gin so kap
管路	gun lou
管轄	gun hat
管道	gun dou
管道運輸	gun dou wan syu
管鉗	gun kim
管閒事	gun haan si
管風琴	gun fung kam
管龠	gun joek
箭嘴	zin zeoi
箭在弦上	zin zoi jin soeng 
箭桿	zin gon
箭步	zin bou
箭毒蛙	zin duk waa
箭竹	zin zuk
箭術	zin seot
箭豬	zin zyu
箭鏃	zin zuk
箭靶	zin baa
箭頭	zin tau
箭頭鍵	zin tau gin
箭魚	zin jyu
箱子	soeng zi
箱根	soeng gan
箱梁	soeng loeng
箱篋	soeng haap
箱籠	soeng lung
箱頭筆	soeng tau bat
箴言	zam jin
節上生枝	zit soeng sang zi
節令	zit ling
節候	zit hau
節假日	zit gaa jat
節儉	zit gim
節制	zit zai
節哀	zit oi
節哀順變	zit oi seon bin
節外生枝	zit ngoi sang zi
節奏	zit zau
節奏口技	zit zau hau gei
節奏布魯斯	zit zau bou lou si
節子	zit zi
節度使	zit dou si
節律	zit leot
節慶	zit hing
節拍	zit paak
節拍器	zit paak hei
節操	zit cou
節支	zit zi
節支動物	zit zi dung mat
節日	zit jat
節期	zit kei
節本	zit bun
節氣	zit hei
節氣門	zit hei mun
節水	zit seoi
節油	zit jau
節流	zit lau
節流踏板	zit lau daap baan
節流閥	zit lau fat
節烈	zit lit
節瓜	zit gwaa
節用	zit jung
節略	zit loek
節略本	zit loek bun
節疤	zit baa
節瘤	zit lau
節目	zit muk
節省	zit saang
節節	zit zit
節約	zit joek
節約能源	zit joek nang jyun
節肢介體病毒	zit zi gaai tai beng duk
節肢動物	zit zi dung mat
節育	zit juk
節能	zit nang
節能燈	zit nang dang
節衣縮食	zit ji suk sik
節足動物	zit zuk dung mat
節選	zit syun
節錄	zit luk
節間	zit gaan
節電	zit din
節食	zit sik
節餘	zit jyu
節骨眼	zit gwat ngaan
節骨眼兒	zit gwat ngaan ji
節點	zit dim
範例	faan lai
範公偁	faan gung cing
範圍	faan wai
範式	faan sik
範德格拉夫	faan dak gaak laai fu
範德格拉夫起電機	faan dak gaak laai fu hei din gei
範德瓦耳斯	faan dak ngaa ji si
範德瓦耳斯力	faan dak ngaa ji si lik
範文	faan man
範本	faan bun
範疇	faan cau
範疇論	faan cau leon
範縣	faan jyun
篆刻	syun hak
篆工	syun gung
篆書	syun syu
篆體	syun tai
篇幅	pin fuk
篇目	pin muk
篇章	pin zoeng
篇韻	pin wan
築土牆	zuk tou coeng
築城	zuk sing
築堤	zuk tai
築室道謀	zuk sat dou mau
築路	zuk lou
篋笥	haap zi
篋篋	haap haap
篋衍	haap jin
篔簹	wan dong
篔簹湖	wan dong wu
篙竹	gou zuk
篝火	gau fo
篝火狐鳴	gau fo wu ming
篡位	saan wai
篡奪	saan dyut
篡弒	saan si
篡改	saan goi
篡政	saan zing
篡權	saan kyun
篡竊	saan sit
篡立	saan laap
篡賊	saan caak
篡軍	saan gwan
篡逆	saan jik
篡黨	saan dong
篤信	duk seon
篤信好學	duk seon hou hok
篤厚	duk hau
篤學	duk hok
篤守	duk sau
篤定	duk ding
篤實	duk sat
篤專	duk zyun
篤底	duk dai
篤志	duk zi
篤愛	duk oi
篤摯	duk zi
篤數	duk sou
篤波	duk bo
篤爆	duk baau
篤病	duk beng
篤眼篤鼻	duk ngaan duk bei
篤穿	duk cyun
篤背脊	duk bui zek
篤行	duk hang
篤誠	duk sing
篦子	bei zi
篦頭	bei tau
篩子	sai zi
篩查	sai caa
篩檢	sai gim
篩法	sai faat
篩糠	sai hong
篩身篩勢	sai san sai sai
篩選	sai syun
篩除	sai ceoi
篩骨	sai gwat
篳路藍縷	bat lou laam leoi
篳門閨竇	bat mun gwai dau
篷布	pung bou
篷蓋佈	pung goi bou
篷車	pung ce
篷頂	pung deng
篾片	mit pin
篾青	mit ceng
簇射	cuk se
簇擁	cuk jung
簇新	cuk san
簇莖石竹	cuk ging sek zuk
簉室	zou sat
簌簌	cuk cuk
簌簌發抖	cuk cuk faat dau
簍休	lau jau
簕竇	lak dau
簞笥	daan zi
簞食壺漿	daan sik wu zoeng
簞食瓢飲	daan sik piu jam
簡介	gaan gaai
簡便	gaan bin
簡冊	gaan caak
簡則	gaan zak
簡化	gaan faa
簡化字	gaan faa zi
簡化漢字	gaan faa hon zi
簡史	gaan si
簡單	gaan daan
簡單化	gaan daan faa
簡單地說	gaan daan dei syut
簡單明瞭	gaan daan ming liu
簡單網絡管理協議	gaan daan mong lok gun lei hip ji
簡報	gaan bou
簡寫	gaan se
簡帖	gaan tip
簡帖兒	gaan tip ji
簡慢	gaan maan
簡括	gaan kut
簡明	gaan ming
簡易	gaan ji
簡易棚	gaan ji paang
簡易爆炸裝置	gaan ji baau zaa zong zi
簡本	gaan bun
簡樸	gaan pok
簡歷	gaan lik
簡氏防務週刊	gaan si fong mou zau hon
簡潔	gaan git
簡煉	gaan lin
簡略	gaan loek
簡略見告	gaan loek gin gou
簡直	gaan zik
簡短	gaan dyun
簡短介紹	gaan dyun gaai siu
簡稱	gaan cing
簡章	gaan zoeng
簡筆	gaan bat
簡筆字	gaan bat zi
簡簡單單	gaan gaan daan daan
簡約	gaan joek
簡編	gaan pin
簡練	gaan lin
簡縮	gaan suk
簡繁	gaan faan
簡繁轉換	gaan faan zyun wun
簡而言之	gaan ji jin zi
簡裝	gaan zong
簡要	gaan jiu
簡要介紹	gaan jiu gaai siu
簡言之	gaan jin zi
簡訊	gaan seon
簡諧	gaan haai
簡諧振動	gaan haai zan dung
簡諧波	gaan haai bo
簡諧運動	gaan haai wan dung
簡譜	gaan pou
簡述	gaan seot
簡陋	gaan lau
簡陽	gaan joeng
簡陽市	gaan joeng si
簡體	gaan tai
簡體字	gaan tai zi
簧片	wong pin
簧管	wong gun
簧舌	wong sit
簧風琴	wong fung kam
簪花	zaam faa
簷口	jim hau
簷篷	jim pung
簷蛇	jim se
簸揚	bo joeng
簸穀	bo guk
簸箕	bo gei
簸蕩	bo dong
簽保	cim bou
簽入	cim jap
簽出	cim ceot
簽到	cim dou
簽名	cim meng
簽呈	cim cing
簽咭	cim kaat
簽唱會	cim coeng wui
簽字	cim zi
簽字筆	cim zi bat
簽字者	cim zi ze
簽字費	cim zi fai
簽定	cim ding
簽收	cim sau
簽派室	cim paai sat
簽發	cim faat
簽發地點	cim faat dei dim
簽發日期	cim faat jat kei
簽章	cim zoeng
簽約	cim joek
簽約獎金	cim joek zoeng gam
簽紙	cim zi
簽署	cim cyu
簽訂	cim ding
簽訂合同	cim ding hap tung
簽語餅	cim jyu beng
簽證	cim zing
簽賬	cim zoeng
簾子	lim zi
簾布	lim bou
簾幕	lim mok
簿仔	bou zai
簿冊	bou caak
簿子	bou zi
簿籍	bou zik
簿記	bou gei
簿記管理員	bou gei gun lei jyun
籀文	zau man
籀書	zau syu
籃圈	laam hyun
籃子	laam zi
籃板	laam baan
籃板球	laam baan kau
籃球	laam kau
籃球場	laam kau coeng
籃筐	laam kwaang
籌備	cau bei
籌出	cau ceot
籌劃	cau waak
籌募	cau mou
籌商	cau soeng
籌委會	cau wai wui
籌子	cau zi
籌建	cau gin
籌思	cau si
籌拍	cau paak
籌措	cau cou
籌款	cau fun
籌略	cau loek
籌畫	cau waak
籌碼	cau maa
籌算	cau syun
籌謀	cau mau
籌議	cau ji
籌資	cau zi
籌辦	cau baan
籌錢	cau cin
籌集	cau zaap
籌馬	cau maa
籍籍	zik zik
籍貫	zik gun
籠嘴	lung zeoi
籠子	lung zi
籠屋	lung nguk
籠屜	lung tai
籠檻	lung haam
籠絡	lung lok
籠統	lung tung
籠罩	lung zaau
籠裏雞作反	lung leoi gai zok faan
籠頭	lung tau
籠鳥	lung niu
籠鳥檻猿	lung niu haam jyun
籠𨋢	lung lip
籤條	cim tiu
籬垣	lei wun
籬笆	lei baa
籮噼	lo pet
籮底橙	lo dai caang
籮筐	lo hong
米倉	mai cong
米其林	mai kei lam
米凱拉	mai hoi laai
米利班德	mai lei baan dak
米制	mai zai
米國	mai gwok
米夫	mai fu
米奇	mai kei
米奇老鼠	mai kei lou syu
米已成炊	mai ji sing ceoi
米底亞	mai dai aa
米德爾伯里	mai dak ji baak lei
米拉	mai laai
米易	mai jik
米易縣	mai jik jyun
米林	mai lam
米林縣	mai lam jyun
米果	mai gwo
米格	mai gaak
米歇爾	mai hit ji
米歐	mai au
米泉	mai cyun
米泉市	mai cyun si
米漿	mai zoeng
米爾斯	mai ji si
米爾頓	mai ji deon
米突	mai dat
米粉	mai fan
米粉肉	mai fan juk
米粒	mai lap
米粒組織	mai lap zou zik
米粥	mai zuk
米糠	mai hong
米納爾迪	mai naap ji dik
米線	mai sin
米缸	mai gong
米羅	mai lo
米老鼠	mai lou syu
米脂	mai zi
米脂縣	mai zi jyun
米舖	mai pou
米色	mai sik
米芾	mai fat
米蘭	mai laan
米蘭花	mai laan faa
米袋子	mai doi zi
米該亞	mai goi aa
米諾安	mai nok on
米路	mai lou
米通	mai tung
米酒	mai zau
米醋	mai cou
米鋪	mai pou
米開朗基羅	mai hoi long gei lo
米開蘭基羅	mai hoi laan gei lo
米雪	mai syut
米飯	mai faan
米飯班主	mai faan baan zyu
米高揚	mai gou joeng
米高積遜	mai gou zik seon
米麴菌	mai kuk kwan
米麵	mai min
米黃	mai wong
籼稻	sin dou
籼米	sin mai
籽實	zi sat
粉刷	fan caat
粉刺	fan ci
粉土	fan tou
粉塵	fan can
粉墨登場	fan mak dang coeng
粉嶺	fan leng
粉底	fan dai
粉撲	fan pok
粉擦	fan caat
粉末	fan mut
粉板	fan baan
粉果	fan gwo
粉條	fan tiu
粉牆	fan coeng
粉盒	fan hap
粉砂岩	fan saa ngaam
粉砂石	fan saa sek
粉碎	fan seoi
粉碎機	fan seoi gei
粉竇	fan dau
粉筆	fan bat
粉粿	fan gwo
粉紅	fan hung
粉紅山椒鳥	fan hung saan ziu niu
粉紅椋鳥	fan hung loeng niu
粉紅燕鷗	fan hung jin au
粉紅胸鷚	fan hung hung lau
粉紅腹嶺雀	fan hung fuk ling zoek
粉紅色	fan hung sik
粉絲	fan si
粉腸	fan coeng
粉色	fan sik
粉芡	fan him
粉角	fan gok
粉身碎骨	fan san seoi gwat
粉領	fan leng
粉頭	fan tau
粉飾	fan sik
粉飾太平	fan sik taai ping
粉飾昇平	fan sik sing ping
粉餅	fan beng
粉黛	fan doi
粒子	lap zi
粒子加速器	lap zi gaa cuk hei
粒子束	lap zi cuk
粒子流	lap zi lau
粒子物理	lap zi mat lei
粒子物理學	lap zi mat lei hok
粒徑	lap ging
粒狀	lap zong
粒白細胞	lap baak sai baau
粒粒	lap lap
粒細胞	lap sai baau
粒聲唔出	lap seng m ceot
粒聲都唔出	lap sing dou m ceot
粗人	cou jan
粗估	cou gu
粗俗	cou zuk
粗劣	cou lyut
粗劣作品	cou lyut zok ban
粗厲	cou lai
粗口	cou hau
粗口爛舌	cou hau laan sit
粗啞	cou aa
粗嚡	cou haai
粗壯	cou zong
粗大	cou daai
粗心	cou sam
粗心大意	cou sam daai ji
粗手粗腳	cou sau cou goek
粗放	cou fong
粗暴	cou bou
粗枝大葉	cou zi daai jip
粗榧	cou fei
粗活	cou wut
粗淺	cou cin
粗獷	cou gwong
粗率	cou seot
粗生	cou sang
粗生粗養	cou saang cou joeng
粗略	cou loek
粗疏	cou so
粗砂	cou saa
粗笨	cou ban
粗管麵	cou gun min
粗糙	cou cou
粗糧	cou loeng
粗糲	cou lai
粗細	cou sai
粗線條	cou sin tiu
粗聲粗氣	cou seng cou hei
粗茶淡飯	cou caa daam faan
粗莽	cou mong
粗著	cou zoek
粗製濫造	cou zai laam zou
粗話	cou waa
粗語	cou jyu
粗豪	cou hou
粗身大勢	cou san daai sai
粗鄙	cou pei
粗重	cou cung
粗重嘢	cou cung je
粗重工夫	cou cung gung fu
粗野	cou je
粗陋	cou lau
粗飯	cou faan
粗體	cou tai
粗體字	cou tai zi
粗魯	cou lou
粗鹵	cou lou
粗鹽	cou jim
粘乎乎	nim fu fu
粘合	nim hap
粘合劑	nim hap zai
粘土	nim tou
粘度	nim dou
粘性	nim sing
粘性力	nim sing lik
粘木	nim muk
粘涎	nim jin
粘液	nim jik
粘滑	nim waat
粘滯	nim zai
粘滯性	nim zai sing
粘皮帶骨	nim pei daai gwat
粘皮著骨	nim pei zoek gwat
粘稠	nim cau
粘米	zim mai
粘粘	nim nim
粘糊	nim wu
粘結	nim git
粘纏	nim cin
粘聚	nim zeoi
粘膜	nim mok
粘膠	nim gaau
粘膠液	nim gaau jik
粘菌	nim kwan
粘著	nim zoek
粘著力	nim zoek lik
粘著性	nim zoek sing
粘蟲	nim cung
粘貼	nim tip
粘連	nim lin
粘附	nim fu
粟米	suk mai
粟米油	suk mai jau
粟米片	suk mai pin
粟米羹	suk mai gang
粟粉	suk fan
粟裕	suk jyu
粢飯	ci faan
粤文	jyut man
粤西	jyut sai
粥少僧多	zuk siu zang do
粥廠	zuk cong
粥棚	zuk paang
粥樣硬化	zuk joeng ngaang faa
粲夸克	caan kwaa hak
粲然	caan jin
粳稻	gang dou
粳米	gang mai
粵人	jyut jan
粵劇	jyut kek
粵拼	jyut ping
粵文	jyut man
粵曲	jyut kuk
粵東	jyut dung
粵海	jyut hoi
粵漢鐵路	jyut hon tit lou
粵省	jyut saang
粵菜	jyut coi
粵西	jyut sai
粵語	jyut jyu
粵語拼音	jyut jyu ping jam
粵語正音運動	jyut jyu zing jam wan dung
粵語殘片	jyut jyu caan pin
粵語流行曲	jyut jyu lau hang kuk
粵語片	jyut jyu pin
粵語白話文	jyut jyu baak waa man
粵語長片	jyut jyu coeng pin
粼粼	leon leon
粽子	zung zi
精乖	zeng gwaai
精乖伶俐	zeng gwaai ling lei
精乖靈利	zeng gwaai ling lei
精人出口笨人出手	zeng jan ceot hau ban jan ceot sau
精仔	zing zai
精伶	zing ling
精光	zing gwong
精兵	zing bing
精出骨	zing ceot gwat
精力	zing lik
精力充沛	zing lik cung pui
精叻	zeng lek
精品	zing ban
精品店	zing ban dim
精囊	zing nong
精埋一便	zing maai jat bin
精妙	zing miu
精子	zing zi
精子密度	zing zi mat dou
精密	zing mat
精密儀器	zing mat ji hei
精密化	zing mat faa
精密陶瓷	zing mat tou ci
精巢	zing caau
精工	zing gung
精巧	zing haau
精幹	zing gon
精幹高效	zing gon gou haau
精度	zing dou
精彩	zing coi
精微	zing mei
精心	zing sam
精悍	zing hon
精打光	zing daa gwong
精打細算	zing daa sai syun
精挑細選	zing tiu sai syun
精於	zing jyu
精於此道	zing jyu ci dou
精明	zing ming
精明強幹	zing ming koeng gon
精明能幹	zing ming nang gon
精校本	zing gaau bun
精武門	zing mou mun
精歸左	zeng gwai zo
精氣神	zing hei san
精氨酸	zing on syun
精河	zing ho
精河縣	zing ho jyun
精油	zing jau
精液	zing jik
精深	zing sam
精減	zing gaam
精湛	zing zaam
精準	zing zeon
精煉	zing lin
精煉廠	zing lin cong
精當	zing dong
精疲力盡	zing pei lik zeon
精疲力竭	zing pei lik kit
精瘦	zing sau
精白	zing baak
精益求精	zing jik kau zing
精盡人亡	zing zeon jan mong
精研	zing jin
精確	zing kok
精確度	zing kok dou
精礦	zing kwong
精神	zing san
精神健康	zing san gin hong
精神分析	zing san fan sik
精神分裂	zing san fan lit
精神分裂症	zing san fan lit zing
精神奕奕	zing san jik jik
精神學	zing san hok
精神學家	zing san hok gaa
精神官能症	zing san gun nang zing
精神崩潰	zing san bang kui
精神性	zing san sing
精神性厭食症	zing san sing jim sik zing
精神恍惚	zing san fong fat
精神抖擻	zing san dau sau
精神支柱	zing san zi cyu
精神文明	zing san man ming
精神滿腹	zing san mun fuk
精神煥發	zing san wun faat
精神爽利	zing san song lei
精神狀態	zing san zong taai
精神狂亂	zing san kwong lyun
精神生活	zing san sang wut
精神疾病	zing san zat beng
精神病	zing san beng
精神病學	zing san beng hok
精神病患	zing san beng waan
精神病醫院	zing san beng ji jyun
精神病院	zing san beng jyun
精神療法	zing san liu faat
精神百倍	zing san baak pui
精神科	zing san fo
精神藥物	zing san joek mat
精神衰弱	zing san seoi joek
精神訓話	zing san fan waa
精神財富	zing san coi fu
精神錯亂	zing san co lyun
精神領袖	zing san ling zau
精神飽滿	zing san baau mun
精算	zing syun
精算師	zing syun si
精簡	zing gaan
精簡機構	zing gaan gei kau
精簡開支	zing gaan hoi zi
精米	zing mai
精粹	zing seoi
精糧	zing loeng
精細	zing sai
精練	zing lin
精緻	zing zi
精美	zing mei
精義	zing ji
