一個	yrt go
無出其右	mou c;t kei yru
冇出息	mou c;t sik
毛出在羊身上	mou c;t zoi y;j srn s;j
武打片	mou da pin
母帶	mou dai
冒大不韙	mou dai brt wri
冇大冇細	mou dai mou sri
無大無小	mou dai mou siu
冇膽	mou dam
冇膽匪類	mou dam fei l;i
無膽匪類	mou dam fei l;i
冇膽鬼	mou dam xri
冇啖好食	mou dam hou sik
武旦	mou dan
母彈	mou dan
冇搭霎	mou dap sap
冇搭颯	mou dap sap
無棣	mou dri
無底坑	mou dri haj
無棣縣	mou dri yvn
毛鄧三	mou drj sam
冇得	mou drk
武德	mou drk
無得彈	mou drk dan
冇得頂	mou drk dij
冇得揀	mou drk gan
冇得傾	mou drk kij
冇得彈	mou drk tan
模特兒	mou drk yi
武丁	mou dij
武定	mou dij
冇定性	mou dij sij
無定形碳	mou dij yij tan
武定縣	mou dij yvn
冇定準	mou dij z;n
耄耋之年	mou dit zi nin
無秩序	mou dit z;i
母黨	mou doj
無黨派投票人	mou doj pai tru piu yrn
墓道	mou dou
武都	mou dou
無道	mou dou
武都區	mou dou k;i
武都市	mou dou si
慕道友	mou dou yru
冇埞企	mou dej kei
無冬無夏	mou duj mou ha
無動於中	mou duj yv zuj
巫毒	mou duk
無毒不丈夫	mou duk brt z;j fu
巫毒教	mou duk gau
無端白事	mou dvn bak si
無端端	mou dvn dvn
募化	mou fa
霧化機	mou fa gei
霧化器	mou fa hei
無花植物	mou fa zik mrd
模塊板	mou fai ban
模塊單元	mou fai dan yvn
模塊化	mou fai fa
模塊化理論	mou fai fa lei l;n
模塊式	mou fai sik
蕪繁	mou fan
冒犯者	mou fan ze
無法替代	mou fat tri doi
無法挽救	mou fat wan gru
無法忍受	mou fat yrn sru
無法形容	mou fat yij yuj
無分	mou frn
無貨	mou fo
無方	mou foj
模仿品	mou foj brn
冇符	mou fu
無符號	mou fu hou
母蜂	mou fuj
霧峰	mou fuj
冒風險	mou fuj him
霧峰鄉	mou fuj h;j
無縫連接	mou fuj lin zip
無風三尺浪	mou fuj sam cek loj
帽峰山	mou fuj san
無福消受	mou fuk siu sru
無咖啡因	mou ga fe yrn
冇家教	mou ga gau
無家教	mou ga gau
無價珍珠	mou ga zrn zv
冇解	mou gai
無奸不商	mou gan brt s;j
冇交易	mou gau yik
冇計	mou gri
冇咁好氣	mou grm hou hei
冇根蔸	mou grn
毛根	mou grn
毛茛	mou grn
毛巾褸	mou grn lru
冇緊要	mou grn yiu
暮景	mou gij
武經七書	mou gij crt sv
武警戰士	mou gij zin si
武經總要	mou gij zuj yiu
無極縣	mou gik yvn
霧件	mou gin
武岡	mou goj
武江	mou goj
母港	mou goj
舞鋼	mou goj
武江區	mou goj k;i
武岡市	mou goj si
舞鋼市	mou goj si
母機	mou gei
舞妓	mou gei
無機化合物	mou gei fa hrp mrd
冇幾何	mou gei ho
無機物	mou gei mrd
冇幾耐	mou gei noi
冇記性	mou gei sij
巫蠱	mou gu
暮鼓晨鐘	mou gu srn zuj
巫蠱之禍	mou gu zi wo
無功不受祿	mou guj brt sru luk
冇公德心	mou guj drk srm
武功高強	mou guj gou k;j
武功山	mou guj san
無功受祿	mou guj sru luk
母公司	mou guj si
武功縣	mou guj yvn
毛公仔	mou guj zri
武功鎮	mou guj zrn
無局	mou guk
武館	mou gun
毛管	mou gun
毛管戙	mou gun doj
無怪乎	mou xai fu
無關大體	mou xan dai tri
冇關係	mou xan hri
冇鬼用	mou xri yuj
無隙可乘	mou xik ho sij
母國	mou xok
無國界	mou xok gai
無國界記者	mou xok gai gei ze
無國界醫生	mou xok gai yi srj
無國籍	mou xok zik
武舉	mou g;i
無腳蟹	mou g;k hai
毛腳漁鴞	mou g;k yv hiu
冇鞋挽屐走	mou hai wan kek zru
毛孩子	mou hai zi
墓坑	mou haj
毛坑	mou haj
墓坑夯土層	mou haj haj tou crj
母函數	mou ham sou
無限風光在險峰	mou han fuj xoj zoi him fuj
無限小	mou han siu
無限小數	mou han siu sou
巫峽	mou hap
武俠片	mou hap pin
巫覡	mou hrd
母系社會	mou hri se wui
無恆	mou hrj
無頜	mou hrp
無核化	mou hrt fa
無核區	mou hrt k;i
武侯	mou hru
毛口	mou hru
冇口齒	mou hru ci
武侯祠	mou hru ci
武侯區	mou hru k;i
冒險者	mou him ze
無何	mou ho
無可避免	mou ho bei min
無可匹敵	mou ho prt dik
誣害	mou hoi
冇行	mou hoj
武康鎮	mou hoj zrn
無殼蝸牛	mou hok wo jru
無殼族	mou hok zuk
武漢地區	mou hon dei k;i
武漢鋼鐵公司	mou hon goj tit guj si
冇好氣	mou hou hei
武器禁運	mou hei grm wrn
武器系統	mou hei hri tuj
武器可用物質	mou hei ho yuj mrt zrd
武器級	mou hei krp
武器級別材料	mou hei krp bit coi liu
無孔不鑽	mou huj brt zvn
母犬	mou hvn
毛血旺	mou hvt woj
武鄉	mou h;j
武鄉縣	mou h;j yvn
戊午	mou j
戊五醇	mou j s;n
無牙	mou ja
冇牙老虎	mou ja lou fu
冇瓦遮頭	mou ja ze tru
冇眼界	mou jan gai
冇眼屎乾淨盲	mou jan si gon zej maj
冇眼睇	mou jan tri
旄倪	mou jri
耄倪	mou jri
武藝高強	mou jri gou k;j
冇銀喺手	mou jrn hri sru
無鉤絛蟲	mou jru tou cuj
無我	mou jo
拇外翻	mou joi fan
巫溪	mou kri
武溪	mou kri
無稽	mou kri
巫溪縣	mou kri yvn
無及	mou krp
母球	mou kru
毛概	mou koi
務期	mou kei
旄期	mou kei
耄期	mou kei
無期別	mou kei bid
舞麒麟	mou kei l;n
帽箍兒	mou ku yi
無窮遠點	mou kuj yvn dim
無窮集	mou kuj zap
無窮序列	mou kuj z;i lid
無缺	mou kvd
母權制	mou kvn zri
無拘束	mou k;i cuk
武強	mou k;j
武強縣	mou k;j yvn
無啦啦	mou la la
毛拉	mou lai
姆拉迪奇	mou lai dik kei
毛冷	mou laj
冇甩拖	mou lrt to
模稜	mou lij
耄齡	mou lij
鶩舲	mou lij
武陵區	mou lij k;i
武陵源	mou lij yvn
無連接	mou lin zip
冇料	mou liu
冇料到	mou liu dou
無聊賴	mou liu lai
冇來由	mou loi yru
姆佬	mou lou
無路可逃	mou lou ho tou
無路可退	mou lou ho t;i
姆佬族	mou lou zuk
蕪俚	mou lei
冇厘搭霎	mou lei dap sap
冇釐搭霎	mou lei dap sap
霧里看花	mou lei hon fa
毛里裘斯	mou lei kru si
模里西斯	mou lei sri si
冇厘神氣	mou lei srn hei
冇釐神氣	mou lei srn hei
無理數	mou lei sou
無釐頭	mou lei tru
冇釐癮頭	mou lei yrn tru
冇理由	mou lei yru
無理由	mou lei yru
冇釐正經	mou lei zij gij
侮弄	mou luj
武隆	mou luj
舞弄	mou luj
武隆縣	mou luj yvn
無祿	mou luk
蕪劣	mou lvd
蕪累	mou l;i
冇雷公咁遠	mou l;i guj grm yvn
冇兩句	mou l;j g;i
無量壽	mou l;j sru
武略	mou l;k
無論何處	mou l;n ho cv
無論何事	mou l;n ho si
無論何時	mou l;n ho si
無論何人	mou l;n ho yrn
侮罵	mou ma
姆媽	mou ma
侮慢	mou man
霧幔	mou man
冇乜	mou mrd
冇米粥	mou mri zuk
冇紋路	mou mrn lou
冇紋冇路	mou mrn mou lou
冇問題	mou mrn tri
冇问题	mou mrn tri
無問題	mou mrn tri
冇乜好死	mou mrt hou sei
冇乜兩句	mou mrt l;j g;i
冇乜所謂	mou mrt so wri
冇乜嘢	mou mrt ye
冇乜滯	mou mrt zri
誣蔑	mou mid
武鳴	mou mij
冒名頂替者	mou mij dij tri ze
無名烈士墓	mou mij lit si mou
武鳴縣	mou mij yvn
無名戰士墓	mou mij zin si mou
無名戰死	mou mij zin sei
冇面	mou min
冇面俾	mou min bei
毋忘	mou moj
無網格法	mou moj gak fad
無毛	mou mou
無無端端	mou mou dvn dvn
毛毛公仔	mou mou guj zi
無無聊聊	mou mou liu liu
冒冒失失	mou mou srt srd
冇乜點	mou me dim
冇尾飛砣	mou mei fei to
冇尾飛陀	mou mei fei to
無尾熊	mou mei huj
無尾猿	mou mei yvn
霧蒙蒙	mou muj muj
無嗱嗱	mou na na
毛南族	mou nam zuk
母難日	mou nan yrd
冒納羅亞	mou nap lo a
武寧	mou nij
武寧縣	mou nij yvn
冇耐	mou noi
冇奈何	mou noi ho
毛囊	mou noj
冇腦	mou nou
冇你咁好氣	mou nei grm hou hei
慕尼克	mou nei hrk
無農藥	mou nuj y;k
婺女	mou n;i
巫女	mou n;i
舞孃	mou n;j
霧靄	mou oi
武安	mou on
武安市	mou on si
毛派	mou pai
武平	mou pij
武平縣	mou pij yvn
冇譜	mou pou
蕪鄙	mou pei
無菌性	mou qrn sij
母群體	mou qrn tri
嘸啥	mou sa
冇晒表情	mou sai biu cij
冇晒符	mou sai fu
武山	mou san
武山雞	mou san gri
巫山縣	mou san yvn
武山縣	mou san yvn
務使	mou sri
毛細孔	mou sri huj
無生命	mou srj mij
冒生命危險	mou srj mij jri him
毛鬙鬙	mou srj srj
無心插柳柳成蔭	mou srm cap lru lru sij yrm
無心插柳柳成陰	mou srm cap lru lru sij yrm
冇心肝	mou srm gon
冇心機	mou srm gei
冇心裝載	mou srm zoj zoi
無心裝載	mou srm zoj zoi
戊申	mou srn
戊辰	mou srn
毛神神	mou srn srn
無神神	mou srn srn
冇修	mou sru
冇收	mou sru
冇手尾	mou sru mei
毛收入	mou sru yrp
冇事	mou si
冇時	mou si
慕絲	mou si
耄思	mou si
無事不登三寶殿	mou si brt drj sam bou din
冇時定	mou si dij
武士刀	mou si dou
武士道	mou si dou
無絲分裂	mou si frn lid
無私顯見私	mou si hin gin si
無事獻殷勤非姦即盜	mou si hin yrn krn fei gan zik dou
無事可做	mou si ho zou
冇時冇候	mou si mou hru
武士彠	mou si wok
婺城	mou sij
武勝	mou sij
武城	mou sij
武聖	mou sij
無性繁殖	mou sij fan zik
冇醒起	mou sij hei
婺城區	mou sij k;i
武勝縣	mou sij yvn
武城縣	mou sij yvn
模式標本	mou sik biu bun
暮色蒼茫	mou sik coj moj
模式種	mou sik zuj
無綫	mou sin
無線電報	mou sin din bou
無線電傳呼機	mou sin din cvn fu gei
無線電管理委員會	mou sin din gun lei wri yvn wui
無線電廣播	mou sin din xoj bo
無線電收發機	mou sin din sru fat gei
無線電視	mou sin din si
無線電視翡翠台	mou sin din si fei c;i toi
無線電台	mou sin din toi
無線電接收機	mou sin din zip sru gei
無線網路	mou sin moj lou
無線上網	mou sin s;j moj
毛線衣	mou sin yi
毛線針	mou sin zrm
武仙座	mou sin zo
毛小囊	mou siu noj
舞小姐	mou siu ze
霧鎖	mou so
無所不賣	mou so brt mai
無所不至	mou so brt zi
無所屬	mou so suk
冇所謂	mou so wri
無所畏忌	mou so wri gei
母喪	mou soj
冇數為	mou sou wri
毛塑像	mou sou z;j
摹寫	mou se
模寫	mou se
冇死	mou sei
無聲狗	mou sej gru
無聲狗咬死人	mou sej gru jau sei yrn
冇聲氣	mou sej hei
冇聲冇氣	mou sej mou hei
墓石	mou sek
無錫新區	mou sek srn k;i
無錫縣	mou sek yvn
霧凇	mou suj
冒暑	mou sv
武宣	mou svn
母船	mou svn
無船承運人	mou svn sij wrn yrn
武宣縣	mou svn yvn
毛酸漿	mou svn z;j
戊戌	mou s;d
冇水	mou s;i
武水	mou s;i
毛遂	mou s;i
舞水端里	mou s;i dvn lei
冇相干	mou s;j gon
無霜期	mou s;j kei
無上裝	mou s;j zoj
戊醇	mou s;n
無信義	mou s;n yi
戊戌六君子	mou s;t luk xrn zi
戊戌維新	mou s;t wri srn
戊戌政變	mou s;t zij bin
武壇	mou tan
墓塔	mou tap
冒題	mou tri
母題	mou tri
冇睇頭	mou tri tru
冒頭	mou tru
無頭東宮	mou tru duj guj
冇頭烏蠅	mou tru wu yij
帽天山	mou tin san
冇天裝	mou tin zoj
毛條	mou tiu
無條件投降	mou tiu gin tru hoj
霧台	mou toi
霧台鄉	mou toi h;j
霧臺鄉	mou toi h;j
舞台劇	mou toi kek
舞台音樂	mou toi yrm jok
戊糖	mou toj
毛肚	mou tou
酕醄	mou tou
舞廳舞	mou tej mou
毛腿鵟	mou t;i qoj
毛腿沙雞	mou t;i sa gri
毛腿耳夜鷹	mou t;i yi ye yij
冇話	mou wa
無話不談	mou wa brt tam
摹畫	mou wak
無患子	mou wan zi
冇彎轉	mou wan zvn
蕪穢	mou wri
無維度	mou wri dou
武威地區	mou wri dei k;i
無胃口	mou wri hru
無畏號	mou wri hou
武威市	mou wri si
無為縣	mou wri yvn
毛窩	mou wo
武王伐紂	mou woj frt zru
冇王管	mou woj gun
模胡	mou wu
糢糊	mou wu
模糊邏輯	mou wu lo crp
蕪湖市	mou wu si
模糊數學	mou wu sou hok
蕪湖縣	mou wu yvn
舞會舞	mou wui mou
母音	mou yrm
無任	mou yrm
無任感激	mou yrm grm gik
冇陰功	mou yrm guj
母音調和	mou yrm tiu wo
冇癮	mou yrn
戊寅	mou yrn
模因	mou yrn
無癮	mou yrn
無人不	mou yrn brd
無人不曉	mou yrn brt hiu
無人不知	mou yrn brt zi
無人機	mou yrn gei
無印良品	mou yrn l;j brn
無人售票	mou yrn sru piu
冇人有	mou yrn yru
武邑	mou yrp
武邑縣	mou yrp yvn
無一事而不學無一時而不學無一處而不得	mou yrt si yi brt hok mou yrt si yi brt hok mou yrt cv yi brt drk
冇有	mou yru
無由	mou yru
無休無止	mou yru mou zi
冇有怕	mou yru pa
摹擬	mou yi
武義	mou yi
無已	mou yi
無義	mou yi
模擬放大器	mou yi foj dai hei
無倚無靠	mou yi mou kau
武夷山市	mou yi san si
冇耳性	mou yi sij
冇衣食	mou yi sik
模擬信號	mou yi s;n hou
無以為報	mou yi wri bou
無以為生	mou yi wri srj
武義縣	mou yi yvn
模形	mou yij
母嬰健康院	mou yij gin hoj yvn
戊型肝炎	mou yij gon yim
無形貿易	mou yij mru yik
無形輸出	mou yij sv c;d
無形中	mou yij zuj
冇益	mou yik
冇掩雞籠	mou yim gri luj
冇研究	mou yin gru
無言可對	mou yin ho d;i
無煙炭	mou yin tan
無業閑散	mou yip han san
毛腰	mou yiu
冇腰骨	mou yiu xrd
無腰骨	mou yiu xrd
冇嘢	mou ye
冇嘢到	mou ye dou
冇用	mou yuj
武勇	mou yuj
無庸	mou yuj
毛絨玩具	mou yuj wun g;i
毛絨絨	mou yuj yuj
無用之樹	mou yuj zi sv
無容置疑	mou yuj zi yi
母乳代	mou yv doi
母語教學	mou yv gau hok
無虞匱乏	mou yv xri frd
母乳餵養	mou yv wri y;j
武穴	mou yvd
募緣	mou yvn
婺源	mou yvn
騖遠	mou yvn
無遠弗屆	mou yvn frt gai
婺源縣	mou yvn yvn
武穴市	mou yvt si
無氧	mou y;j
舞陽	mou y;j
毛洋槐	mou y;j wai
舞陽縣	mou y;j yvn
無藥可救	mou y;k ho gru
冇揸拿	mou za na
毛澤東主義	mou zak duj zv yi
母質	mou zrd
無爭議	mou zrj yi
無針注射器	mou zrm zv se hei
冇走雞	mou zru gri
冇走盞	mou zru zan
冇走趲	mou zru zan
姆指	mou zi
戊子	mou zi
拇趾	mou zi
毛子	mou zi
毛痣	mou zi
無字碑	mou zi bei
無紙化	mou zi fa
無紙化辦公	mou zi fa ban guj
拇指甲	mou zi gap
無知覺	mou zi gok
毛子國	mou zi xok
帽子戲法	mou zi hei fad
無支祁	mou zi kei
母子垂直感染	mou zi s;i zik grm yim
蕪菁	mou zij
無徵不信	mou zij brt s;n
無精打彩	mou zij da coi
無政府狀態	mou zij fu zoj tai
蕪菁甘藍	mou zij grm lam
無晶圓	mou zij yvn
無精症	mou zij zij
武職	mou zik
武陟	mou zik
毛織品	mou zik brn
毛織物	mou zik mrd
毛織運動衫	mou zik wrn duj sam
武陟縣	mou zik yvn
拇戰	mou zin
毛氈	mou zin
無照經營	mou ziu gij yij
無助感	mou zo grm
戊唑醇	mou zo s;n
無狀	mou zoj
武裝衝突	mou zoj cuj drd
武裝份子	mou zoj frn zi
武裝警察	mou zoj gij cad
墓葬區	mou zoj k;i
墓葬群	mou zoj qrn
模組	mou zou
無做作	mou zou zok
無脊椎	mou zek z;i
無脊椎動物	mou zek z;i duj mrd
墓主	mou zv
毛豬	mou zv
無主見	mou zv gin
無主孤魂	mou zv gu wrn
無主失物	mou zv srt mrd
毛主義	mou zv yi
毛主席紀念堂	mou zv zik gei nim toj
毛主席萬歲	mou zv zik man s;i
毛主席語錄	mou zv zik yv luk
無罪抗辯	mou z;i koj bin
無罪推定	mou z;i t;i dij
帽匠	mou z;j
毛象	mou z;j
無將牌	mou z;j pai
無著	mou z;k
冇着落	mou z;k lok
冇着衫	mou z;k sam
冇著衫	mou z;k sam
冒著生命危險	mou z;k srj mij jri him
武進	mou z;n
武進區	mou z;n k;i
乜斜	me ce
孭重飛	me cuj fei
孭帶	me dai
孭袋	me doi
乜都	me dou
孭飛	me fei
孭起	me hei
歪哩歪斜	me li me ce
歪零歪秤	me lij me cij
咩料	me liu
咩咩	me me
孭數	me sou
孭書包	me sv bau
乜說話	me svt wa
乜水	me s;i
孭上身	me s;j srn
咩話	me wa
孭鑊	me wok
乜人	me yrn
乜野	me ye
咩嘢	me ye
孭債	me zai
孭仔	me zri
歪嘴	me z;i
尾班車	mei ban ce
靡不有初鮮克有終	mei brt yru co sin hrk yru zuj
未便	mei bin
未必見得	mei bit gin drk
微波天線	mei bo tin sin
微博客	mei bok hak
未報	mei bou
美差事	mei cai si
媚詞	mei ci
未簽字者	mei cim zi ze
味千拉麵	mei cin lai min
美朝	mei ciu
微創手術	mei coj sru s;d
尾車	mei ce
微速攝影	mei cuk sip yij
未處理	mei cv lei
美泉宮	mei cvn guj
未娶	mei c;i
未娶妻	mei c;i cri
尾場	mei c;j
未出貨	mei c;t fo
尾大不掉	mei dai brt diu
未達一間	mei dat yrt gan
未得	mei drk
未得自	mei drk zi
未得住	mei drk zv
眉豆	mei dru
微電子學	mei din zi hok
味碟	mei dip
眉黛	mei doi
美刀	mei dou
微動脈	mei duj mrk
美東時間	mei duj si gan
眉端	mei dvn
未發貨	mei fat fo
美髮師	mei fat si
糜費	mei fri
靡費	mei fri
微醺	mei frn
微分幾何	mei frn gei ho
微分幾何學	mei frn gei ho hok
微分學	mei frn hok
微火	mei fo
尾房	mei foj
未孵	mei fu
美孚	mei fu
美孚新邨	mei fu srn cvn
微服	mei fuk
尾款	mei fun
美加	mei ga
未解	mei gai
未解決	mei gai kvd
未解之謎	mei gai zi mri
眉間	mei gan
眉間輪	mei gan l;n
微膠囊技術	mei gau noj gei s;d
未敢苟同	mei grm gru tuj
未夠	mei gru
未夠班	mei gru ban
微徑	mei gij
未竟之志	mei gij zi zi
未經證實	mei gij zij srd
尾擊	mei gik
未見官先打三十大板	mei gin gun sin da sam srp dai ban
未結束	mei git cuk
味覺遲鈍	mei gok ci d;n
微機化	mei gei fa
美姑	mei gu
美姑河	mei gu ho
美姑縣	mei gu yvn
美工刀	mei guj dou
湄公河	mei guj ho
湄公河三角洲	mei guj ho sam gok zru
微管	mei gun
未冠	mei gun
微管蛋白	mei gun dan bak
美國參議院	mei xok cam yi yvn
美國全國廣播公司	mei xok cvn xok xoj bo guj si
美國存託憑證	mei xok cvn tok prj zij
美國電話電報公司	mei xok din wa din bou guj si
美國地質調查局	mei xok dei zrt diu ca guk
美國地質局	mei xok dei zrt guk
美國獨立戰爭	mei xok duk lap zin zrj
美國交會	mei xok gau wui
美國軍人	mei xok xrn yrn
美國廣播公司	mei xok xoj bo guj si
美國國徽	mei xok xok fri
美國國家航空航天局	mei xok xok ga hoj huj hoj tin guk
美國國家航天航空局	mei xok xok ga hoj tin hoj huj guk
美國國家偵察局	mei xok xok ga zij cat guk
美國國務院	mei xok xok mou yvn
美國國際集團	mei xok xok zri zap tvn
美國海軍	mei xok hoi xrn
美國海岸警衛隊	mei xok hoi jon gij wri d;i
美國航空	mei xok hoj huj
美國航空公司	mei xok hoj huj guj si
美國銀行	mei xok jrn hoj
美國佬	mei xok lou
美國聯邦儲備	mei xok lvn boj cv bei
美國聯邦航空局	mei xok lvn boj hoj huj guk
美國聯合通訊社	mei xok lvn hrp tuj s;n se
美國聯準	mei xok lvn z;n
美國能源部	mei xok nrj yvn bou
美國太空總署	mei xok tai huj zuj cv
美國運通	mei xok wrn tuj
美國人	mei xok yrn
美國人民	mei xok yrn mrn
美國有線新聞網	mei xok yru sin srn mrn moj
美國宇航局	mei xok yv hoj guk
美國資訊交換標準碼	mei xok zi s;n gau wun biu z;n ma
美國證券交易委員會	mei xok zij hvn gau yik wri yvn wui
美國在線	mei xok zoi sin
美國眾議院	mei xok zuj yi yvn
美國最高法院	mei xok z;i gou fat yvn
美國５１區	mei xok ５１k;i
微行	mei hrj
微克	mei hrk
尾喉	mei hru
尾後	mei hru
尾欠	mei him
未可厚非	mei ho hru fei
未可同日而語	mei ho tuj yrt yi yv
未學行先學走	mei hok haj sin hok zru
微汗	mei hon
微孔膜	mei huj mok
微血管	mei hvt gun
尾牙	mei ja
尾禡	mei ja
未艾	mei jai
眉眼傳情	mei jan cvn cij
媚外	mei joi
美溪	mei kri
美溪區	mei kri k;i
眉鉗	mei kim
未確定	mei kok dij
尾期	mei kei
尾鰭	mei kei
未決定	mei kvt dij
微辣	mei lad
美藍	mei lam
美蘭	mei lan
靡爛	mei lan
美蘭區	mei lan k;i
糜爛性毒劑	mei lan sij duk zri
美麗島	mei lri dou
美麗新世界	mei lri srn sri gai
美麗華酒店	mei lri wa zru dim
味醂	mei lrm
美林集團	mei lrm zap tvn
美粒果	mei lrp xo
微粒體	mei lrp tri
尾流	mei lru
美玲	mei lij
未來學	mei loi hok
未來派	mei loi pai
未來式	mei loi sik
未來業績	mei loi yip zik
未來主義	mei loi zv yi
美樂	mei lok
美洛昔康	mei lok sik hoj
美勞	mei lou
美利濱	mei lei brn
美利堅合衆國	mei lei gin hrp zuj xok
美利樓	mei lei lru
美利奴羊	mei lei nou y;j
寐龍	mei luj
尾龍骨	mei luj xrd
美祿	mei luk
尾閭骨	mei l;i xrd
微量白蛋白	mei l;j bak dan bak
美侖美奐	mei l;n mei wun
瞇埋眼	mei mai jan
未名	mei mij
未命名	mei mij mij
美眄	mei min
微秒	mei miu
微茫	mei moj
未亡人	mei moj yrn
微漠	mei mok
蘼蕪	mei mou
眉毛鉗	mei mou kim
眉毛鬍子一把抓	mei mou wu zi yrt ba za
