一个	yrt go
十国春秋	srp xok c;n cru
十居其九	srp g;i kei gru
十克	srp hrk
十项	srp hoj
什器	srp hei
湿气	srp hei
十五十六	srp j srp luk
十五日	srp j yrt
十五二十	srp j yi srp
湿立立	srp lap lap
拾零	srp lij
十里洋场	srp lei y;j c;j
十六国	srp luk xok
十六国春秋	srp luk xok c;n cru
湿渌渌	srp luk luk
湿漉漉	srp luk luk
十六位元	srp luk wri yvn
十六日	srp luk yrt
十六烷值	srp luk yvn zik
十六进位	srp luk z;n wri
十六进制	srp luk z;n zri
十万九千七	srp man gru cin crt
十万位	srp man wri
拾物	srp mrt
湿吻	srp mrn
十问九唔应	srp mrn gru m yij
湿淰淰	srp nrm nrm
湿𣲷𣲷	srp nrp nrp
湿黏	srp nim
十年唔耕九年唔种	srp nin m gaj gru nin m zuj
十年树木百年树人	srp nin sv muk bak nin sv yrn
湿婆	srp po
十扑	srp pok
湿坺坺	srp pet pet
十倍	srp pui
十三经	srp sam gij
十三恐惧症	srp sam huj g;i zij
十三日	srp sam yrt
十三幺	srp sam yiu
什刹海	srp sat hoi
湿身	srp srn
湿湿碎	srp srp s;i
湿湿碎碎	srp srp s;i s;i
十室九空	srp srt gru huj
湿星	srp sij
十成九稳	srp sij gru wrn
湿星嘢	srp sij ye
十兆	srp siu
十数	srp sou
十四K	srp sei kei
十四日	srp sei yrt
湿水	srp s;i
湿碎	srp s;i
湿水鸡	srp s;i gri
湿水狗上岸	srp s;i gru s;j jon
湿水榄核	srp s;i lam wrt
湿水炮仗	srp s;i pau z;j
十常侍	srp s;j si
湿透	srp tru
十天干	srp tin gon
十划都未有一撇	srp wak dou mei yru yrt pit
十画都未有一撇	srp wak dou mei yru yrt pit
十画未有一撇	srp wak mei yru yrt pit
十位	srp wri
湿温	srp wrn
拾获	srp wok
十日	srp yrt
拾音器	srp yrm hei
拾人牙慧	srp yrn ja wri
十人生九品	srp yrn saj gru brn
拾人涕唾	srp yrn tri to
什一奉献	srp yrt fuj hin
十一个字	srp yrt go zi
十一路	srp yrt lou
十日谈	srp yrt tam
十一日	srp yrt yrt
湿疣	srp yru
湿衣	srp yi
十二边形	srp yi bin yij
十二地支	srp yi dei zi
十二经	srp yi gij
十二经脉	srp yi gij mrk
十二角形	srp yi gok yij
十二宫	srp yi guj
十二码	srp yi ma
十二面体	srp yi min tri
十二平均律	srp yi pij xrn l;t
十二生肖	srp yi saj ciu
十二时辰	srp yi si srn
十二星座	srp yi sij zo
十二日	srp yi yrt
十二支	srp yi zi
湿热	srp yit
十亿位元	srp yik wri yvn
十堰市	srp yin si
什叶	srp yip
什叶派	srp yip pai
湿腰	srp yiu
十冤九仇	srp yvn gru sru
十月芥菜	srp yvt gai coi
湿润	srp y;n
湿润剂	srp y;n zri
涩滞	srp zri
湿滞	srp zri
十指不沾阳春水	srp zi brt zim y;j c;n s;i
十字锄	srp zi co
十字车	srp zi ce
十字花科	srp zi fa fo
十字架刑	srp zi ga yij
十字镐	srp zi gou
十字军东征	srp zi xrn duj zij
十字军远征	srp zi xrn yvn zij
十字镐	srp zi hou
十指孖埋	srp zi ma mai
十字丝	srp zi si
十字头螺刀	srp zi tru lo dou
十字形	srp zi yij
十字转门	srp zi zvn mun
十只手指有长短	srp zek sru zi yru c;j dvn
十足十	srp zuk srp
十进	srp z;n
十进算术	srp z;n svn s;t
十进位	srp z;n wri
十进位法	srp z;n wri fat
十进位制	srp z;n wri zri
失败乃成功之母	srt bai nai sij guj zi mou
失败是成功之母	srt bai si sij guj zi mou
失败主义	srt bai zv yi
实不相瞒	srt brt s;j mun
实变	srt bin
实变函数	srt bin ham sou
实变函数论	srt bin ham sou l;n
实报实销	srt bou srt siu
失恃	srt ci
失错	srt co
失打	srt da
失单	srt dan
失德	srt drk
虱多不痒	srt do brt y;j
失道	srt dou
失道寡助	srt dou xa zo
实地访视	srt dei foj si
实趯趯	srt dek dek
失独	srt duk
失独家庭	srt duk ga tij
失读症	srt duk zij
失婚	srt frn
实分析	srt frn sik
实况录音	srt foj luk yrm
实况转播	srt foj zvn bo
实付	srt fu
实斧实凿	srt fu srt zok
失悔	srt fui
失风	srt fuj
失欢	srt fun
失格	srt gak
实缴资本	srt giu zi bun
膝盖骨	srt goi xrt
实干家	srt gon ga
失惊无神	srt gej mou srn
实鼓实凿	srt gu srt zok
失效日期	srt hau yrt kei
失血性贫血	srt hvt sij prn hvt
实牙实齿	srt ja srt ci
实Q	srt kiu
失期	srt kei
失礼死人	srt lri sei yrn
失礼人	srt lri yrn
室乐	srt lok
实利主义	srt lei zv yi
失联	srt lvn
失迷	srt mri
实物教学	srt mrt gau hok
失物认领	srt mrt yij lij
失面子	srt min zi
失眠症	srt min zij
虱目鱼	srt muk yv
虱乸	srt na
虱乸	srt na
虱乸春	srt na c;n
虱乸春	srt na c;n
虱乸担枷	srt na dam ga
室内设计	srt noi cit gri
室内装潢	srt noi zoj woj
室女	srt n;i
实女	srt n;i
室女座	srt n;i zo
实心皮球	srt srm pei kru
实心实意	srt srm srt yi
失身分	srt srn frn
失失慌	srt srt foj
实受资本	srt sru zi bun
实收资本	srt sru zi bun
失匙夹万	srt si gap man
实食冇黐牙	srt sik mou ci ja
实线	srt sin
实数集	srt sou zap
实数值	srt sou zik
失写症	srt se zij
实属不易	srt suk brt yi
实岁	srt s;i
实相	srt s;j
膝上舞	srt s;j mou
膝上型	srt s;j yij
膝上型电脑	srt s;j yij din nou
膝袒	srt tan
失蹄	srt tri
实体层	srt tri crj
实体店	srt tri dim
失体面	srt tri min
失体统	srt tri tuj
膝头	srt tru
膝头大过髀	srt tru dai xo bei
膝头哥	srt tru go
膝头哥挢眼泪	srt tru go giu jan l;i
室町	srt tij
室町幕府	srt tij mok fu
失拖	srt to
失威	srt wri
失运	srt wrn
失魂	srt wrn
实稳	srt wrn
失魂鱼	srt wrn yv
失怙	srt wu
失仪	srt yi
失宜	srt yi
实意	srt yi
室迩人遐	srt yi yrn ha
失迎	srt yij
失忆症	srt yik zij
实验心理学	srt yim srm lei hok
实验室感染	srt yim srt grm yim
实验所	srt yim so
实业家	srt yip ga
失业者	srt yip ze
实用价值	srt yuj ga zik
失语症	srt yv zij
失责	srt zak
实际性	srt zri sij
实际应用	srt zri yij yuj
失枕	srt zrm
实肘	srt zru
失之东隅收之桑榆	srt zi duj yv sru zi soj yv
失之毫厘差以千里	srt zi hou lei ca yi cin lei
失之毫厘差之千里	srt zi hou lei ca zi cin lei
失之毫厘谬以千里	srt zi hou lei mru yi cin lei
实枳枳	srt zi zi
失智症	srt zi zij
实净	srt zij
实值	srt zik
失瞻	srt zim
失纵	srt zuj
实足	srt zuk
失诸交臂	srt zv gau bei
失坠	srt z;i
失张失智	srt z;j srt zi
失着	srt z;k
手坳	sru au
受靶	sru ba
手把	sru ba
瘦巴巴	sru ba ba
寿板	sru ban
首办	sru ban
手板眼见功夫	sru ban jan gin guj fu
手板心	sru ban srm
手板堂	sru ban toj
手板葫芦	sru ban wu lou
寿包	sru bau
受瘪	sru bit
守兵	sru bij
收报机	sru bou gei
寿保险公司	sru bou him guj si
收报室	sru bou srt
收保护费	sru bou wu fri
受保人	sru bou yrn
收报人	sru bou yrn
收报员	sru bou yvn
修补匠	sru bou z;j
首被告	sru bei gou
受病	sru bej
兽病理学	sru bej lei hok
手本	sru bun
首本	sru bun
手脖子	sru but zi
受茶礼	sru ca lri
收残缀轶	sru can z;i yrt
修齐	sru cri
首层	sru crj
搜寻	sru crm
搜寻器	sru crm hei
搜寻引擎	sru crm yrn kij
搜寻软体	sru crm yvn tri
手抽	sru cru
受持	sru ci
受词	sru ci
收词	sru ci
修辞格	sru ci gak
首次公开招股	sru ci guj hoi ziu gu
修辞学	sru ci hok
首次注视时间	sru ci zv si si gan
守清	sru cij
受惩罚	sru cij frt
寿材	sru coi
秀才不出门全知天下事	sru coi brt c;t mun cvn zi tin ha si
秀才不出门能知天下事	sru coi brt c;t mun nrj zi tin ha si
首创精神	sru coj zij srn
首创者	sru coj ze
守车	sru ce
手车	sru ce
收存箱	sru cvn s;j
受取	sru c;i
手锤	sru c;i
手长	sru c;j
愁肠百结	sru c;j bak git
搜肠刮肚	sru c;j xat tou
手打	sru da
手打字机	sru da zi gei
寿带	sru dai
绶带	sru dai
手搭凉棚	sru dap l;j paj
收得	sru drk
守得云开见月明	sru drk wrn hoi gin yvt mij
秀逗	sru dru
手定	sru dij
修订版	sru dij ban
修订历史	sru dij lik si
受电弓	sru din guj
手多	sru do
手多多	sru do do
收档	sru doj
收到风	sru dou fuj
首都经贸大学	sru dou gij mru dai hok
首都经济贸易大学	sru dou gij zri mru yik dai hok
首都机场	sru dou gei c;j
首都国际机场	sru dou xok zri gei c;j
首都剧场	sru dou kek c;j
手倒立	sru dou lap
首都领地	sru dou lij dei
手到拈来	sru dou nim loi
手嶌葵	sru dou qri
修道士	sru dou si
修道会	sru dou wui
受到影响	sru dou yij h;j
修道张	sru dou z;j
收嗲	sru de
收冬	sru duj
受冻挨饿	sru duj ai jo
手动变速器	sru duj bin cuk hei
手动挡	sru duj doj
绣墩	sru d;n
收发短信	sru fat dvn s;n
受法律保护权	sru fat l;t bou wu kvn
秀发垂肩	sru fat s;i gin
收废站	sru fri zam
受勋	sru frn
守分	sru frn
授勋	sru frn
收火	sru fo
收科	sru fo
售货台	sru fo toi
收房	sru foj
受访者	sru foj ze
仇富	sru fu
首付款	sru fu fun
受俸	sru fuj
寿丰	sru fuj
手缝	sru fuj
收风	sru fuj
秀峰	sru fuj
寿丰乡	sru fuj h;j
秀峰区	sru fuj k;i
守服	sru fuk
收伏	sru fuk
锈腹短翅鸫	sru fuk dvn ci duj
收复失地	sru fuk srt dei
收款台	sru fun toi
受欢迎	sru fun yij
收假	sru ga
羞家	sru ga
守更	sru gaj
受格	sru gak
兽奸	sru gan
手甲	sru gap
手交	sru gau
授计	sru gri
瘦金体	sru grm tri
手巾仔	sru grn zri
手急眼快	sru grp jan fai
受够	sru gru
搜救犬	sru gru hvn
守旧派	sru gru pai
收购要约	sru gru yiu y;k
搜检	sru gim
收件匣	sru gin hap
收件箱	sru gin s;j
修改稿	sru goi gou
收割者	sru got ze
寿糕	sru gou
手工台	sru guj toi
收官	sru gun
手卷	sru gvn
手瓜	sru xa
手瓜起腱	sru xa hei zin
手瓜起𦟌	sru xa hei zin
手瓜硬	sru xa jaj
手骨	sru xrt
守军	sru xrn
瘦骨伶仃	sru xrt lij dij
瘦骨棱棱	sru xrt lij lij
瘦骨仙	sru xrt sin
瘦骨如柴	sru xrt yv cai
瘦骨如柴煲碌竹	sru xrt yv cai bou luk zuk
寿光	sru xoj
寿光市	sru xoj si
手举	sru g;i
兽脚亚目	sru g;k a muk
手脚不干净	sru g;k brt gon zej
兽脚类恐龙	sru g;k l;i huj luj
修脚师	sru g;k si
修鞋匠	sru hai z;j
收行水	sru haj s;i
寿限	sru han
寿考	sru hau
守孝	sru hau
修禊	sru hri
守行为	sru hrj wri
修行人	sru hrj yrn
受黑钱	sru hrk cin
手痕	sru hrn
手痕痕	sru hrn hrn
仇恨罪	sru hrn z;i
仇恨罪行	sru hrn z;i hrj
仇口	sru hru
羞口难开	sru hru nan hoi
漱口水	sru hru s;i
售罄	sru hij
手牵手	sru hin sru
受降仪式	sru hoj yi sik
受看	sru hon
羞红	sru huj
守空房	sru huj foj
锈红腹旋木雀	sru huj fuk svn muk z;k
锈胸蓝姬鹟	sru huj lam gei yuj
受享	sru h;j
手硬	sru jaj
受硬唔受软	sru jaj m sru yvn
手鈪	sru jak
锈额斑翅鹛	sru jak ban ci mei
收讫	sru jrt
收银处	sru jrn cv
收银机	sru jrn gei
收银台	sru jrn toi
仇外	sru joi
仇外心理	sru joi srm lei
秀外惠中	sru joi wri zuj
受沟	sru kru
手扣	sru kru
搜求	sru kru
绣球花	sru kru fa
绣球藤	sru kru trj
修桥补路	sru kiu bou lou
修桥整路	sru kiu zij lou
搜括	sru kut
受贿案	sru kui on
授权范围	sru kvn fan wri
授权令	sru kvn lij
手拉车	sru lai ce
手拉葫芦	sru lai wu lou
收揽	sru lam
受礼	sru lri
寿礼	sru lri
秀林	sru lrm
秀林乡	sru lrm h;j
收楼	sru lru
漱流	sru lru
收留所	sru lru so
受领	sru lij
受领者	sru lij ze
手力	sru lik
兽力车	sru lik ce
羞脸	sru lim
收敛锋芒	sru lim fuj moj
锈脸钩嘴鹛	sru lim jru z;i mei
收敛级数	sru lim krp sou
收敛性	sru lim sij
收敛序列	sru lim z;i lit
修练	sru lin
手链	sru lin
修炼成仙	sru lin sij sin
手镣	sru liu
搜罗	sru lo
受落	sru lok
手里剑	sru lei gim
守龙门	sru luj mun
受唔起	sru m hei
受唔住	sru m zv
收埋	sru mai
收买佬	sru mai lou
收买人命	sru mai yrn mej
收买人心	sru mai yrn srm
瘦蜢蜢	sru maj maj
瘦擘擘	sru mak mak
手袜	sru mrt
寿癦	sru mrk
修文	sru mrn
手纹	sru mrn
修文县	sru mrn yvn
授命	sru mij
寿命不长	sru mij brt c;j
受命于天	sru mij yv tin
修面	sru min
寿面	sru min
守望相助	sru moj s;j zo
修武	sru mou
修武县	sru mou yvn
寿眉	sru mei
愁眉	sru mei
手尾	sru mei
手尾长	sru mei c;j
首尾相接	sru mei s;j zip
收尾音	sru mei yrm
首尾音	sru mei yrm
修睦	sru muk
鄋瞒	sru mun
守门人	sru mun yrn
手拿包	sru na bau
受难纪念	sru nan gei nim
受难日	sru nan yrt
受难者	sru nan ze
受纳	sru nap
寿宁	sru nij
寿宁县	sru nij yvn
羞恼	sru nou
首脑会晤	sru nou wui j
首脑会谈	sru nou wui tam
首脑会议	sru nou wui yi
手排	sru pai
手扳葫芦	sru pan wu lou
受聘于	sru pij yv
修编	sru pin
收片	sru pin
受骗上当	sru pin s;j doj
售票大厅	sru piu dai tej
售票口	sru piu hru
收票员	sru piu yvn
收皮	sru pei
收盘价	sru pun ga
修规	sru qri
守规矩	sru qri g;i
羞愧难当	sru qri nan doj
受窘	sru qrn
仇隙	sru qik
收生婆	sru saj po
搜索枯肠	sru sak fu c;j
收山	sru san
秀山	sru san
秀山土家族苗族自治县	sru san tou ga zuk miu zuk zi zi yvn
秀山县	sru san yvn
手刹车	sru sat ce
嗾使	sru sri
漱洗	sru sri
受洗命名	sru sri mij mij
手心手背都是肉	sru srm sru bui dou si yuk
受薪	sru srn
守身	sru srn
手神	sru srn
搜神记	sru srn gei
寿臣山	sru srn san
收拾残局	sru srp can guk
修手	sru sru
嗖嗖	sru sru
收手	sru sru
飕飕	sru sru
瘦瘦的	sru sru dik
羞羞脸	sru sru lim
受事	sru si
受试者	sru si ze
受性	sru sij
守成	sru sij
手性	sru sij
寿星公	sru sij guj
寿星公吊颈	sru sij guj diu gej
寿星女	sru sij n;i
寿星仔	sru sij zri
修成正果	sru sij zij xo
手式	sru sik
锈蚀	sru sik
秀色孙鲽	sru sik svn dip
修饰话	sru sik wa
修饰语	sru sik yv
受禅	sru sin
收线	sru sin
首善之区	sru sin zi k;i
手疏	sru so
守丧	sru soj
手爽	sru soj
寿数	sru sou
收数	sru sou
收数佬	sru sou lou
寿数已尽	sru sou yi z;n
手写辩识	sru se bin sik
手写识别	sru se sik bit
收声	sru sej
手松	sru suj
收缩压	sru suk at
受暑	sru sv
兽术	sru s;t
修水	sru s;i
守岁	sru s;i
收水	sru s;i
馊水	sru s;i
秀水乡	sru s;i h;j
修水利	sru s;i lei
修水县	sru s;i yvn
受赏	sru s;j
手信	sru s;n
授信	sru s;n
收讯	sru s;n
收信人	sru s;n yrn
手弹	sru tan
手提电话	sru tri din wa
手提摄录机	sru tri sip luk gei
手揗脚震	sru trn g;k zrn
寿头	sru tru
手头紧	sru tru grn
寿头寿脑	sru tru sru nou
手头松	sru tru suj
手头上	sru tru s;j
手头现金	sru tru yin grm
锈铁	sru tit
受听	sru tij
手停口停	sru tij hru tij
收陀地	sru to dei
收枱	sru toi
受托人	sru tok yrn
受托者	sru tok ze
修图	sru tou
寿桃包	sru tou bau
手套箱	sru tou s;j
守土有责	sru tou yru zak
收话器	sru wa hei
兽环	sru wan
绣帷	sru wri
守卫者	sru wri ze
愁云惨雾	sru wrn cam mou
寿王坟	sru woj frn
寿王坟镇	sru woj frn zrn
搜获	sru wok
收获	sru wok
收获节	sru wok zit
首乌	sru wu
搜狐网	sru wu moj
修会	sru wui
收汇	sru wui
手腕式	sru wun sik
手腕式指北针	sru wun sik zi brk zrm
手腕子	sru wun zi
守活寡	sru wut xa
修音	sru yrm
受任	sru yrm
授任	sru yrm
首音	sru yrm
羞人	sru yrn
受人钱财替人消灾	sru yrn cin coi tri yrn siu zoi
仇人相见分外眼红	sru yrn s;j gin frn joi jan huj
授人以柄	sru yrn yi bej
受人二分四	sru yrn yi frn sei
授人以鱼不如授人以渔	sru yrn yi yv brt yv sru yrn yi yv
首邑	sru yrp
收入政策	sru yrp zij cak
修游	sru yru
秀而不实	sru yi brt srt
首尔特别市	sru yi drk bit si
首尔国立大学	sru yi xok lap dai hok
兽医学	sru yi hok
首尔市	sru yi si
手影	sru yij
秀英	sru yij
秀英区	sru yij k;i
首映式	sru yij sik
受刑人	sru yij yrn
受益人	sru yik yrn
收益帐户	sru yik z;j wu
寿筵	sru yin
首演	sru yin
修业	sru yip
受业	sru yip
手摇柄	sru yiu bej
手摇风琴	sru yiu fuj krm
首要任务	sru yiu yrm mou
手用	sru yuj
收容教育	sru yuj gau yuk
收容人	sru yuj yrn
瘦肉精	sru yuk zij
守御	sru yv
授乳	sru yv
授与	sru yv
秀屿	sru yv
羞于启齿	sru yv kri ci
秀屿区	sru yv k;i
兽穴	sru yvt
修院	sru yvn
寿县	sru yvn
首县	sru yvn
受软唔受硬	sru yvn m sru jaj
售完即止	sru yvn zik zi
寿阳	sru y;j
寿阳县	sru y;j yvn
受约束	sru y;k cuk
守斋	sru zai
手踭	sru zaj
薮泽	sru zak
修撰	sru zan
手闸	sru zap
搜集	sru zap
手抓羊肉	sru zau y;j yuk
寿仔	sru zri
守制	sru zri
手掣	sru zri
手挣	sru zrj
手枕	sru zrm
手疾眼快	sru zrt jan fai
手肘	sru zru
手袖	sru zru
秀洲	sru zru
秀洲区	sru zru k;i
受知	sru zi
手指拗出	sru zi au c;t
手指拗出唔拗入	sru zi au c;t m au yrp
手指拗入唔拗出	sru zi au yrp m au c;t
修指甲	sru zi gap
手指甲	sru zi gap
手指公	sru zi guj
手指罅	sru zi la
手指罅疏	sru zi la so
手指模	sru zi mou
首字母	sru zi mou
首字母拚音词	sru zi mou pij yrm ci
首字母缩写	sru zi mou suk se
手指尾	sru zi mei
手指屘	sru zi mei
收支平衡点	sru zi pij hrj dim
受支配	sru zi pui
收支相抵	sru zi s;j dri
授之以鱼不如授之以渔	sru zi yi yv brt yv sru zi yi yv
手指指	sru zi zi
授证	sru zij
搜证	sru zij
搜证	sru zij
守正不阿	sru zij brt o
受精囊	sru zij noj
修正液	sru zij yik
守职	sru zik
首席财务官	sru zik coi mou gun
首席大法官	sru zik dai fat gun
首席代表	sru zik doi biu
首席法官	sru zik fat gun
首席技术官	sru zik gei s;t gun
首席信息官	sru zik s;n sik gun
首席运营官	sru zik wrn yij gun
首席营销官	sru zik yij siu gun
手照	sru ziu
修阻	sru zo
受灾地区	sru zoi dei k;i
手作	sru zok
手作仔	sru zok zri
修造厂	sru zou coj
寿终	sru zuj
首重	sru zuj
手足亲情	sru zuk crn cij
手足口症	sru zuk hru zij
守株待兔缘木求鱼	sru zv doi tou yvn muk kru yv
馊主意	sru zv yi
守株缘木	sru zv yvn muk
守拙	sru zvt
手钻	sru zvn
寿幛	sru z;j
手帐	sru z;j
嘶哑声	si a sej
斯巴鲁	si ba lou
士巴拿	si ba na
尸斑	si ban
私办	si ban
试爆	si bau
市北区	si brk k;i
斯宾塞	si brn coi
斯宾诺莎	si brn nok sa
事不关己己不劳心	si brt xan gei gei brt lou srm
时不我与	si brt jo yv
驷不及舌	si brt krp sit
是必	si bit
施秉	si bij
施秉县	si bij yvn
撕逼	si bik
事必有兆	si bit yru siu
试表	si biu
屎波	si bo
厮搏	si bok
尸布	si bou
士啤	si be
私秘	si bei
试杯	si bui
丝绸古路	si cru gu lou
丝绸织物	si cru zik mrt
是次	si ci
市秤	si cij
思情	si cij
时程	si cij
事情要做	si cij yiu zou
市钱	si cin
厮缠	si cin
史前古器物	si cin gu hei mrt
史前时代	si cin si doi
史前石桌	si cin sek c;k
史前人	si cin yrn
侍妾	si cip
斯彻达尔	si cit dat yi
视错觉	si co gok
时菜	si coi
市曹	si cou
市尺	si cek
屎虫	si cuj
