一下	yixx
调资	tnzi
调车	dnie
调车	dnju
调车	tnie
调车	tnju
调转	dnvr
调转头	dvtz
调转头	tvtz
调运	dnyy
谄谀	ijyu
谆谆	vyvy
谆谆告诫	vvgj
谆谆教导	vvjd
谈兴	tjxk
谈吐	tjtu
谈天说地	ttud
谈心	tjxb
谈笑	tjxn
谈虎色变	thsb
谈起	tjqi
谋取	mzqu
谐和	xphe
谐调	xptn
谗谀	ijyu
谚语	yjyu
谡谡	susu
谢意	xpyi
谦让末遑	qrmh
谨言慎行	jyux
谮气	zfqi
谰叻	ljle
谰正经	lvjk
谷地	gudi
谷气	guqi
谷物	guwu
谷雨	guyu
豁亮	holl
豁口	hokz
豁达大度	hddd
豆丁	dzdk
豆制品	dvpb
豆汁	dzvi
豆沙喉	duhz
豆油	dzyz
豆科	dzke
豆荚	dzjx
豆饼	dzbk
豉汁	iivi
象样	xlyh
象牙之塔	xyvt
豪气	hcqi
豪赌	hcdu
豫剧	yuju
豹子	bczi
豺狐之心	ihvx
豺狼成性	ilix
贝利	bwli
贝塔斯曼	btsm
贝多芬	bdff
负于	fuyu
负债累累	fvll
负数	fuuu
负有	fuyz
负气	fuqi
负荷	fuhe
负重	fuvs
财产权	ciqr
财季	cdji
财报	cdbc
财政厅	cvtk
财政部	cvbu
财权	cdqr
财源	cdyr
财物	cdwu
财神爷	cuye
责任制	zrvi
责任心	zrxb
责任田	zrtm
责编	zebm
贤人	xmrf
贤哲	xmve
贤慧	xmhv
贤达	xmda
败北	bdbw
败者	bdve
败血症	bxvg
败露	bdlu
货价	hojx
货场	hoih
货机	hoji
货畅其流	hiql
货车	hoie
货郎	holh
质保	vibc
质子	vizi
质朴无华	vpwh
质检	vijm
贪口爽	tkul
贪大求全	tdqq
贪大求洋	tdqy
贪得意	tdyi
贪污受贿	twuh
贪污犯	twfj
贫困户	pkhu
贫困线	pkxm
贫弱	pbro
贫民窟	pmku
贫贱不移	pjby
贬义	bmyi
贬值	bmvi
购买力	gmli
购价	gzjx
购机	gzji
贮备	vubw
贮运	vuyy
贯串	grir
贲门	bfmf
贴堂	tpth
贴心人	txrf
贴画	tphx
贴金	tpjb
贴钱买难受	tqmu
贴错门神	tcmu
贵国	gvgo
贵州省	gvug
贵金属	gjuu
贵阳市	gyui
贸促会	mchv
贸易额	myee
费事	fwui
费事理	fuli
费工	fwgs
贺信	hexb
贺函	hehj
贺年	henm
贺年片	hnpm
贺电	hedm
贺礼	heli
贺辞	heci
贻误	yiwu
贼佬	zwlc
贼佬试沙煲	zlub
资力	zili
资助	zivu
资历	zili
资本论	zbly
资财	zicd
赊数	ueuu
赌具	duju
赎买	uumd
赎罪	uuzv
赏识	uhui
赏赐	uhci
赑屃	bixi
赖死	ldsi
赖猫	ldmc
赘述	vvuu
赚头	vrtz
赛迪	sddi
赛门铁克	smtk
赞语	zjyu
赞谈不已	ztby
赠书	zguu
赠款	zgkr
赡养	ujyh
赢余	ykyu
赢利	ykli
赢取	ykqu
赢政	ykvg
赤卫队	iwdv
赤口	iikz
赤子	iizi
赤子之心	izvx
赤峰	iifg
赤心报国	ixbg
赤心相待	ixxd
赤日炎炎	iryy
赤诚	iiig
赤贫	iipb
赤道	iidc
赫哲族	hvzu
赫德	hede
赫赫	hehe
赫鲁晓夫	hlxf
走下坡路	zxpl
走埠	zzbu
走堂	zzth
走失	zzui
走夹唔唞	zgwd
走夹唔唞	zgwt
走夹唔唞	zjwd
走夹唔唞	zjwt
走宝	zzbc
走法律罅	zflx
走盏	zzvj
走私犯	zsfj
走精面	zjmm
走资派	zzpd
走趯	zzti
走趯	zzyt
走近	zzjb
走道	zzdc
走难	zznj
走露	zzlu
走露	zzlz
走马看花	zmkh
走鬼	zzgv
赴美	fumw
赵体	vcti
赵孟頫	vmfu
赶到	gjdc
赶唔切	gwqp
赶时髦	gumc
赶路	gjlu
赶集	gjji
赶鸭仔	gyzd
赶鸭仔	gyzi
起义	qiyi
起义军	qyjy
起事	qiui
起价	qijx
起伏	qifu
起先	qixm
起动	qids
起名	qimk
起始	qiui
起居	qiju
起底	qidi
起开	qikd
起早摸黑	qzmh
起火	qiho
起用	qiys
起程	qiig
起筷	qikk
起色	qise
起落架	qljx
起见	qijm
起跑	qipc
起跑线	qpxm
起运	qiyy
起重	qivs
起镬	qiho
起飞脚	qfjn
起鸡皮	qjpi
趁势	ifui
趁墟	ifxu
超产	icij
超低温	idwf
超低空	idks
超值	icvi
超声	icug
超声波	iubo
超导体	idti
超尘拔俗	iibs
超市	icui
超新星	ixxk
超期	icqi
超然物外	irww
超级大国	ijdg
超音速	iysu
超高	icgc
越剧	ytju
越境	ytjk
越是	ytui
越狱	ytyu
越界	ytjp
越级	ytji
趋于	quyu
趋向	quxl
趑趄	ziju
趣事	quui
足下	zuxx
足球队	zqdv
跃破	ytpo
跃跃欲试	yyyu
跃进	ytjb
跋山涉水	buuu
跌涨	dpvh
跏趺	jxfu
跑官	pcgr
跛脚佬	bjlc
跟头	gftz
跟尾狗	gwgz
跟手尾	guww
跟红顶白	ghdb
跨上	kxuh
跨国	kxgo
跨年度	kndu
跪倒	gvdc
路卡	luka
路卡	luqx
路基	luji
路见不平拔刀相助	ljbv
路透社	ltue
路风	lufg
跳楼货	tlho
跳皮	tnpi
跳糟	tnzc
跳马	tnma
跷妙	qnmn
跷蹊	qnqi
跼蹐	juji
踌躇	iziu
踎厕	bwce
踎厕	bwsi
踎街	bwjp
踟蹰	iiiu
踩低	cddi
踩单车	cdie
踩单车	cdju
踩单车	ciie
踩单车	ciju
踩单车	cuie
踩单车	cuju
踩场	cdih
踩死蚁	csyi
踩界	cdjp
踩蕉皮	cjpi
踩过界	cgjp
踩雪屐	cxji
踪迹	zsji
踯躅	vivu
踽踽	juju
蹀躞	dpxp
蹈节死义	djsy
蹊径	xijk
蹭蹬	cgdg
蹼泳	puys
身世	ufui
身亡	ufwh
身兴	ufxk
身分	ufff
身受	ufuz
身后	ufhz
身姿	ufzi
身孕	ufyy
身家	ufjx
身手	ufuz
身教	ufjn
身水身汗	uuuh
身纪	ufji
身长	ufih
躯干	qugj
躲躲闪闪	dduu
车体	ieti
车厘子	ilzi
车厘子	jlzi
车叶	iexp
车叶	ieye
车叶	juxp
车叶	juye
车头相	itxl
车头相	jtxl
车尾箱	iwxl
车尾箱	jwxl
车床	ieil
车房仔	ifzd
车房仔	ifzi
车房仔	jfzd
车房仔	jfzi
车皮	iepi
车组	iezu
车衫	ieuj
车衫	juuj
车軚	ietd
车軚	jutd
车辘	ielu
车辘	julu
车辙	ieve
轧制	yavi
轧辊	vagy
轩轾	xrvi
转下眼	vxyj
转业	vrye
转会	vrhv
转体	vrti
转卖	vrmd
转向	vrxl
转呔	vrdd
转呔	vrtd
转售	vruz
转嫁	vrjx
转干	vrgj
转性	vrxk
转战南北	vvnb
转投	vrtz
转机	vrji
转来转去	vlvq
转正	vrvg
转炉	vrlu
转用	vrys
转瞬间	vujm
转网	vrwh
转赠	vrzg
转车	vrie
转轪	vrdd
转运站	vyvj
转述	vruu
轮更	lygg
轮渡	lydu
轮训	lyxy
软弱无力	rrwl
软熟	rruu
软熟	rruz
软皮蛇	rpue
软着陆	rvlu
软荏荏	rrrf
软银	rryb
轰击	hsji
轰动一时	hdyu
轰响	hsxl
轰炸机	hvji
轻信	qkxb
轻取	qkqu
轻型	qkxk
轻如鸿毛	qrhm
轻工业	qgye
轻武器	qwqi
轻生	qkug
轻纺	qkfh
轻视	qkui
轻财好施	qchu
轻音乐	qyyt
轻风	qkfg
轻骑	qkqi
载人	zdrf
载货	zdho
载酒问字	zjwz
轿夫	jnfu
轿子	jnzi
较之	jnvi
较差	jnia
辅导员	fdyr
辈出	bwiu
辈分	bwff
辉映	hvyk
辑录	jilu
输卵管	ulgr
输家	uujx
输油管	uygr
输液	uuye
输电	uudm
输电线	udxm
输血	uuxt
输赌	uudu
辖区	xxqu
辘卡	luka
辘卡	luqx
辘轳	lulu
辛丑	xbiz
辛亥	xbhd
辛卯	xbmc
辛巳	xbsi
辛未	xbww
辛酉	xbyz
辞不达意	cbdy
辞书	ciuu
辞典	cidm
辞行	cixk
辟易	biyi
辟易	piyi
辨析	bmxi
辨证	bmvg
辨识	bmui
辩护人	bhrf
辩解	bmjp
辩证法	bvfa
边区	bmqu
边城	bmig
边寨	bmvd
边民	bmmb
边界	bmjp
边界线	bjxm
边线	bmxm
边角料	bjln
边远	bmyr
边际	bmji
辽宁省	lnug
辽远	lnyr
达卡	daka
达卡	daqx
达观	dagr
迁册	qmce
迁徙	qmxi
迂缓	yuhr
迅驰	xyii
过五关	gwgr
过人	gorf
过冬	gods
过冷河	glhe
过埠新娘	gbxn
过境	gojk
过大	goda
过失	goui
过底纸	gdvi
过往	gowh
过得硬	gdyk
过快	gokk
过敏	gomb
过时	goui
过时黄花	guhh
过来人	glrf
过激	goji
过火	goho
过眼烟云	gyyy
过硬	goyk
过秤	goig
过细	goxi
过街老鼠	gjlu
过路	golu
过路人	glrf
过道	godc
过钟	govs
过长	goih
过长	govh
过骨	gogu
过龙	gols
迈克	mdke
迈克尔	mker
迈拓	mdta
迈拓	mdto
迈进	mdjb
迍邅	vyvj
迎击	ykji
迎头赶上	ytgu
迎宾曲	ybqu
迎宾馆	ybgr
迎送	ykss
迎风招展	yfvv
运到	yydc
运力	yyli
运动员	ydyr
运动场	ydih
运动战	ydvj
运动衣	ydyi
运动量	ydll
运动队	yddv
运动鞋	ydxp
运城	yyig
运斤成风	yjif
运筹帷幄	yiww
运营商	yyuh
运输机	yuji
运输线	yuxm
运输费	yufw
运销	yyxn
近些年	jxnm
近代史	jdui
近住	jbvu
近在眉睫	jzmj
近处	jbiu
近年	jbnm
近日	jbri
近来	jbld
近海	jbhd
近程	jbig
近视眼	juyj
返乡	fjxl
返修	fjxq
返屋企	fwqi
返销	fjxn
返销粮	fxll
返青	fjqk
还乡	hdxl
还乡	hrxl
还应	hdyk
还应	hryk
还愿	hryr
还手	hruz
还清	hrqk
还神	hduf
还神	hruf
还须	hdxu
还须	hrxu
这一下	vyxx
这一来	vyld
这就是说	vjuu
进一步	jybu
进京	jbjk
进出口	jikz
进化论	jhly
进发	jbfa
进取	jbqu
进口税	jkuv
进口货	jkho
进城	jbig
进士	jbui
进犯	jbfj
进行曲	jxqu
进言	jbyj
进贡	jbgs
进逼	jbbi
进项	jbxl
进食	jbui
远亲近邻	yqjl
远古	yrgu
远望	yrwh
远洋	yryh
远涉重洋	yuiy
远游	yryz
远离	yrli
远行	yrxk
远见	yrjm
远远	yryr
远销	yrxn
违例	wwli
违宪	wwxm
违犯	wwfj
违禁品	wjpb
违纪	wwji
违者	wwve
连云港	lygh
连任	lmrf
连作	lmzo
连同	lmts
连埋	lmmd
连埋	lmmj
连环	lmhr
连环画	lhhx
连用	lmys
连续不断	lxbd
连绵	lmmm
连衣裙	lyqy
连轴转	lvvr
连连	lmlm
连通	lmts
连部	lmbu
连锁反应	lsfy
连队	lmdv
连阴雨	lyyu
迢递	tndi
迤逦	yili
迥然不同	jrbt
迪斯尼	dsni
迪斯科	dske
迫击炮	pjpc
迫纽	pdnq
迫纽	ponq
迭埋心水	dmxu
迭起	dpqi
述职	uuvi
述评	uupk
迷彩服	mcfu
迷漫	mimj
追击	vvji
追悼会	vdhv
追肥	vvfw
追记	vvji
追述	vvuu
退休金	txjb
退位	tvww
退守	tvuz
退居	tvju
退换	tvhr
送人情	srqk
适中	uivs
适于	uiyu
适宜	uiyi
适应性	uyxk
适应症	uyvg
适时	uiui
适用	uiys
适用性	uyxk
适配	uipw
适销	uixn
适龄	uilk
选举权	xjqr
选修课	xxke
选区	xrqu
选择题	xzti
选曲	xrqu
选本	xrbf
选段	xrdr
选矿	xrkl
选种	xrvs
选聘	xrpb
选育	xryu
选读	xrdu
选调	xrdn
选集	xrji
逊志时敏	xvum
透火	tzho
透镜	tzjk
逐一	vuyi
逐个	vuge
逐级	vuji
递补	dibu
途经	tujk
通例	tsli
通信员	txyr
通史	tsui
通商	tsuh
通明	tsmk
通晓	tsxn
通栏	tslj
通气	tsqi
通渠	tsqu
通用性	tyxk
通畅	tsih
通称	tsig
通统	tsts
通缉	tsji
通航	tshh
通衢	tsqu
通观	tsgr
通讯员	txyr
通讯网	txwh
通译	tsyi
通货	tsho
通路	tslu
通辽	tsln
通通	tsts
通邮	tsyz
通顶	tsdk
逝世	uiui
逞凶	igxs
速射	suue
速成	suig
速滑	suhx
速龙	suls
造反	zcfj
造就	zcjq
造影	zcyk
造物主	zwvu
造纸厂	zvih
造诣	zcyi
逡巡	qyxy
逢人说项	frux
逢人说项	fryx
逢年过节	fngj
逢系	fgji
逢系	fgxi
逶迤	wwyi
逶随	wwsv
逸事	yiui
逸闻	yiwf
逼人	birf
逼和	bihe
逼近	bijb
逾期	yuqi
逾越	yuyt
遁词	dyci
遇刺	yuci
遇险	yuxm
遍及	bmji
遍地	bmdi
遏力	eeli
遏止	eevi
道人	dcrf
道光	dcgl
道口	dckz
道士	dcui
道家	dcjx
道岔	dcia
道班	dcbj
道琼斯	dqsi
道道	dcdc
遗书	yiuu
遗传学	yixt
遗传性	yixk
遗体	yiti
遗作	yizo
遗像	yixl
遗址	yivi
遗失	yiui
遗孤	yigu
遗容	yirs
遗弃	yiqi
遗志	yivi
遗愿	yiyr
遗物	yiwu
遗训	yixy
遗迹	yiji
遗风	yifg
遥感	ycgj
遥遥	ycyc
遭遇战	zyvj
遮羞布	vxbu
遮阳	veyh
避孕药	byyc
避实击虚	bujx
避实就虚	bujx
避暑	biuu
避雷针	blvf
避风塘	bfth
避风港	bfgh
邀集	ycji
邅迴	vjhv
邓小平	dxpk
邓选	dgxr
邢台	xktd
那时快	nukk
那是	naui
邪气	xpqi
邪说	xpuo
邪路	xplu
邮展	yzvj
邮政局	yvju
邮电	yzdm
邮电局	ydju
邮筒	yzts
邮编	yzbm
邮袋	yzdd
邮资	yzzi
邮路	yzlu
邮车	yzie
邮递员	ydyr
邻县	lbxm
邻近	lbjb
邻里	lbli
郁渥	yuwo
郊游	jnyz
郑州市	vvui
部下	buxx
部优	buyz
部委	buww
部属	buuu
部族	buzu
部类	bulw
部级	buji
郭沫若	gmro
都城	duig
鄂西	eexi
鄂豫皖	eywj
鄙夷	biyi
鄙薄	bibo
鄙陋	bilz
鄢郢	yjyk
酋长国	qvgo
酌醴	voli
配制	pwvi
酒会	jqhv
酒米	jqmi
酒精	jqjk
酒菜	jqcd
酒饼	jqbk
酣睡	hjuv
酥油	suyz
酥油茶	syia
酥虾	suxx
酩酊	mkdk
酬金	izjb
酴醾	tumi
酸微微	swww
酸枝	srvi
醉酒佬	zjlc
醍醐	tihu
醒定	xkdk
醒目仔	xmzd
醒目仔	xmzi
醒胃	xkww
采伐	cdfa
采掘	cdjt
采石	cdui
采购员	cgyr
采风	cdfg
释义	uiyi
释文	uiwf
释疑	uiyi
里便	libm
里便	lipm
里勾外连	lgwl
里外	liwd
里手	liuz
里程	liig
里程碑	libw
里里外外	llww
里长	liih
里长	livh
重任	vsrf
重兵	vsbk
重利	vsli
重剑	vsjm
重印	isyb
重在	iszd
重在	vszd
重地	vsdi
重型	vsxk
重奖	vsjl
重工业	vgye
重心	vsxb
重案组	iazu
重案组	vazu
重武器	vwqi
重油	vsyz
重洋	isyh
重炮	vspc
重物	vswu
重秤	isig
重秤	vsig
重重叠叠	iidd
重金属	vjuu
野史	yeui
野战军	yvjy
野猪	yevu
野茫茫	ymmh
野鸡	yeji
量刑	llxk
量力	llli
量变	llbm
金不换	jbhr
金丝猴	jshz
金价	jbjp
金价	jbjx
金光灿烂	jgcl
金光闪闪	jguu
金刚石	jgui
金华	jbhx
金发	jbfa
金咭	jbji
金咭	jbka
金庸	jbys
金捞	jblc
金文	jbwf
金星	jbxk
金桂飘香	jgpx
金沙	jbua
金灿灿	jccj
金盘洗手	jpxu
金石	jbui
金矿	jbkl
金秋	jbqq
金笔	jbbi
金箔	jbbo
金花	jbhx
金蚕脱壳	jctk
金蚕脱壳	jctq
金质	jbvi
金门	jbmf
金陵	jblk
金鱼佬	jylc
金鸡	jbji
鉴定会	jdhv
鉴戒	jmjp
鉴赏力	juli
鎅刀	gddc
针冇两头利	vmll
针剂	vfji
针头	vftz
针头线脑	vtxn
针对性	vdxk
针眼	vfyj
针线	vfxm
针织	vfvi
针织品	vvpb
钉盖	dkgd
钟声	vsug
钟数	vsuu
钟点	vsdm
钟点女佣	vdny
钢丝绳	gsug
钢厂	ghih
钢材	ghcd
钢枪	ghql
钢渣	ghva
钢笔	ghbi
钢筋铁骨	gjtg
钢花	ghhx
钦差大臣	qidi
钱七	qmqi
钱学森	qxsf
钱币	qmbi
钱庄	qmvl
钱罂	qmyk
钳制	qmvi
钳子	qmzi
钳工	qmgs
钵仔糕	bzgc
钵酒	bojq
钻井队	zjdv
钻塔	zrta
钻机	zrji
钻石王老五	zdww
钻石王老五	zuww
钻空子	zkzi
铁丝网	tswh
铁中铮铮	tvvv
铁合金	thjb
铁心	tpxb
铁杵成针	tiiv
铁树开花	tukh
铁桥	tpqn
铁水	tpuv
铁流	tplq
铁矿石	tkdj
铁矿石	tkui
铁索桥	tsqn
铁路局	tlju
铁路桥	tlqn
铁通	tpts
铁道兵	tdbk
铁锨	tpxm
铁面御史	tmyu
铁骑	tpqi
铁骑士	tqui
铅印	qmyb
铅字	qmzi
铅球	qmqq
铎叔	douu
铓锣	mhlo
铜像	tsxl
铜器	tsqi
铜头铁额	ttte
铜板	tsbj
铜管乐	tgle
铜管乐	tgyt
铜陵	tslk
铠甲	kdjx
铭文	mkwf
铮铮	vgvg
铮铮铁骨	vvtg
铰剪	jnjm
铲泥车	inie
铲泥车	inju
铲车	ijie
铲除	ijiu
铴锣	thlo
银仔	ybzd
银仔	ybzi
银元	ybyr
银发	ybfa
银团	ybtr
银奖	ybjl
银币	ybbi
银河系	yhxi
银灰色	yhse
银芽	ybya
银行业	yhye
银行家	yhjx
银质奖	yvjl
铸件	vujm
铸成	vuig
铸成大错	vidc
铺路石	plui
铺轨	pugv
链冚	lmkj
链子	lmzi
链球菌	lqjy
销价	xnjx
销假	xnjx
销售一空	xuyk
销售额	xuee
销货	xnho
销路	xnlu
销铄	xnuo
锄大弟	iddi
锄头	iutz
锈蚀	xqui
锌盆	xbpf
锒铛	lhdh
错事	coui
错失	coui
锟铻	kywu
锡伯族	xbzu
锣鼓喧天	lgxt
锥处囊中	vinv
锥形	vvxk
锦州	jbvz
锦旗	jbqi
锦标赛	jbsd
锦绣	jbxq
锦绣前程	jxqi
锦绣山河荒山野地	jxud
锦西	jbxi
锭子	dkzi
键入	jmru
锯扒	juba
锯扒	jupa
锻压	drya
镆铘	moye
镇痛	vfts
镇纸	vfvi
镐头	gctz
镜像	jkxl
镜框	jkkl
镬气	hoqi
长一智	vyvi
长假	ihjx
长剑	ihjm
长势	vhui
长叹	ihtj
长官	vhgr
长年	ihnm
长成	vhig
长拉拉	illa
长拉拉	vlla
长方形	ifxk
长明灯	imdg
长春市	iiui
长春市	viui
长椅	ihyi
长沙市	iuui
长沙市	vuui
长河	ihhe
长法	ihfa
长焦	ihjn
长焦	vhjn
长白山	ibuj
长眠	ihmm
长矛	ihmc
长短周	idvz
长短周	vdvz
长笛	ihdi
长衫	ihuj
长袍	ihpc
长话	ihhx
长长	ihih
长长	ihvh
长长	vhih
长长	vhvh
閪狗	hwgz
门口狗	mkgz
门外汉	mwhj
门将	mfjl
门市部	mubu
门框	mfkl
门牌	mfpd
门联	mflm
门脸	mflm
门钟	mfvs
闪光灯	ugdg
闪动	ujds
闪失	ujui
闪存	ujcy
闪盘	ujpj
闪闪烁烁	uuuu
闭会	bihv
闭幕式	bmui
闭幕词	bmci
闭目塞听	bmst
闭翳	biyi
闭邪存诚	bxci
闭邪存诚	byci
闭门羹	bmgg
问及	wfji
问吊	wfdn
问好	wfhc
问讯	wfxy
问询	wfxy
问鼎	wfdk
闯劲	iljb
闲事	xmui
闲科	xmke
闲置	xmvi
闲话	xmhx
闲闲地	xxde
闲闲地	xxdi
间不容发	jbrf
间作	jmzo
间断	jmdr
间架	jmjx
间距	jmju
间隙	jmxi
闶阆	khlh
闷气	mfqi
闸住	vavu
闹交	ncjn
闹市	ncui
闹市区	nuqu
闻名	wfmk
阀阅	fayt
阁仔	gezd
阁仔	gezi
阅世	ytui
阅兵	ytbk
阅兵式	ybui
阅览室	ylui
阉割	yjge
阊阖	ihhe
阑尾炎	lwyj
阑干	ljgj
阒砾缂嘞	qlkl
阔佬懒理	klll
阔咧啡	klfw
阖府统请	hftq
阜新	fuxb
阜阳	fuyh
队旗	dvqi
队目	dvmu
队部	dvbu
队长	dvih
队长	dvvh
阢陧	wunp
阢陧	wwnp
防冻	fhds
防务	fhwu
防化	fhhx
防化兵	fhbk
防卫	fhww
防意如城	fyri
防护林	fhlb
防旱	fhhj
防汛	fhxy
防治	fhvi
防波堤	fbdi
防灾	fhzd
防盗	fhdc
防空洞	fkds
防腐	fhfu
防腐剂	ffji
防长	fhih
防长	fhvh
防震	fhvf
防风林	fflb
阳萎	yhww
阴云	ybyy
阴凉	ybll
阴声细气	yuxq
阴性	ybxk
阴道	ybdc
阴雨连绵	yylm
阵势	vfui
阵地战	vdvj
阶下囚	jxqq
阶梯	jpti
阶砖	jpvr
阶级性	jjxk
阶级斗争	jjdv
阻击	zuji
阻击战	zjvj
阻头阻势	ztzu
阻截	zujp
阻滞	zuvi
阿嫲	aama
阿嫲	eema
阿尔卑斯	aebs
阿尔卑斯	eebs
阿尔卡特	aekt
阿尔卡特	aeqt
阿尔卡特	eekt
阿尔卡特	eeqt
阿差	aaci
阿差	aaia
阿差	aaid
阿差	eeci
阿差	eeia
阿差	eeid
阿拉斯加	alsj
阿拉斯加	elsj
阿支阿左	avaz
阿支阿左	avez
阿支阿左	evaz
阿支阿左	evez
阿灿	aacj
阿灿	eecj
阿猪阿狗	avag
阿猪阿狗	aveg
阿猪阿狗	evag
阿猪阿狗	eveg
阿盟	aamg
阿茂	aamc
阿茂	eemc
阿茂整饼	amvb
阿茂整饼	emvb
阿里	aali
阿里	eeli
阿里巴巴	albb
阿里巴巴	elbb
陀螺	tolo
陂陀	poto
附中	fuvs
附件	fujm
附则	fuze
附加税	fjuv
附和	fuhe
附小	fuxn
附属物	fuwu
附庸	fuys
附录	fulu
附有	fuyz
附注	fuvu
附着物	fvwu
附言	fuyj
附设	fuue
际遇	jiyu
陆上	luuh
陆军装	ljvl
陆战队	lvdv
陆海空	lhks
陆游	lqyz
陆游	luyz
陆空	lqks
陆空	luks
陆荣廷睇相唔衰罗嚟衰	lrtu
陆陆续续	llxx
陈腐	iffu
陈迹	ifji
陋室	lzui
陌生人	murf
降水量	jull
降生	jlug
降职	jlvi
降落伞	jlsj
降龙伏虎	xlfh
限价	xmjx
限期	xmqi
限止	xmvi
限量版	xlbj
陕甘宁	ugnk
陕西省	uxug
院墙	yrql
院士	yrui
院子	yrzi
院方	yrfh
院校	yrxn
院系	yrji
院系	yrxi
除去	iuqu
除名	iumk
除咗	iuzo
除夕	iuxi
除息	iuxi
除此以外	icyw
除法	iufa
除笨有精	ibyj
除衫	iuuj
陨星	yyxk
险境	xmjk
险峰	xmfg
险恶	xmee
险滩	xmtj
险胜	xmug
险象	xmxl
险过剃头	xgtt
险阻	xmzu
陪审员	puyr
陵云之志	lyvv
陶器	tcqi
陶渊明	tymk
陷于	xmyu
随员	svyr
随得	svde
随得	svdw
随机性	sjxk
随风飘洒	sfps
隐匿	ybni
隐忧	ybyz
隐晦	ybhv
隐现	ybxm
隐约	ybyt
隐约可见	yykj
隐讳	ybhv
隶书	liuu
隶变	libm
难事	njui
难以忘怀	nywh
难友	njyz
难堪	njkj
雄关	xsgr
雄师	xsui
雄赳赳	xjjq
雄鸡	xsji
雄鸡报晓	xjbx
雅加达	yjda
集中制	jvvi
集中营	jvyk
集会	jihv
集体化	jthx
集体舞	jtwu
集团军	jtjy
集大成	jdig
集子	jizi
集市	jiui
集成度	jidu
集成电路	jidl
集散	jisj
集权	jiqr
集约	jiyt
集结	jijp
集聚	jiju
集装箱	jvxl
集训队	jxdv
集资	jizi
集邮	jiyz
集锦	jijb
集镇	jivf
雇佣	guys
雇佣军	gyjy
雇工	gugs
雨具	yuju
雨季	yuji
雨影	yuyk
雨果	yugo
雨溦	yuww
雨滴	yudi
雨花石	yhui
雨衣	yuyi
雨褛	yulv
雨露	yulu
雪原	xtyr
雪夜	xtye
雪屐	xtji
雪峰	xtfg
雪水	xtuv
雪泥鸿爪	xnhv
雪糕批	xgpi
雪糕筒	xgts
雪褛	xtlv
雪铁龙	xtls
零乱	lklr
零售商	luuh
零售店	ludm
零售额	luee
零头	lktz
零打碎敲	ldsq
零时	lkui
零星落索	lxls
零舍	lkue
零花钱	lhqm
零部件	lbjm
零配件	lpjm
雷击	lwji
雷声大	luda
雷曼	lwmj
雷电交加	ldjj
雷电大作	lddz
雷达站	ldvj
雷阵雨	lvyu
雾气	wuqi
需求量	xqll
震中	vfvs
震天	vftm
震天动地	vtdd
震情	vfqk
震级	vfji
霉变	mwbm
霉菌	mwjy
霉菜	mwcd
霎时	uaui
霎气	uaqi
霏凡	fwfj
霏霏	fwfw
霜期	ulqi
露天矿	ltkl
露械	luxp
露械	lzxp
霸位	baww
霸权主义	bqvy
霸王别姬	bwbj
青丝	qksi
青云	qkyy
青云直上	qyvu
青光眼	qgyj
青史	qkui
青壮年	qvnm
青天	qktm
青少年	qunm
青山绿水	qulu
青工	qkgs
青年人	qnrf
青年团	qntr
青年宫	qngs
青悲悲	qbbw
青春期	qiqi
青松	qkss
青海湖	qhhu
青海省	qhug
青灰	qkhv
青石	qkui
青稞	qkke
青翠	qkcv
青翠欲滴	qcyd
青联	qklm
青色	qkse
青苗	qkmn
青草	qkcc
青衣	qkyi
青霉素	qmsu
青青	qkqk
青靓白净	qjbj
青靓白净	qlbj
青面獠牙	qmly
靓爆镜	jbjk
靓爆镜	lbjk
静寂	jkji
静思默想	jsmx
静悄悄	jqqn
静止	jkvi
静物	jkwu
静电	jkdm
静穆	jkmu
静英英	jyyk
静静乐道	jjld
静静乐道	jjyd
静鸡鸡	jjji
非人	fwrf
非典	fwdm
非异人任	fyrr
非暴力	fbli
非正式	fvui
非法所得	ffsd
非金属	fjuu
靠山吃山	kuiu
靠水吃水	kuiu
靠背	kcbw
面世	mmui
面交	mmjn
面口	mmkz
面左左	mzzo
面懵心精	mmxj
面授	mmuz
面无人色	mwrs
面珠墩	mvdy
面皮厚	mphz
面目一新	mmyx
面筋	mmjb
面议	mmyi
面豉	mmii
面青口唇白	mqkb
面青青	mqqk
面面观	mmgr
面食	mmui
革命军	gmjy
革命化	gmhx
革命家	gmjx
革命者	gmve
革委会	gwhv
革委会	gwkk
革故鼎新	ggdx
革除	geiu
靶子	bazi
靶机	baji
鞋子	xpzi
鞋带	xpdd
鞋抽	xpiz
鞋踭	xpvg
鞠躬尽瘁死而后已	jgjy
鞠躬尽瘁死而后已一代风流	jgjl
鞭子	bmzi
鞭辟入里	bprl
鞲鞴	gzbw
韧性	rfxk
韩元	hjyr
韩语	hjyu
音乐会	yyhv
音乐厅	yytk
音乐家	yyjx
音乐界	yyjp
音乐课	ylke
音乐课	yyke
音像	ybxl
音响	ybxl
音域	ybyu
音容笑貌	yrxm
音箱	ybxl
音色	ybse
音质	ybvi
音速	ybsu
音阶	ybjp
音韵	ybyy
页码	yema
顶住	dkvu
顶你个肺	dngf
顶唔顺	dwuy
顶档	dkdh
顶点	dkdm
顶牛	dknq
顶硬上	dyuh
顶笼	dkls
顶肚	dkdu
顶趾	dkvi
顶颈	dkgg
顶颈	dkjk
顶风	dkfg
顷刻	qkke
顷刻之间	qkvj
