新闻	srnmrn#序20000
雍容华贵	yujyujfairi
雍容华贵	yujyujwairi
雍容华贵	yujyujhujiri
一副	yrtfu
状态下	zojtaiha
六年	luknin
琬圭	yvniri
风雨飘摇	fujyvpiuyiu
一手遮天	yrtsruzetin
粉妆玉砌	frnzojyukcri
代表性	doibiusij
欢呼雀跃	funfuzxkyxk
地学	deihok
收货人	srufoyrn
胃肠	wricxj
分公司	frngujsi
如有	yvyru
很美	hrnmei
躺在	tojzoi
斩草除根	zamcoucxigrn
如振落叶	yvzrndeiyip
如振落叶	yvzrnlrkyip
如振落叶	yvzrnlokyip
应用于	yijyujyv
能不能	nrjbrtnrj
紫竹	zizuk
从那	cujna
从那	sujna
一家人	yrtgayrn
蜗螺	wolo
销声匿迹	siusijnikzik
销声匿迹	siusijneizik
销声匿迹	siusejnikzik
销声匿迹	siusejneizik
活的	wutdik
不枝不蔓	brtzibrtman
发展到	fatzindou
风驰电掣	fujcidinzri
说不	sxibrt
说不	svtbrt
十佳	srpgai
国别	iokbit
脚踏实地	gxkdapsrtdei
很远	hrnyvn
做些	zouse
日均	yrtirn
学到	hokdou
闲情逸致	hancijyrtzi
苍翠欲滴	cojcxiyukdik
就可以	zruhoyi
岂有此理	heiyrucilei
蝤蛴	yrucri
鞋帽	haimou
全神贯注	cvnsrngunzv
分院	frnyvn
副院长	fuyvncxj
副院长	fuyvnzxj
高官厚禄	gougunhruluk
身份证	srnfrnzij
为什么	wrisrpyiu
为什么	wrisrpmo
为什么	wrizapyiu
为什么	wrizapmo
为什么	wrisrmyiu
为什么	wrisrmmo
阀阅	frtyvt
也想	yasxj
马德里	madrklei
马德里	madrklxi
税金	sxigrm
不难	brtnan
不懂	brtduj
背信弃义	buisxnheiyi
文明礼貌	mrnmijlrimau
此项	cihoj
优惠价	yruwrilok
优惠价	yruwriga
虚高	hxigou
比如说	beiyvsxi
比如说	beiyvsvt
你所	neiso
在这	zoize
瞒天过海	muntiniohoi
万念俱焚	mannimkxifrn
个数	gosou
给他	krpta
急了	grpliu
租车	zougxi
租车	zouce
爱财如命	joicoiyvmij
爱财如命	joicoiyvmej
爱财如命	oicoiyvmij
爱财如命	oicoiyvmej
急件	grpgin
艺术品	jrisxtbrn
井井有条	zejzejyrutiu
般的	pundik
般的	bodik
般的	bundik
兼收并蓄	gimsrubijcuk
喝了	hotliu
豪言壮语	houyinzojyv
三部	sambou
给你	krpnei
怎么看	zrmyiuhon
怎么看	zrmmohon
哪有	nayru
惯了	ianliu
一般人	yrtpunyrn
一般人	yrtboyrn
一般人	yrtbunyrn
经济学	gijzrihok
万众一心	manzujyrtsrm
类目	lximuk
惨了	camliu
青少年	cijsiunin
青少年	cejsiunin
还将	wanzxj
动人心弦	dujyrnsrmyvn
动人心弦	dujyrnsrmyin
郁郁葱葱	wrtwrtcujcuj
郁郁葱葱	wrtyukcujcuj
郁郁葱葱	yukwrtcujcuj
郁郁葱葱	yukyukcujcuj
万方	manfoj
计费	grifri
文艺理论	mrnjrileilxn
用于	yujyv
中考	zujhau
谢谢你	zezenei
会有	wuiyru
录影带	lukyijdai
用户名	yujwumij
用户名	yujwumej
四分	seifrn
蚁巢	jricau
不思	brtsi
提心吊胆	trisrmdiudam
全接触	cvnzipzuk
千百	cinbak
好吧	houba
英皇	yijwoj
好吗	houma
有条件	yrutiugin
罔愆	mojhin
村委	cvnwri
一届	yrtgai
电话簿	dinwabou
阵列	zrnlit
寂然无声	zikyinmousij
寂然无声	zikyinmousej
偷梁换柱	trulxjwunzxi
偷梁换柱	trulxjwuncv
企管	keigun
心绪	srmsxi
答题	daptri
又在	yruzoi
缧绁	lxisit
超强	ciukxj
饥馑	geigrn
徙倚	saiyi
累加	lxiga
你来	neilri
你来	neilei
你来	neiloi
如果说	yviosxi
如果说	yviosvt
无意中	mouyizuj
创造力	cojcoulik
创造力	cojzoulik
你想	neisxj
坐在	zozoi
坐在	cozoi
如能	yvnrj
旅游业	lxiyruyip
颠倒是非	dindousifei
很低	hrndri
玉宇琼楼	yukyvkijlru
入驻	yrpzv
此举	cigxi
还能	wannrj
疾恶如仇	zrtwuyvsru
疾恶如仇	zrtwuyvkru
疾恶如仇	zrtjokyvsru
疾恶如仇	zrtjokyvkru
疾恶如仇	zrtokyvsru
疾恶如仇	zrtokyvkru
都没	doumut
都没	doumei
并能	bijnrj
吁嗟	hxize
吁嗟	yvze
也使	yasi
也使	yasri
通知书	tujzisv
通知书	tujkeisv
均为	irnwri
请多	cijdo
请多	cejdo
引吭高歌	yrnhajgougo
引吭高歌	yrnhojgougo
引吭高歌	yrnhrjgougo
多方面	dofojmin
也会	yawui
请你	cijnei
请你	cejnei
加油站	gayruzam
展厅	zintej
万变	manbin
行了	hajliu
行了	hojliu
行了	hrjliu
耳边	yibin
将对	zxjdxi
事业部	siyipbou
超常	ciusxj
正解	zejgai
正解	zijgai
静静	zijzij
此人	ciyrn
以致	yizi
报收	bousru
这部	zebou
暂住	zamzv
宽严	funyim
此事	cisi
远在	yvnzoi
不能不	brtnrjbrt
进一步	yrtyrtbou
进一步	zxnyrtbou
目的地	mukdikdei
均价	irnlok
均价	irnga
欠了	himliu
滴滴	dikdik
团委	tvnwri
一方面	yrtfojmin
常委会	sxjwriwui
花花世界	fafasrigai
静思默想	zijsimrksxj
微辞	meici
靓照	lejziu
促膝谈心	cuksrttamsrm
有误	yruj
埃塞俄比亚	aicoijobeia
埃塞俄比亚	aisrkjobeia
埃塞俄比亚	oicoijobeia
埃塞俄比亚	oisrkjobeia
专稿	zvngou
司空见惯	sihujginian
曾在	crjzoi
曾在	zrjzoi
不合理	brthrplei
不合理	brtgaplei
就看	zruhon
天花乱坠	tinfalvnzxi
记事本	geisibun
短小精悍	dvnsiuzejhon
短小精悍	dvnsiuzijhon
免责	minzak
迎来	yijlri
迎来	yijlei
迎来	yijloi
羊肠小道	yxjcxjsiudou
清热解毒	cijyitgaiduk
清热解毒	cejyitgaiduk
随机应变	cxigeiyijbin
附有	fuyru
不出	brtcxt
生物武器	srjmrtmouhei
生物武器	sajmrtmouhei
心心念念	srmsrmnimnim
苁蓉	cujyuj
每条	muitiu
更有	grjyru
更有	gajyru
吃的	grtdik
吃的	yakdik
吃的	hekdik
狂风暴雨	kojfujbukyv
狂风暴雨	kojfujbouyv
狂风暴雨	qojfujbukyv
狂风暴雨	qojfujbouyv
娓娓动听	meimeidujtej
娓娓动听	meimeidujtij
河段	yvndvn
河段	hodvn
拐弯抹角	iaiwanmutgok
拐弯抹角	iaiwanmatgok
可按	hoon
蓊郁	yujwrt
蓊郁	yujyuk
展区	zinkxi
才算	coisvn
慎用	srnyuj
受了	sruliu
望而生畏	mojyisrjwri
望而生畏	mojyisajwri
大打出手	daidacxtsru
小灵通	siulejtuj
小灵通	siulijtuj
已将	yizxj
漫无边际	manmoubinzri
所示	sosi
而行	yihaj
而行	yihoj
而行	yihrj
碗筷	wunfai
下同	hatuj
势不两立	sribrtlxjlrp
势不两立	sribrtlxjlap
起到	heidou
并由	bijyru
烈日炎炎	lityrtyimyim
频传	prncvn
频传	prnzvn
对我	dxijo
击发	gikfat
作茧自缚	zokganzibok
作茧自缚	zokganzifok
但要	danyiu
转投	zvntru
别出机杼	bitcxtgeicv
那英	nayij
自力	zilik
调离	diulei
调离	tiulei
意识到	yisikdou
同学们	tujhokmun
游刃有余	yruyrnyruyv
清规戒律	cijqrigailxt
清规戒律	cejqrigailxt
无稽之谈	moukrizitam
了解到	liugaidou
武汉市	mouhonsi
中英文	zujyijmrn
如在	yvzoi
玩世不恭	wansribrtguj
玩世不恭	wunsribrtguj
倥偬	hujzuj
也常	yasxj
求全责备	krucvnzakbei
大部分	daiboufrn
却有	kxkyru
返校	fangau
返校	fanhau
增常	zrjsxj
两千	lxjcin
原材料	yvncoiliu
望风披靡	mojfujpeimei
警务	gijmou
将成	zxjsij
将成	zxjsej
所犯	sofan
科学研究	fohokyingru
借了	zeliu
热泪盈眶	yitlxiyijhoj
热泪盈眶	yitlxiyijqaj
故弄玄虚	gulujyvnhxi
故弄玄虚	gunujyvnhxi
剑指	gimzi
口中	hruzuj
反唇相讥	fansxnsxjgei
不知道	brtzidou
不知道	brtkeidou
信达	sxndat
信达	sxntat
叫人	giuyrn
鼎力相助	dijliksxjzo
几句	geigxi
彷佛	pojfrt
彷佛	fojfrt
郑州市	zejzrusi
大惊失色	daigejsrtsik
大惊失色	daigijsrtsik
愁眉苦脸	srumeifulim
大屏幕	daipijmok
大屏幕	daibijmok
似水流年	cisxilrunin
还记得	wangeidrk
空空如也	hujhujyvya
针对性	zrmdxisij
嵯峨	cojo
之最	zizxi
雪泥鸿爪	svtnrihujzau
说明书	sximijsv
说明书	svtmijsv
高清晰	goucijsik
高清晰	goucejsik
帮扶	bojfu
剪贴	zintip
斑驳陆离	banbokluklei
让出	yxjcxt
学而不倦	hokyibrtgvn
谁也	sxiya
发了	fatliu
将在	zxjzoi
较小	gausiu
凭着	prjzv
凭着	prjzxk
一唱一和	yrtcxjyrtwo
一唱一和	yrtcxjyrtwu
不需要	brtsxiyiu
与此	yvci
舴艋	zakmaj
象样	zxjyxj
例举	lrigxi
就说	zrusxi
就说	zrusvt
眼疾手快	janzrtsrufai
平顶山	pijdejsan
平顶山	pijdijsan
平顶山	pejdejsan
平顶山	pejdijsan
那张	nazxj
上海交大	sxjhoigaudai
又不	yrubrt
留言本	lruyinbun
致力于	zilikyv
不信	brtsxn
有过	yruio
将使	zxjsi
将使	zxjsri
绿草如茵	lukcouyvyrn
教育厅	gauyuktej
人怕出名猪怕壮	yrnpacxtmijzvpazoj
人怕出名猪怕壮	yrnpacxtmejzvpazoj
斯基	sigei
圣旨	sijzi
谁的	sxidik
各家	gokga
空前绝后	hujcinzvthru
空前绝后	hujcinzvtirn
听得	tejdrk
听得	tijdrk
案犯	onfan
职教	zikgau
人来人往	yrnlriyrnwoj
人来人往	yrnleiyrnwoj
人来人往	yrnloiyrnwoj
底价	drilok
底价	driga
世界级	srigaikrp
悬而未决	yvnyimeikvt
滔滔不绝	toutoubrtzvt
威武不屈	wrimoubrtwrt
客流	haklru
前列腺	cinlitsin
都来	doulri
都来	doulei
都来	douloi
望着	mojzv
望着	mojzxk
命中注定	mijzujzvdij
命中注定	mejzujzvdij
于今	yvgrm
惊慌失措	gejfojsrtcou
惊慌失措	gijfojsrtcou
新产品	srncanbrn
农贸	nujmru
吸引力	krpyrnlik
都有	douyru
春兰秋菊	cxnlancruguk
连云港	linwrngoj
龙潭虎穴	lujtamfuyvt
原原本本	yvnyvnbunbun
聊天室	liutinsrt
疲于奔命	peiyvbrnmij
疲于奔命	peiyvbrnmej
超员	ciuwrn
超员	ciuyvn
交互式	gauwusik
峨眉山	jomeisan
歪风邪气	mefujcehei
歪风邪气	waifujcehei
升值	sijzik
升值	sxjzik
门窗	muncxj
孩子们	haizimun
孩子们	hoizimun
假账	gazxj
虚情假意	hxicijgayi
茺蔚	cujwri
为虎作伥	wrifuzokcxj
传感器	cvngrmhei
传感器	zvngrmhei
古迹	guzik
中文版	zujmrnban
又将	yruzxj
万木争荣	manmukzajwij
万木争荣	manmukzrjwij
簏簌	lukcuk
但那	danna
放手一搏	fojsruyrtbok
绵蛮	minman
兴国安邦	hijiokonboj
兴国安邦	hijiokjonboj
工贸	gujmru
老羞成怒	lousrusijnou
老羞成怒	lousrusejnou
编著	pinzv
灾年	zoinin
都是	dousi
多少钱	dosiucin
三元	samyvn
校友会	gauyruwui
校友会	hauyruwui
相适应	sxjsikyij
芃芃	fanfan
一件	yrtgin
排斥异己	paicikyigei
神乎其神	srnfukeisrn
本片	bunpin
将其	zxjkei
这几天	zegeitin
扬榷	yxjkok
高手如林	gousruyvlrm
变色龙	binsikluj
农用	nujyuj
异类	yilxi
中去	zujhxi
市中心	sizujsrm
将它	zxjta
两条	lxjtiu
对於	dxiyv
以其	yikei
市场化	sicxjfa
多多益善	dodoyiksin
无一	mouyrt
青岛市	cijdousi
青岛市	cejdousi
四川省	seicvnsaj
四川省	seicvnsij
好高骛远	hougoumouyvn
月前	yvtcin
必究	bitgru
是啊	sia
三联	samlvn
初学者	cohokze
风起云涌	fujheiwrnyuj
风起云涌	fujheiwrncuj
还在	wanzoi
稳定性	wrndijsij
很明显	hrnmijhin
春寒料峭	cxnhonliuciu
集腋成裘	zapyitsijkru
集腋成裘	zapyitsejkru
集腋成裘	zapyiksijkru
集腋成裘	zapyiksejkru
广开言路	iojhoiyinlou
较多	gaudo
可分为	hofrnwri
东莞市	dujgunsi
东莞市	dujwunsi
而过	yiio
我把	joba
多处	docv
会不会	wuibrtwui
博览群书	boklamqrnsv
声色俱厉	sijsikkxilri
声色俱厉	sejsikkxilri
卧虎藏龙	jofuzojluj
卧虎藏龙	jofucojluj
小幅	siufuk
应承	yijsij
应承	yijsej
出租车	cxtzougxi
出租车	cxtzouce
意在	yizoi
做过	zouio
邮发	yrufat
软硬	yvnjaj
降至	hojzi
降至	gojzi
他也	taya
到时	dousi
赔了夫人又折兵	puiliufuyrnyruzitbij
赔了夫人又折兵	puiliufuyrnyruzipbij
赔了夫人又折兵	puiliufuyrnyrusitbij
五角大楼	jgokdailru
扔了	yijliu
看那	honna
数据线	sougxisin
但还	danwan
工业化	gujyipfa
心甘情愿	srmgrmcijyvn
刀山火海	dousanfohoi
工业区	gujyipkxi
新华社	srnfase
新华社	srnwase
新华社	srnhujse
购价	grulok
购价	gruga
购价	krulok
购价	kruga
悲欢离合	beifunleihrp
悲欢离合	beifunleigap
数字化	souzifa
联合会	lvnhrpwui
联合会	lvngapwui
不计其数	brtgrikeisou
经略	gijlxk
一位	yrtwri
信誓	sxnsri
海淀区	hoidinkxi
引来	yrnlri
引来	yrnlei
引来	yrnloi
让人	yxjyrn
怎麽	zrmmo
散热器	sanyithei
高雄市	gouhujsi
三人行必有我师	samyrnhajbityrujosi
三人行必有我师	samyrnhojbityrujosi
三人行必有我师	samyrnhrjbityrujosi
了吗	liuma
更快	grjfai
更快	gajfai
体会到	triwuidou
能说	nrjsxi
能说	nrjsvt
之用	ziyuj
恬不知耻	timbrtzici
恬不知耻	timbrtkeici
就会	zruwui
长时间	cxjsigan
长时间	zxjsigan
无条件	moutiugin
不喝	brthot
如履平地	yvleipijdei
如履平地	yvleipejdei
如履平地	yvlxipijdei
如履平地	yvlxipejdei
党中央	dojzujyxj
党中央	dojzujyaj
甜言蜜语	timyinmrtyv
归根到底	irigrndoudri
自认	ziyij
熏陶	svntou
熏陶	frntou
实验室	srtyimsrt
拉动	lapduj
拉动	baduj
拉动	laiduj
酣畅淋漓	hrmcxjlrmlei
续费	zukfri
浑水摸鱼	wrnsximokyv
浑水摸鱼	wrnsximoyv
通行证	tujhajzij
通行证	tujhojzij
通行证	tujhrjzij
本版	bunban
自相矛盾	zisxjmautxn
从容不迫	cujyujbrtbak
从容不迫	cujyujbrtbik
从容不迫	sujyujbrtbak
从容不迫	sujyujbrtbik
痴心妄想	cisrmmojsxj
请到	cijdou
请到	cejdou
洗衣机	sriyigei
过了	ioliu
来稿	lrigou
来稿	leigou
来稿	loigou
无可厚非	mouhohrufei
成立于	sijlrpyv
成立于	sijlapyv
成立于	sejlrpyv
成立于	sejlapyv
水泄不通	sxisitbrttuj
有些人	yruseyrn
能为	nrjwri
就不	zrubrt
三等	samdrj
增收	zrjsru
同城	tujsij
同城	tujsej
至于	ziyv
设为	citwri
组织部	zouzikbou
税费	sxifri
千龙	cinluj
说着	sxizv
说着	sxizxk
说着	svtzv
说着	svtzxk
圣诞节	sijdanzit
新陈代谢	srnzrndoize
新陈代谢	srncrndoize
烟具	yinkxi
烟具	yingxi
书中	svzuj
多为	dowri
显示屏	hinsipij
显示屏	hinsibij
来吧	lriba
来吧	leiba
来吧	loiba
不含	brthrm
买了	mailiu
既能	geinrj
椅子	yizi
新生事物	srnsrjsimrt
新生事物	srnsajsimrt
不吃	brtgrt
不吃	brtyak
不吃	brthek
芊绵	cinmin
堂堂正正	tojtojzejzej
堂堂正正	tojtojzejzij
堂堂正正	tojtojzijzej
堂堂正正	tojtojzijzij
终审	zujsrm
积蚊成雷	zikmrnsijlxi
积蚊成雷	zikmrnsejlxi
工作室	gujzoksrt
鄢郢	yinyij
三顾茅庐	samgumaulou
家家	gaga
中国人	zujiokyrn
内转	napzvn
内转	noizvn
应接不暇	yijzipbrtha
仍有	yijyru
搞了	gauliu
上方	sxjfoj
玩游戏	wanyruhei
玩游戏	wunyruhei
厦门市	hamunsi
狼狈为奸	lojbuiwrigan
电子商务	dinzisxjmou
最不	zxibrt
莨菪	lojdoj
莨菪	lxjdoj
彬彬有礼	brnbrnyrulri
羁縻	geimei
控制器	hujzrihei
独到之处	dukdouzicv
单机	dangei
单机	singei
耳提面命	yitriminmij
耳提面命	yitriminmej
很不	hrnbrt
技术上	geisxtsxj
高出	goucxt
春色满圆	cxnsikmunyvn
育儿	yukyi
这场	zecxj
于此	yvci
技改	geigoi
都好	douhou
我能	jonrj
对她	dxita
从而使	cujyisi
从而使	cujyisri
从而使	sujyisi
从而使	sujyisri
走了	zruliu
雨衣	yvyi
演唱会	yincxjwui
很久	hrngru
恩恩爱爱	yrnyrnjoijoi
恩恩爱爱	yrnyrnjoioi
恩恩爱爱	yrnyrnoijoi
恩恩爱爱	yrnyrnoioi
创造性	cojcousij
创造性	cojzousij
言不由衷	yinbrtyrucuj
古典文学	gudinmrnhok
使用者	siyujze
使用者	sriyujze
如图	yvtou
什麽	srpmo
什麽	zapmo
什麽	srmmo
变身	binsrn
中秋节	zujcruzit
神经痛	srngijtuj
可以说	hoyisxi
可以说	hoyisvt
下地	hadei
据报道	gxiboudou
早早	zouzou
荡气回肠	dojheiwuicxj
义气	yihei
高山流水	gousanlrusxi
百分之	bakfrnzi
现阶段	yingaidvn
一年多	yrtnindo
妙语连珠	miuyvlinzv
资料库	ziliufu
最低价	zxidrilok
最低价	zxidriga
慢速	mancuk
度日如年	dokyrtyvnin
度日如年	douyrtyvnin
一见	yrtgin
前俯后仰	cinfuhruyxj
前俯后仰	cinfuhrujoj
前俯后仰	cinfuirnyxj
前俯后仰	cinfuirnjoj
浙江省	zitgojsaj
浙江省	zitgojsij
人面兽心	yrnminsrusrm
一角	yrtgok
无与伦比	mouyvlxnbei
看起来	honheilri
看起来	honheilei
看起来	honheiloi
完璧归赵	yvnbikiriziu
孺子牛	yvzijru
孺子牛	yvzipei
魑魅	cimei
井底蛙	zejdriwa
所用	soyuj
停车场	tijgxicxj
停车场	tijcecxj
风雨同舟	fujyvtujzru
爱情片	joicijpin
爱情片	oicijpin
外交部	joigaubou
心神不定	srmsrnbrtdij
乌烟瘴气	wuyinzxjhei
代表团	doibiutvn
生机勃勃	srjgeibutbut
生机勃勃	sajgeibutbut
他用	tayuj
写字楼	sezilru
刚愎自用	gojbikziyuj
偲偲	sisi
残疾人	canzrtyrn
一麟半爪	yrtlxnbunzau
做个	zougo
艾滋病	jaizibej
艾滋病	jaizibij
艾滋病	jaizisei
不全	brtcvn
一小时	yrtsiusi
注册码	zvcakma
把它	bata
不允	brtwrn
不支	brtzi
闶阆	kojloj
个唱	gocxj
等人	drjyrn
大富翁	daifuyuj
栖栖	cricri
再一次	zoiyrtci
写道	sedou
咕咚	guduj
咕咚	kuduj
无所顾忌	mousogugei
送到	sujdou
运往	wrnwoj
所爱	sojoi
所爱	sooi
屈戌	wrtsxt
另一种	lijyrtzuj
刘姥姥进大观圆	lruloulouyrtdaigunyvn
刘姥姥进大观圆	lruloulouzxndaigunyvn
等闲之辈	drjhanzibui
进货	yrtfo
进货	zxnfo
也不是	yabrtsi
不像	brtzxj
不受	brtsru
出现在	cxtyinzoi
周而复始	zruyifukci
自编	zipin
开卷有益	hoigvnyruyik
基本上	geibunsxj
转帖	zvntip
将为	zxjwri
联动	lvnduj
胸无点墨	hujmoudimmrk
增加到	zrjgadou
双唇	sxjsxn
工作站	gujzokzam
短短	dvndvn
看不到	honbrtdou
一辆	yrtlxj
见了	ginliu
你去	neihxi
展会	zinwui
自行车	zihajgxi
自行车	zihajce
自行车	zihojgxi
自行车	zihojce
自行车	zihrjgxi
自行车	zihrjce
第一位	driyrtwri
所得税	sodrksxi
要注意	yiuzvyi
谁会	sxiwui
评析	pijsik
会在	wuizoi
它有	tayru
振臂高呼	zrnbeigoufu
不期而遇	brtkeiyiyv
隐隐约约	yrnyrnyxkyxk
可将	hozxj
只想	zeksxj
只想	zisxj
通用性	tujyujsij
随身携带	cxisrnqridai
卡号	kahou
卡号	kathou
娱乐圈	yvlokgvn
娱乐圈	yvlokhvn
娱乐圈	yvjaugvn
娱乐圈	yvjauhvn
娱乐圈	yvjokgvn
娱乐圈	yvjokhvn
人事部	yrnsibou
包罗万象	baulomanzxj
要加强	yiugakxj
又有	yruyru
本报讯	bunbousxn
不去	brthxi
国际上	iokzrisxj
囫囵吞枣	frtlxntrnzou
面对面	mindximin
姐弟	zedri
姐弟	zedi
楚楚可怜	cocoholin
解铃还须系铃人	gailijwansxihrilijyrn
解铃还须系铃人	gailijwansouhrilijyrn
风调雨顺	fujdiuyvsxn
风调雨顺	fujtiuyvsxn
骐骥	keikei
超级市场	ciukrpsicxj
不名一钱	brtmijyrtcin
不名一钱	brtmejyrtcin
伤兵	sxjbij
方兴未艾	fojhijmeijai
更好	grjhou
更好	gajhou
用它	yujta
不死	brtsei
祝你	zuknei
雨中	yvzuj
东路	dujlou
漂渺	piumiu
会后	wuihru
会后	wuiirn
婵连	simlin
而出	yicxt
房改	fojgoi
束之高阁	cukzigougok
花红柳绿	fahujlruluk
摘自	zakzi
内设	napcit
内设	noicit
更大	grjdai
更大	gajdai
习惯成自然	zapiansijziyin
习惯成自然	zapiansejziyin
潋滟	limyim
涌动	yujduj
涌动	cujduj
越多	yvtdo
篮协	lamhip
怎么样	zrmyiuyxj
怎么样	zrmmoyxj
两年	lxjnin
尽如人意	zxnyvyrnyi
冬温夏青	dujwrnhacij
冬温夏青	dujwrnhacej
这只	zezek
这只	zezi
高新	gousrn
分秒	frnmiu
笔记本	brtgeibun
车迷	gximri
车迷	cemri
增持	zrjci
越好	yvthou
认了	yijliu
两市	lxjsi
螳臂挡车	tojbeidojgxi
螳臂挡车	tojbeidojce
商用	sxjyuj
时会	siwui
每个	muigo
支离破碎	zileiposxi
出版物	cxtbanmrt
不上	brtsxj
一趟	yrttoj
节假	zitga
扶摇	fuyiu
大器晚成	daiheimansij
大器晚成	daiheimansej
毕恭毕敬	brtgujbrtgij
车载	gxizoi
车载	cezoi
乒乓球	pijbrmkru
乒乓球	pijpojkru
乒乓球	bijbrmkru
乒乓球	bijpojkru
之旅	zilxi
迄今为止	jrtgrmwrizi
面临着	minlrmzv
面临着	minlrmzxk
大股东	daiguduj
看破红尘	honpohujcrn
同学录	tujhokluk
丰隆	fujluj
之大	zidai
发紫	fatzi
郁渥	wrtrk
郁渥	yukrk
艺术家	jrisxtga
他能	tanrj
优异	yruyi
心慈面善	srmciminsin
走马观花	zrumagunfa
都可	douho
本站	bunzam
本章	bunzxj
何种	hozuj
孤家寡人	gugaiayrn
主持人	zvciyrn
全力以赴	cvnlikyifu
驱动器	kxidujhei
既要	geiyiu
得意洋洋	drkyiyxjyxj
参差不齐	samcabrtcri
参差不齐	samcibrtcri
参差不齐	samcaibrtcri
参差不齐	camcabrtcri
参差不齐	camcibrtcri
参差不齐	camcaibrtcri
参差不齐	srmcabrtcri
参差不齐	srmcibrtcri
参差不齐	srmcaibrtcri
之路	zilou
感觉到	grmgaudou
感觉到	grmgokdou
耳闻目见	yimrnmukgin
技击	geigik
广州市	iojzrusi
马克思	mahaksi
马克思	mahrksi
兔死狗烹	touseigrupaj
兔死狗烹	touseigrubrj
燃眉之急	yinmeizigrp
总动员	zujdujwrn
总动员	zujdujyvn
副部长	fuboucxj
副部长	fubouzxj
减让	gamyxj
天津市	tinzxnsi
乱弹	lvndan
乱弹	lvntan
管理者	gunleize
斤斤计较	grngrngrigau
垓埏	goiyin
之谜	zimri
标志着	biuzizv
标志着	biuzizxk
青梅竹马	cijmuizukma
青梅竹马	cejmuizukma
甜甜	timtim
也为	yawri
每位	muiwri
紧缺	grnkvt
