双星	aabj
犯不着	xjvf
犯错误	xjvi
犯人	xjvi
狂人	xjvi
博采众长	xjvk
猛冲	xjvo
猛兽	xjvq
狠命	xjvt
独创性	xjvy
糖纸	xjwc
猩红	xjwi
才学	xjwn
精彩纷呈	xjwo
协约	xjws
才疏学浅	xjws
猛料	xjxd
熄火	xjxi
糙米	xjxi
熠熠	xjxj
糖精	xjxl
独断	xjxl
有血有肉	xjxn
熄灯	xjxt
炒买炒卖	xjxx
煅烧	xjxx
精神焕发	xjxy
糖类	xjxy
猝发	xjya
狂飙	xjyd
独步	xjyi
才情	xjyl
猎奇	xjyt
猛虎	xjyw
烦忧	xjyx
狂奔	xjyx
精神恍惚	xjyy
才子	xjzi
猜忌	xjzl
直升飞机	xjzm
独生子女	xjzr
杀气腾腾	xkdd
南北方	xkdh
九牛二虎	xkfy
支气管	xkkn
支气管炎	xkkx
断简残篇	xktk
丧失殆尽	xktp
精简整编	xktw
在劫难逃	xlav
断电	xlbl
过去时	xlbx
断码	xlcs
灶头	xldd
断市	xldn
断交	xldv
在此之前	xldv
灶膛	xldw
断肢	xldx
断魂	xlfg
精于	xlfi
十年动乱	xlfj
断无	xlfl
有增无减	xlfv
灶台	xlgo
精工	xlii
断语	xliw
精读	xlix
尤物	xljf
数以千计	xlji
博士后	xljj
断面	xljq
故地重游	xljs
火上加油	xljs
灶神	xljy
断气	xlkz
精盐	xlly
断想	xlmg
十年树木	xlmm
十年树木，百年树人	xlmv
断档	xlmw
十年寒窗	xlnn
断案	xlnr
炸窝	xlnv
断喝	xlob
断路	xlol
灶具	xlqe
十年如一日	xlrb
精妙	xlrm
断奶	xlrz
精液	xlsd
断流	xlsd
猴年马月	xlsd
精微	xlse
断水	xlsi
火上浇油	xlss
炸死	xltd
断开	xlth
数以万计	xlti
炸伤	xltl
精囊	xlto
断垣残壁	xltp
断代	xltv
炸雷	xluq
精典	xluv
求知欲望	xlvd
精纺	xlwd
精当	xlwe
博士学位	xlwt
精光	xlww
断续	xlwx
精粹	xlxd
断粮	xlxd
有声有色	xlxr
有喜有忧	xlxy
精悍	xlyb
独裁者	xlyb
有志者事竟成	xlyj
精子	xlzi
杂务	xmaj
独木难支	xmax
杂碎	xmcd
杂音	xmdb
杀头	xmdd
炒房	xmdp
有机玻璃	xmee
脊椎动物	xmfj
杀掉	xmfy
杂草	xmhb
炒菜	xmhj
杂种	xmho
杂税	xmhv
杂项	xmij
杂说	xmiv
杂记	xmiz
杂物	xmjf
炒手	xmjf
杂质	xmjj
杂书	xmjj
在校生	xmjl
杀生	xmjl
独木不成林	xmjm
杂耍	xmjn
丧权辱国	xmjq
炒面	xmjq
杂感	xmjt
杀敌	xmjx
杂牌	xmkg
杀气	xmkz
杀青	xmld
杂木	xmmi
独木桥	xmmj
杀机	xmmw
炒家	xmnx
杂家	xmnx
杂品	xmoo
杂居	xmpx
杀虫	xmqi
杂色	xmrd
杀身	xmri
炒汇	xmsc
南极洲	xmsy
杀到	xmtg
杀戒	xmth
南柯一梦	xmtm
有机体	xmtm
独树一帜	xmtn
杂事	xmto
杂货	xmtt
炒货	xmtt
克林顿	xmtu
有机化学	xmtw
杀灭	xmtx
凶相毕露	xmuu
杂念	xmvj
炒风	xmwx
杂糅	xmxd
杂粮	xmxd
有根有据	xmxf
有板有眼	xmxg
炒卖	xmxj
克格勃	xmxn
有棱有角	xmxr
杂烩	xmxv
真相大白	xmyg
杂费	xmzs
南昌市	xnbd
丈量	xnbt
索贿	xnbx
布匹	xncw
南端	xnde
布施	xndh
划为	xndj
布衣	xndk
南蛮	xndm
丧家之犬	xndy
索然	xndy
熔岩	xnec
南岸	xnej
火冒三丈	xnex
布控	xnfn
有害无益	xnfv
献技	xnfx
布鞋	xnhp
献花	xnht
献艺	xnhz
献词	xnij
划痕	xnje
南段	xnjk
十字架	xnjo
南面	xnjq
献丑	xnjx
索还	xnjy
南边	xnjz
划算	xnkg
勃起	xnll
煊赫	xnlm
南极洲	xnms
南宁市	xnnd
划归	xnne
献宝	xnne
南门	xnni
南宋	xnnm
南宫	xnno
划船	xnns
布网	xnnx
十字路口	xnoo
布阵	xnpc
布防	xnpd
布展	xnph
丈母	xnqs
划界	xnqv
献媚	xnrd
布满	xnsh
划清	xnsl
南街	xnsl
南侧	xntb
划开	xnth
有案可稽	xnth
划一	xnti
布丁	xnti
有案可查	xntm
熔融	xnto
布袋	xntv
索偿	xntw
布下	xnty
划出	xnue
有闻必录	xnue
献出	xnue
熔铸	xnvf
丈人	xnvi
布道	xnvj
索道	xnvj
布谷	xnvv
划拳	xnvy
精雕细刻	xnwd
划线	xnwf
布料	xnxd
熔炉	xnxd
十室九空	xnxn
炯炯	xnxn
逐字逐句	xnxs
熔炼	xnxt
索性	xnyj
布点	xnyo
龙盘虎踞	xnyo
熔点	xnyo
粽子	xnzi
卖官鬻爵	xnzj
南疆	xnzs
有容乃大	xnzy
有口难言	xoai
克星	xobj
故里	xobl
右转	xocf
古雅	xoci
右脑	xodd
右端	xode
右方	xodh
右脚	xodl
胡琴	xoee
古玩	xoef
胡搞	xofd
克拉	xofd
有别于	xofi
胡扯	xofl
克扣	xofo
古稀	xohx
古旧	xoib
故旧	xoib
胡话	xoij
古诗	xoil
古训	xoim
古语	xoiw
古庙	xojd
古物	xojf
右翼	xojj
古书	xojj
炽盛	xojj
胡麻	xojm
右面	xojq
胡乱	xojx
胡笳	xokj
故地	xolc
故去	xolg
古塔	xolh
右上	xoli
有史以来	xolt
故此	xolt
故知	xoly
狭路相逢	xoma
古板	xomj
胡椒	xoml
胡桃	xomv
胡杨	xomz
胡闹	xond
狗嘴吐不出象牙	xooc
胡吹	xoor
火中取栗	xopc
右臂	xopo
故国	xoqe
故园	xoqf
右角	xori
胡须	xosj
右派	xosj
古法	xosl
炽烈	xotd
故作	xotl
右倾	xott
有口皆碑	xouc
故人	xovi
右首	xovj
故道	xovj
故友	xoxa
古刹	xoxm
古都	xoyb
炽情	xoyl
龙吟虎啸	xoyo
翘尾巴	xpdl
有职无权	xpfm
有限责任公司	xplj
独辟蹊径	xpos
才尽其用	xpqn
戈壁滩	xpsa
焗油	xpsd
丧尽天良	xptd
求职信	xpti
有隙可乘	xptj
断壁残垣	xptl
独联体	xptm
直属单位	xpvt
粮农组织	xpww
有职有权	xpxm
烛照	xqbd
粗野	xqbl
尤其是	xqbt
卖国贼	xqbt
独具匠心	xqcu
烟头	xqdd
烟斗	xqdd
真主	xqde
粗放	xqdh
直立	xqdi
真迹	xqdm
粗通	xqdn
粗豪	xqdo
粗率	xqdw
犯罪率	xqdw
杀虫剂	xqdx
直肠	xqdz
直隶	xqes
直抒	xqfd
南斯拉夫	xqff
烟云	xqfg
真挚	xqfx
烛台	xqgo
烟鬼	xqgw
烟蒂	xqhd
真菌	xqhq
烛花	xqht
直译	xqia
真谛	xqid
直言	xqii
粗话	xqij
真话	xqij
真皮	xqja
粗疏	xqjl
烟瘾	xqjp
烟囱	xqjq
过期不候	xqjt
粗重	xqjt
直系	xqjw
直视	xqjy
粗笨	xqkm
烟筒	xqkn
烟气	xqkz
烟土	xqli
真坏	xqlj
克罗地亚	xqlt
真知	xqly
烟柱	xqmd
粗劣	xqmj
烟尘	xqml
直航	xqns
粗口	xqoi
直呼	xqoj
真品	xqoo
粗哑	xqot
粗鄙	xqox
烟叶	xqox
烟农	xqpk
直陈	xqpt
粗陋	xqpt
烟色	xqrd
真象	xqro
粗浅	xqsf
烛泪	xqsg
烟波	xqsj
烟海	xqsl
有期徒刑	xqst
真传	xqtf
独具一格	xqtm
烟袋	xqtv
粗估	xqtx
烟雨	xqui
烟霭	xqui
烟霞	xqup
真个	xqvi
有其父必有其子	xqvz
真丝	xqww
烛光	xqww
烟丝	xqww
粗粮	xqxd
烟煤	xqxh
烟火	xqxi
粉墨登场	xqxl
粗布	xqxn
真凶	xqxu
烟灰	xqxx
粗大	xqyi
独角戏	xrax
数日	xrbi
数轴	xrcd
朝鲜族	xrdh
数月	xrdi
杀身之祸	xrdj
数理化	xret
有色眼镜	xrgv
数秒	xrhm
数落	xrhs
数词	xrij
数说	xriv
数论	xriv
数年	xrlc
数表	xrlk
布鲁塞尔	xrnr
炊具	xrqe
炒鱿鱼	xrrt
友好往来	xrst
数列	xrtd
炊事	xrto
焰心	xrui
数个	xrvi
数次	xrvr
数组	xrwq
古色古香	xrxh
焰火	xrxi
数九	xrxi
炊烟	xrxq
有始有终	xrxw
粉饰太平	xryt
索马里	xsbl
直流电	xsbl
过河拆桥	xsfm
炮击	xsfu
灼热	xsfx
炮台	xsgo
炮兵	xsgv
炮手	xsjf
有法不依	xsjt
南水北调	xski
南征北战	xsky
炮声	xsld
过得去	xslg
炮舰	xsns
灼见	xsnw
脊梁骨	xsqd
灰溜溜	xssg
烟波浩淼	xsss
灼伤	xstl
过街天桥	xstm
有法可依	xstt
炮仗	xstx
有法必依	xsut
救济金	xsvi
古往今来	xsvt
炮火	xsxi
灼灼	xsxs
过街老鼠	xsyg
真假难辨	xtad
登时	xtbx
博雅	xtci
灯头	xtdd
在天之灵	xtde
登高	xtdo
龙文	xtdx
龙王	xtei
博导	xtex
独一无二	xtff
龙井	xtfn
登报	xtfp
救死扶伤	xtft
袭扰	xtfx
灯盏	xtfx
龙眼	xtge
龙的	xtgs
灯节	xthp
灯花	xtht
灯芯	xthu
博识	xtio
灯谜	xtix
尧天舜日	xtjb
博物	xtjf
龙袍	xtjk
十恶不赦	xtjl
登入	xtjn
尧舜	xtjn
迷惑不解	xtjr
故伎重演	xtjs
有何不可	xtjt
故事片	xtki
灯箱	xtkm
炼制	xtkn
灯管	xtkn
灯塔	xtlh
翘楚	xtmm
登机	xtmw
登攀	xtmx
袭用	xtnf
龙门	xtni
登门	xtni
登临	xtnk
龙宫	xtno
龙舟	xtns
炊事员	xtob
袭取	xtpa
博取	xtpa
龙骨	xtqd
颠倒黑白	xtqg
龙虾	xtqt
灯罩	xtqy
博得	xtsb
灯池	xtsc
炼油	xtsd
龙江	xtsi
杀一儆百	xttj
有一天	xtty
十万八千里	xtvb
灯会	xtvf
狗仗人势	xtvf
翘首	xtvj
炼铁	xtvk
炼钢	xtvn
杂货铺	xtvt
龙凤	xtwa
博学	xtwn
有凭有据	xtxf
数一数二	xtxf
炼狱	xtxj
直来直去	xtxl
克什米尔	xtxr
独来独往	xtxs
龙灯	xtxt
杂七杂八	xtxv
有一套	xtyk
凳子	xtzi
聋子	xtzi
凶暴	xubh
数典忘祖	xudj
烟霏云敛	xufv
真心话	xuij
存心不良	xujd
丧心病狂	xujx
凶神	xujy
凶年	xulc
凶相	xumg
凶横	xumh
真心实意	xund
凶宅	xunj
凶案	xunr
凶险	xupv
凶煞	xure
凶残	xutd
凶信	xuti
烟雨霏微	xuus
凶兆	xuvw
糟粕	xuxg
凶犯	xuxj
凶焰	xuxr
雄心勃勃	xuxx
凶悍	xuyb
粗心大意	xuyd
糟改	xuzl
烟雾弥漫	xuzs
有人欢喜有人愁	xvah
粉条	xvam
寸金难买寸光阴	xvap
过关斩将	xvck
丧胆	xvdb
有关部门	xvdn
烂熟	xvdo
丧服	xvdp
救命之恩	xvdq
有关文件	xvdt
粉剂	xvdx
杀人放火	xvdx
古道热肠	xvfd
有益于	xvfi
有关规定	xvfn
有钱能使鬼推磨	xvgj
郁金香	xvhb
丧葬	xvht
粉皮	xvja
十分重要	xvjc
粉底	xvjc
杀人不见血	xvjj
真金不怕火炼	xvjx
丧乱	xvjx
求人不如求己	xvjz
粉笔	xvkj
脊背	xvkt
粉状	xvky
迷途知返	xvlj
杀人越货	xvlt
粉墙	xvlx
脊柱	xvmd
粉尘	xvml
脊椎	xvmt
爆冷门	xvni
丧家	xvnx
古今中外	xvod
烂尾	xvpj
粉刷	xvpn
脊髓	xvqd
独善其身	xvqr
十八罗汉	xvqs
古铜色	xvrd
粉色	xvrd
杀人如麻	xvrj
炒冷饭	xvrl
粉饰	xvrl
脊梁	xvsd
烂泥	xvsp
有关法律	xvss
南美洲	xvsy
猪八戒	xvth
有关事项	xvti
粉刺	xvtn
粉黛	xvtv
真善美	xvve
粉领	xvvj
有关人员	xvvo
丧命	xvvt
独领风骚	xvws
粉丝	xvww
龙卷风	xvwx
真人真事	xvxt
左邻右舍	xvxv
粗线条	xwam
博学多才	xwdx
支吾其词	xwhi
数学课	xwib
十五计划	xwix
胡编乱造	xwjj
有缘千里来相会	xwjv
数学系	xwjw
龙凤呈祥	xwoj
支吾其词	xwqi
独当一面	xwtj
断编残简	xwtk
狂风恶浪	xwts
有凤来仪	xwtt
过五关斩六将	xwvk
烧鸡	xxag
求欢	xxar
左右逢源	xxas
灰暗	xxbd
救星	xxbj
炎暑	xxby
烧碱	xxcj
左右为难	xxda
有过之而无不及	xxdj
求胜	xxdj
求新	xxdm
炎帝	xxdn
糊弄	xxeh
烧录	xxes
灰白	xxgi
救兵	xxgv
烧香	xxhb
烧荒	xxhd
求证	xxit
左右手	xxjf
炎夏	xxjg
灰质	xxjj
救生	xxjl
求告	xxjl
救驾	xxjo
希冀	xxkt
求签	xxkv
狠狠地	xxlc
灰土	xxli
烟灰缸	xxlx
烧杯	xxmj
求贤	xxna
九九归一	xxnt
求见	xxnw
糊口	xxoi
求取	xxpa
狐狸尾巴	xxpd
救险	xxpv
狼烟四起	xxql
求婚	xxrc
求解	xxrd
救急	xxre
求饶	xxrl
烧饼	xxrl
肴馔	xxrl
烧水	xxsi
救活	xxsj
烧酒	xxsu
有朝一日	xxtb
求偶	xxtb
真真假假	xxtt
烧化	xxtt
九·一八	xxtv
救出	xxue
灰心	xxui
烧心	xxui
炎凉	xxvd
烧瓶	xxvh
救人	xxvi
十有八九	xxvx
烧纸	xxwc
烧结	xxwl
炉火纯青	xxwl
断断续续	xxww
灯火辉煌	xxwx
救火	xxxi
烧火	xxxi
烧卖	xxxj
狐狸精	xxxl
求索	xxxn
求真	xxxq
烧灼	xxxs
独断独行	xxxs
左支右绌	xxxw
求救	xxxx
糊糊	xxxx
爆炸性	xxyj
求情	xxyl
求战	xxyo
雄才大略	xxyq
粘连	xycz
朝发夕至	xydt
有恃无恐	xyfi
有悖于	xyfi
布达拉宫	xyfn
有惊无险	xyfp
有教无类	xyfx
鸠占鹊巢	xyhs
寸步不离	xyjd
燎原	xyjg
爆发力	xyji
故步自封	xyjl
烤箱	xykm
故态复萌	xylh
求大同，存小异	xyne
类同	xynt
烤鸭	xyqg
类比	xyui
友情链接	xyvf
犹太人	xyvi
粘合	xyvt
烤炉	xyxd
烤火	xyxi
狼奔豕突	xyxn
烤烟	xyxq
逐条	xzam
逐日	xzbi
狼子野心	xzbu
逐月	xzdi
迷离	xzdx
迷瞪	xzgx
迷蒙	xzhn
逐项	xzij
迷了	xzji
迷彩	xzjm
迷乱	xzjx
逐鹿	xzjz
克己复礼	xzlj
迷梦	xzmm
迷宫	xzno
迷航	xzns
逐字	xznz
迷路	xzol
迷漫	xzsb
迷住	xztd
才子佳人	xztv
迷醉	xzud
迷途	xzvt
迷幻	xzwj
断子绝孙	xzwz
灰飞烟灭	xzxt
糨糊	xzxx
狮子大开口	xzyo
发难	yaat
发电机	yabm
发晕	yabn
发轫	yacd
怪石	yaci
发车	yaci
发软	yacr
发昏	yact
怪胎	yadg
发胖	yadv
发球	yaex
怪招	yafd
发指	yaft
发兵	yagv
发散	yahd
发稿	yahd
发蒙	yahn
发落	yahs
发花	yaht
怪诞	yaij
发证	yait
怪论	yaiv
大难不死，必有后福	yajj
发麻	yajm
怪癖	yajp
大难不死	yajt
发函	yajx
发还	yajy
发福	yajy
发笑	yakj
怪哉	yalo
发卡	yaly
发榜	yamd
大难临头	yand
发问	yano
发案	yanr
怪味	yaof
发呆	yaom
发际	yapf
发黑	yaqh
怪罪	yaqn
发回	yaqo
怪圈	yaqv
发怒	yara
发包	yase
发妻	yate
发到	yatg
怪僻	yatp
发霉	yaul
大处着眼	yavg
怪人	yavi
怪兽	yavq
发冷	yavv
发红	yawi
发狂	yaxj
发炎	yaxx
发情	yayl
发憷	yaym
发奋	yayq
发愣	yayq
贞观	yban
都为	ybdj
悍勇	ybdn
情景交融	ybdt
悍然	ybdy
卓然	ybdy
卓异	ybeh
桌球	ybex
都把	ybfd
贞节	ybhp
都让	ybil
卓识	ybio
大显神通	ybjd
都应	ybjw
都想	ybmg
发电机	ybmw
卓见	ybnw
发明家	ybnx
愠怒	ybra
愠色	ybrd
大显身手	ybrj
都得	ybsb
贞洁	ybsl
煮沸	ybsz
贞烈	ybtd
都到	ybtg
忙里偷闲	ybtn
都比	ybui
发明创造	ybvj
都曾	ybvq
卓绝	ybwr
都给	ybwv
发明者	ybyb
怪里怪气	ybyk
大是大非	ybyn
慌里慌张	ybyz
惬意	ycdb
犬牙交错	ycdv
大雅之堂	ycdw
点石成金	ycjv
大西北	yckt
怄气	yckz
教研室	ycnt
惭色	ycrd
大西洋	ycsv
快车道	ycvj
教研组	ycwq
慎之又慎	yday
悔之晚矣	ydbg
太早	ydbx
餐车	ydci
快刀斩乱麻	ydcj
太医	ydcl
教育方针	yddv
粲然	yddy
太岁	yded
惊异	ydeh
大放异彩	ydej
太君	ydej
牵肠挂肚	ydfd
悔之无及	ydfj
惊扰	ydfx
惊蛰	ydfx
大名鼎鼎	ydgg
怅然若失	ydhk
太薄	ydhs
悄然落泪	ydhs
虔敬	ydhs
奇文共赏	ydhw
虔诚	ydij
太厚	ydjb
战斗力	ydji
奋斗不息	ydjj
恨之入骨	ydjq
怡然自得	ydjs
惊厥	ydjv
太长	ydki
发脾气	ydkz
太坏	ydlj
犬齿	ydlw
太短	ydly
太极拳	ydmv
战斗机	ydmw
餐巾	ydni
太监	ydnk
教育家	ydnx
点头哈腰	ydod
惊呼	ydoj
惊叫	ydol
惊吓	ydot
太阴	ydpd
太阳能	ydpg
太久	ydrn
太行	ydsf
忙活	ydsj
飙涨	ydsz
太低	ydtc
餐位	ydtd
教育体制	ydtk
太保	ydto
惊为天人	ydtv
教育事业	ydtw
怦然心动	yduf
惊心	ydui
太差	ydvf
太公	ydvg
教育资源	ydvs
太冷	ydvv
奋勇当先	ydwj
情意绵绵	ydww
太狠	ydxj
大多数人	ydxv
太慢	ydyb
虎头虎脑	ydyd
惊惶	ydyg
餐点	ydyo
惊愕	ydyo
惊惧	ydyq
大为惊奇	ydyy
太快	ydyz
大为改观	ydza
太子	ydzi
老头子	ydzi
餐费	ydzs
大理石	yeci
太岁头上动土	yedl
慨然	yedy
奇珍异宝	yeen
慨叹	yeoa
恨事	yeto
老掉牙	yfci
虚无飘渺	yfcs
大动脉	yfdd
虚无主义	yfdd
快捷方式	yfdt
大提琴	yfee
大势已去	yfel
惊魂未定	yffn
大拇指	yfft
大动干戈	yffx
老于世故	yfhx
战无不胜	yfjd
大专生	yfjl
悄无声息	yflj
老规矩	yfly
夸口	yfoi
大专院校	yfpm
大扫除	yfpv
大无畏	yfqt
奇技淫巧	yfsi
惊魂甫定	yftn
快捷键	yfve
发挥余热	yfvf
惨无人道	yfvv
虚无缥缈	yfww
发扬光大	yfwy
大摇大摆	yfyf
愧对	ygax
惨败	ygba
惨景	ygbd
怕是	ygbt
老眼昏花	ygch
惨变	ygdm
怡然	ygdy
惶然	ygdy
大白菜	yghj
惶恐	ygiw
怕生	ygjl
惨厉	ygjt
惨祸	ygjy
惨笑	ygkj
惨状	ygky
惨境	ygld
惨毒	yglq
惨叫	ygol
惨剧	ygpx
愧色	ygrd
怕死	ygtd
惨烈	ygtd
惨死	ygtd
惶惑	ygto
怕事	ygto
大白天	ygty
怕羞	ygvf
怕人	ygvi
老鼠过街，人人喊打	ygxf
惶惶	ygyg
怵目惊心	ygyu
惜败	yhba
惟利是图	yhbq
教科文	yhdx
老花眼	yhge
慌了	yhji
惜福	yhjy
惜别	yhoj
战利品	yhoo
恍若隔世	yhph
忆苦思甜	yhqj
愤世嫉俗	yhrt
懂行	yhsf
惊世骇俗	yhst
惜售	yhti
情节严重	yhtj
忧劳可以兴国	yhtq
忧劳可以兴国，逸豫可以亡身	yhtr
老花镜	yhvd
大革命	yhvt
慌张	yhzs
大难	yiat
大戏	yiax
大碍	yicb
大雅	yici
大碗	yicn
大区	yicx
大鹏	yidd
大刀	yidi
大巴	yidl
大义	yidx
大肠	yidz
丫环	yiej
大抵	yifc
大搞	yifd
大白	yigi
大兵	yigv
大巧若拙	yihf
大节	yihp
步调	yiin
大谬不然	yijd
大手	yijf
大度	yijh
大功告成	yijj
大麻	yijm
惶恐不安	yijn
大加	yijo
大病	yijt
大厨	yijt
大雁	yijt
大办	yijv
大敌	yijx
大千	yijx
大乘	yijx
大祸	yijy
老调重弹	yijz
大篆	yikl
丫鬟	yiks
大堤	yilb
卜卦	yill
大喜	yilo
大龄	yilw
大卡	yily
大权	yima
发言权	yima
大本	yimt
大额	yina
大写	yins
大灾	yinx
大喊	yioj
大号	yiot
大殿	yiph
大阪	yipj
大娘	yird
大饼	yirl
大婶	yirn
大鳄	yirt
大漠	yish
步法	yisl
大洲	yisy
大伯	yitg
大修	yiti
惊恐万状	yitk
大政	yitl
步调一致	yitt
大伙	yitx
大佛	yitz
慢工出细活	yius
大典	yiuv
大锤	yivj
大凡	yiwd
大业	yiwt
大忙	yiyd
步态	yiyd
奇谈怪论	yiyi
步子	yizi
怀里	yjbl
发自肺腑	yjdd
怀胎	yjdg
惨不忍睹	yjdg
太原市	yjdn
怀柔	yjdt
怀春	yjev
性灵	yjex
怀揣	yjfe
大力推进	yjff
老成持重	yjfj
大而无当	yjfw
恨不能	yjgd
虎视眈眈	yjgg
频带	yjhn
大千世界	yjhq
频度	yjjh
大不了	yjji
大书特书	yjjj
愧不敢当	yjjw
恬适	yjjx
大手笔	yjkj
发祥地	yjlc
恬静	yjld
怀表	yjlk
虚席以待	yjls
怀想	yjmg
夯实	yjnd
老祖宗	yjnf
发自内心	yjnu
性急	yjre
怪不得	yjsb
恨不得	yjsb
恬淡	yjsx
大而化之	yjtd
憾事	yjto
惦念	yjvj
性欲	yjvv
大敌当前	yjwv
怀有	yjxd
大力支持	yjxf
忙不过来	yjxt
大手大脚	yjyd
慌手慌脚	yjyd
怀恨	yjye
忻州	yjyy
性子	yjzi
大气磅礴	ykcc
套服	ykdp
奇装异服	yked
套现	yken
套印	ykep
套利	ykhn
牵牛花	ykht
大失所望	ykjd
大气压	ykjl
套用	yknf
套牢	yknk
大气候	ykti
套数	ykxr
怅惘	ykyn
套子	ykzi
情意	yldb
情郎	ylde
情由	yldi
情变	yldm
情商	yldn
情义	yldx
情夫	ylfv
情势	ylfx
情种	ylho
大声疾呼	yljo
情面	yljq
情系	yljw
情敌	yljx
怯场	yllz
情场	yllz
情网	ylnx
情味	ylof
大地回春	ylqe
悔罪	ylqn
情思	ylqu
情急	ylre
情致	yltg
情事	ylto
情分	ylvd
发起人	ylvi
忤逆	ylvu
悔过	ylxd
大喜过望	ylxd
奋起直追	ylxj
情杀	ylxm
情态	ylyd
悔恨	ylye
大起大落	ylyh
大吉大利	ylyh
怯懦	ylyu
悔改	ylzl
大小不等	ymjk
老少咸宜	ymjn
老少边穷	ymjn
大小不一	ymjt
大树底下好乘凉	ymjv
大相径庭	ymsj
老少平安	ymtn
卢森堡	ymto
老少皆宜	ymun
太极拳	ymvy
大权独揽	ymxf
大模大样	ymym
怪模怪样	ymym
大客车	ynci
大案要案	yncn
老实巴交	yndd
悭吝	yndx
惘然	yndy
牵扯	ynfl
大字报	ynfp
教师节	ynhp
惯用语	yniw
大家庭	ynjj
情窦初开	ynjt
夺门而出	ynju
睿智	ynly
大同小异	ynme
大家闺秀	ynnh
老字号	ynot
达官贵人	ynqv
牵累	ynqw
考察团	ynqx
情非得已	ynse
牵念	ynvj
餐巾纸	ynwc
大家风范	ynwh
牵缠	ynwj
怏怏	ynyn
战备	yoaq
战败	yoba
点明	yobd
占星	yobj
战果	yobm
点题	yobt
战时	yobx
点破	yocj
战栗	yocm
战区	yocx
战刀	yodi
战斗机	yodm
点名	yodo
点亮	yodo
愕然	yody
虎口拔牙	yofc
战抖	yofd
战云	yofg
战幕	yohb
战功	yoij
占先	yojl
大吃特吃	yojo
战鹰	yojt
战祸	yojy
战地	yolc
老中青	yold
战壕	yold
点收	yoli
战表	yolk
占卦	yoll
战鼓	yolo
大踏步	yoly
点卡	yoly
大呼小叫	yomo
战舰	yons
战船	yons
点穴	yonv
战史	yoox
点阵	yopc
战局	yopj
战法	yosl
战马	yost
点染	yosx
点位	yotd
战歌	yoto
战例	yott
点化	yott
大吃一惊	yoty
点醒	youb
点出	youe
战前	yovd
虎口余生	yovj
战犯	yoxj
虎踞龙盘	yoxn
点灯	yoxt
大吹大擂	yoyf
大踏步	yoyi
快嘴快舌	yoyj
大吵大闹	yoyn
步履艰难	ypaa
发展方向	ypdj
恻隐之心	ypdu
发展规划	ypfx
太阳能	ypgd
发展目标	ypgm
发展计划	ypix
发展生产	ypjd
大陆架	ypjo
太阳系	ypjw
煮鹤焚琴	ypme
发展空间	ypnn
大展宏图	ypnq
太阳穴	ypnv
教职员	ypob
教职员工	ypoi
发展中国家	ypon
步履蹒跚	ypoo
发展史	ypox
颅骨	ypqd
发展银行	ypvs
步履维艰	ypwa
太阳光	ypww
卢布	ypxn
奇耻大辱	ypyj
发展战略	ypyq
战略目标	yqgm
战国策	yqkt
卤素	yqlw
惯用	yqnf
大团圆	yqqo
奋争	yqre
惜墨如金	yqrv
卤水	yqsi
惯偷	yqtv
大团结	yqwl
惯常	yqwn
惯犯	yqxj
发思古之幽情	yqxy
忧国忧民	yqyp
奋飞	yqzv
达尔文	yrdx
大饱眼福	yrgj
懈怠	yrgo
卓尔不群	yrje
太好了	yrji
大鱼吃小鱼	yror
恍如隔世	yrph
老奶奶	yrrz
大好河山	yrse
大好形势	yrtf
大鱼大肉	yryn
惟妙惟肖	yryw
犬马之劳	ysdh
情深意浓	ysds
太行山	ysei
大循环	ysej
考据	ysfp
大海捞针	ysfv
性骚扰	ysfx
虚与委蛇	yshq
考订	ysit
快马加鞭	ysjh
考入	ysjn
发源地	yslc
大街小巷	ysmh
卢沟桥	ysmj
考究	ysnv
步行街	yssl
惊涛骇浪	ysss
懒洋洋	yssv
大洋洲	yssy
老骥伏枥，志在千里	ystb
惊鸿一现	yste
大江东去	ystl
老骥伏枥	ystm
惊鸿一瞥	ystv
考分	ysvd
考卷	ysvy
考级	yswj
大包大揽	ysyf
大彻大悟	ysyy
奇景	ytbd
老账	ytbk
奇遇	ytbn
老区	ytcx
懒腰	ytdc
大做文章	ytdd
战天斗地	ytdl
点到为止	ytdl
情至义尽	ytdp
大政方针	ytdv
奇效	ytdv
悚然	ytdy
奇峰	ytea
奇招	ytfd
老抽	ytfd
老夫	ytfv
老远	ytfw
大开眼界	ytgq
老兵	ytgv
懒散	ythd
奇葩	ythg
老茧	ythq
奇谋	ytih
奇功	ytij
奇巧	ytit
老手	ytjf
太平盛世	ytjh
老成	ytjj
大惑不解	ytjr
老鹰	ytjt
大可不必	ytju
怙恶不悛	ytjy
大体上	ytli
快速增长	ytlk
虚位以待	ytls
奇缺	ytlx
奇想	ytmg
老少	ytmj
大体上	ytml
老本	ytmt
太平间	ytnb
老一辈	ytne
恒定	ytnt
老路	ytol
懒虫	ytqi
惟其	ytqv
恰到好处	ytra
老妪	ytrc
老娘	ytrd
恒久	ytrn
老汉	ytsa
懒汉	ytsa
老巢	ytsb
恒温	ytsb
懒得	ytsb
奇偶	yttb
老一辈	ytte
老式	ytti
慢悠悠	ytti
大事化小，小事化了	yttj
奇丽	yttn
奇事	ytto
老歌	ytto
奇货可居	yttp
太平天国	yttq
慢吞吞	ytty
老命	ytvt
老爷	ytvx
大伙儿	ytwi
老练	ytwt
大开绿灯	ytwx
老友	ytxa
